target,n,mae_ms,r2,abs_error_p50_ms,abs_error_p90_ms,abs_error_p95_ms,abs_error_p99_ms
route,13500,850.3563218778057,0.2751391332420341,0.0,3532.594589444104,5287.157745898624,14517.816477826973
scheduler,13500,69.30252706637296,0.23944622124894788,41.04214662840603,110.40577609767297,249.52150263505885,631.8273081952763
computation,13500,66.93874097386586,0.8049147245599345,48.21600129920614,165.82114670079386,239.88141844166284,337.40763457330956
kv_transfer,13500,8.419768622365222e-05,0.9999999945849753,0.0,0.0,0.0,0.0
ttft,13500,943.2298340730466,0.29617616078451026,100.67783404662285,3421.3592673790804,5293.716253986175,14480.634316175641
