gpu_id,instance_id,gpu_x_m,gpu_y_m,assigned_user_count,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,max_waiting_requests,max_running_requests,prompt_tokens_processed,output_tokens_generated
0,0,1666.667,2113.249,3,25,928.4652854400001,726.229281,1362.9526958,3287.050816639995,55.216161235692134,744.26783416,0,25,250000,16465
1,1,5000.0,2113.249,2,29,870.9217070689656,722.675642,1009.4066541999999,2838.412282599997,19.301180827586208,755.2919936206896,0,29,290000,18119
2,2,8333.333,2113.249,2,22,769.7340457272727,703.6762974999999,1154.7252207999998,1512.1286782099996,42.28889368181818,727.4451520454545,0,22,220000,14466
3,3,0.0,5000.0,2,34,789.0171078529412,718.8910105,1034.1604124499993,2107.1081290400025,20.748070735294117,715.9926852647059,0,34,340000,21916
4,4,3333.333,5000.0,3,40,1718.5631102749999,731.7341074999999,6025.775554349999,8423.410872909999,21.69004492230759,734.6515833,0,40,400000,26381
5,5,6666.667,5000.0,5,35,3011.2200761142853,1110.128375,10518.999863399991,12662.55624108,129.76127216307657,812.8728647428571,0,35,350000,23377
6,6,10000.0,5000.0,2,28,1025.1758270357145,724.5414675,1629.5703940499993,5226.498523060002,36.81305964285714,745.9585613571428,0,28,280000,19270
7,7,1666.667,7886.751,2,29,741.7644305172413,719.81037,889.1397946,1116.7571638799996,26.820401344827584,714.9440291724138,0,29,290000,18457
8,8,5000.0,7886.751,3,32,1097.822714125,724.6462045000001,2320.6116888499982,7105.776606640007,25.814035055769207,719.99695609375,0,32,320000,21105
9,9,8333.333,7886.751,2,26,768.2093218461537,719.5614875,1092.93559925,1293.04952575,37.374871769230765,730.8344500769231,0,26,260000,16197
