gpu_id,instance_id,gpu_x_m,gpu_y_m,assigned_user_count,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,max_waiting_requests,max_running_requests,prompt_tokens_processed,output_tokens_generated
0,0,1666.667,2113.249,4,25,687.255009,557.491638,1003.8412288,1369.024433239999,47.84314577921875,571.299304,0,25,200000,15883
1,1,5000.0,2113.249,3,31,608.8334251935484,546.887608,1009.5926440000001,1230.7541032999998,25.487721588394656,555.931341516129,0,31,248000,19694
2,2,8333.333,2113.249,2,22,555.0488693181819,542.7245045,561.37402,818.3036821199997,12.379135272727273,542.6697340454544,0,22,176000,14466
3,3,0.0,5000.0,3,32,603.22130834375,558.216414,971.3223708,1007.44164057,31.095183081878663,558.8189049375,0,32,256000,21084
4,4,3333.333,5000.0,3,42,654.7366041190477,567.9344470000001,1091.57771455,1257.3317434999994,54.24179646714565,590.3559336904761,0,42,336000,27083
5,5,6666.667,5000.0,5,35,765.035441457143,573.529636,1429.5800745,1518.8217893999995,48.9369130914621,578.0069515714285,0,35,280000,24001
6,6,10000.0,5000.0,2,28,604.3370232142858,553.5697075,1013.7643566499996,1108.2687558799998,28.25511457142857,572.0071344642857,0,28,224000,19095
7,7,1666.667,7886.751,3,30,594.0305010999999,549.4511685,895.5828258499998,953.09540902,12.650855720670574,567.2469697333333,0,30,240000,19052
8,8,5000.0,7886.751,2,29,542.2147055172413,544.059023,558.243555,566.1056093999999,8.921737551724139,533.2929679655173,0,29,232000,19198
9,9,8333.333,7886.751,2,26,567.9951554615384,538.6724765,673.1408537499999,1042.0887,25.929606923076925,542.0655485384616,0,26,208000,16197
