workload,workload_label,mean_ttft_improvement_pct,p95_ttft_improvement_pct,p99_ttft_improvement_pct,scheduler_queue_reduction_pct,tpot_change_pct,completion_change_pct,request_throughput_change_pct,pp1_redirects,pp2_redirects
input512_reuse00,512 / reuse 0%,5.563753815497967,8.525615545002324,9.507472649231277,39.50219683503543,7.1466236646451335,7.0831787760231135,-0.948914517877623,0,0
input2000_reuse025,2000 / reuse 25%,0.28522333252394894,-17.81090061935803,10.584358209159351,17.842145296026544,10.438769356879943,10.340601628893252,-1.064419613390713,0,0
input6000_reuse05,6000 / reuse 50%,3.1881163259319742,12.57484385499188,12.669861417175413,28.614293655497125,26.795514520153436,26.164075058515362,-0.8316691693004017,18,0
input8000_reuse025,8000 / reuse 25%,42.80681898224396,64.24972515132968,65.60450935473979,2.7190818766511184,54.93675381083416,47.344017469876306,-2.0692203405089615,183,35
input8000_reuse05,8000 / reuse 50%,20.43854646761427,35.50531411015454,45.04347842520792,25.602508117822598,44.53809212438582,41.974637208629524,-3.28777290593817,106,12
mixed_rate3p33_seed1,Mixed / burst,5.074311608957278,5.01458585190429,23.581300806456635,40.64515016322406,26.79680929653595,25.780350412564484,-0.26003720641637934,17,0
