gpu_id,instance_id,gpu_x_m,gpu_y_m,assigned_user_count,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,max_waiting_requests,max_running_requests,prompt_tokens_processed,output_tokens_generated
0,0,1666.667,2113.249,5,27,5514.070139185186,3769.09353,15257.412972699998,21628.537657259985,168.60245091111048,815.5424295555556,0,27,270000,17939
1,1,5000.0,2113.249,3,28,3396.420245714286,1249.502231,11315.871354299998,12437.87440161,60.43795293736254,771.7726159642857,0,28,280000,17360
2,2,8333.333,2113.249,2,20,956.3375733500001,719.6352395,1983.0419948500007,2696.501021369999,86.12788815,764.0042238999999,0,20,200000,13295
3,3,0.0,5000.0,3,28,4972.814498107143,5346.3086305,12680.254456049994,15188.89640908,16.989197059890067,721.1646787142857,0,28,280000,17960
4,4,3333.333,5000.0,3,33,12747.593346515154,12625.559686,28014.040483200002,28126.4282438,18.97721961678291,724.4904129090909,0,33,330000,22144
5,5,6666.667,5000.0,7,34,22092.400978058824,20350.604427,52851.80778584998,59243.30255688001,184.3115063524879,838.4259885588236,0,34,340000,21638
6,6,10000.0,5000.0,4,28,7268.739294607143,6055.34926,22881.715804099997,23943.7872672,19.337341206593514,721.7030198571429,0,28,280000,18786
7,7,1666.667,7886.751,3,31,11044.520776999998,11251.462895,33950.2157755,37943.7756726,25.07077804019842,732.8802632580645,0,31,310000,19988
8,8,5000.0,7886.751,6,38,20510.368668000003,17173.963775,49730.0021596,51009.327957760004,41.80260097813707,763.1625917631578,0,38,380000,25598
9,9,8333.333,7886.751,3,33,10638.064215151515,7735.185674,31212.993617199994,35380.79939432,17.70116385268055,734.7125228181819,0,33,330000,21045
