gpu_id,instance_id,gpu_x_m,gpu_y_m,assigned_user_count,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,max_waiting_requests,max_running_requests,prompt_tokens_processed,output_tokens_generated
0,0,1666.667,2113.249,4,26,867.5099109230767,727.6585295,1387.0405505,1722.653451,69.99458422248489,756.8340435384615,0,26,260000,17002
1,1,5000.0,2113.249,2,28,774.1569165714285,719.4745625,985.4164857,1012.34810922,18.849744821428573,755.30717175,0,28,280000,17582
2,2,8333.333,2113.249,2,22,769.7385483181818,703.6640785,1154.7532987999998,1512.1567562099997,42.29339627272727,727.4451520454545,0,22,220000,14466
3,3,0.0,5000.0,2,33,736.1936046666667,718.789071,829.3068511999999,1133.01015404,20.92525890909091,715.2683457575757,0,33,330000,21383
4,4,3333.333,5000.0,3,40,911.316160625,734.0931415,1648.0072841499991,1969.73106977,27.011189919615173,744.648998525,0,40,400000,26695
5,5,6666.667,5000.0,6,32,1292.4850255,1108.085289,3028.7941511999993,4525.095485080002,62.16935470288372,769.10592625,0,32,320000,20913
6,6,10000.0,5000.0,2,28,899.6579078928572,724.5431295000001,1258.3542025499999,3255.793996580001,39.103089142857144,744.9433730357142,0,28,280000,19102
7,7,1666.667,7886.751,3,30,757.9225997,717.8770215,1067.846285499999,1233.06643129,23.691129363076783,716.5673400666667,0,30,300000,19236
8,8,5000.0,7886.751,4,34,852.2083583529411,727.336492,1398.73985785,1542.9117857600002,26.95431545158364,731.7563644705882,0,34,340000,22514
9,9,8333.333,7886.751,3,27,818.6518014074076,720.482024,1245.2478174,1643.2443392399991,29.204540950996684,730.2242595925926,0,27,270000,16860
