series,request_count,Router queue,Scheduler queue,KV transfer,Compute / prefill,RTT / other comm,Total
A: all,300,15075.95595056,70.60188254666667,0.0,1066.0053406533332,0.0,16212.563173760002
B: all,300,14330.86686454,84.66463424666667,0.0,1158.4371821933332,0.1999290833333333,15574.168610063332
B: redirected only,95,29103.683816694735,87.1990208736842,0.0,1366.8860733578947,0.631355,30558.400265926317
B: not redirected only,205,7484.92730134634,83.49016239512196,0.0,1061.8389155560976,0.0,8630.256379297562
C: all,300,14920.643080256665,81.0318656718972,87.20627287476925,1072.8898705066667,0.20834714999998027,16161.979436459998
C: redirected only,99,32555.362676434343,111.89139609665818,264.26143295384605,1099.3945171515152,0.6313550000000419,34031.54137763636
C: not redirected only,201,6234.885667213932,65.83239546268656,0.0,1059.8353430547263,0.0,7360.553405731343
