policy,requests,redirects,e2e_ttft_mean_ms,e2e_ttft_p50_ms,e2e_ttft_p95_ms,e2e_ttft_p99_ms,e2e_ttft_max_ms,router_queue_mean_ms,scheduler_queue_mean_ms,prefill_mean_ms,kv_transfer_mean_ms,completion_mean_ms,completion_p95_ms
NEAREST_KV,300,0,16212.563173760002,8954.91569,80167.95176645,92295.54693992,98405.800636,15075.95595056,70.60188254666667,1066.0053406533332,0.0,37317.00702123,101793.20038130006
NEAREST_MIGRATE,300,95,15574.168610063332,9714.3984185,62731.90924010001,89982.62712821999,94238.323904,14330.86686454,84.66463424666667,1158.4371821933332,0.0,37089.102139673334,83726.32371105006
NEAREST_MIGRATE_KV,300,99,16161.979436459998,8737.484559,69800.3927959,107709.32273265999,108520.056124,14920.643080256665,81.0318656718972,1072.8898705066667,87.20627287476925,37223.81550387666,91870.56673865001
