feature_set,n,positive_rate,roc_auc,pr_auc,brier,precision_at_0p5,recall_at_0p5,positive_log_mae,positive_mae_ms,expected_mae_ms,expected_r2,hard_mae_ms,hard_r2
preroute_full,6000,0.17616666666666667,0.9970645491048281,0.9800700358993543,0.01696125781858622,0.8823038397328882,1.0,2.0884367267400625,5166.439416011711,936.743405722597,0.3874171094565104,931.3763056434548,0.38829456523439465
request_context,6000,0.17616666666666667,0.8943942017523898,0.6913364003579621,0.1366679186269021,0.4698600645855759,0.825922421948912,2.732720460053764,5729.120995075999,1252.6599862934534,0.2697181711809883,1261.2640145517146,0.2396537702040038
postroute_oracle,6000,0.17616666666666667,0.9980896697278014,0.9895713389125423,0.013131160467590799,,,0.4450343417457459,2465.761877545831,437.82055429745157,0.7903271930114444,434.55193333268545,0.7914850366511076
