gpu_id,instance_id,gpu_x_m,gpu_y_m,assigned_user_count,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,max_waiting_requests,max_running_requests,prompt_tokens_processed,output_tokens_generated
0,0,1666.667,2113.249,3,25,623.64854752,702.505541,1182.8345057999993,1260.96188672,29.33714838433136,587.88705984,0,25,141536,16310
1,1,5000.0,2113.249,2,30,604.1440034666666,521.267118,1356.1065128999996,1485.1811908500001,53.972787100000005,550.1712163666667,0,30,161536,18889
2,2,8333.333,2113.249,2,22,574.0440041363637,579.6657285,1139.7948536,1262.2011897399998,51.79487104545455,522.249133090909,0,22,124048,14466
3,3,0.0,5000.0,3,36,531.0355755277777,492.5923025,1329.599392,1499.6996864999996,72.5039118783366,446.6997420277778,0,36,167584,23390
4,4,3333.333,5000.0,2,48,676.422819125,560.189302,1602.19944975,2095.8996367300006,116.094065,560.328754125,0,48,250096,31450
5,5,6666.667,5000.0,4,27,458.8570966666667,447.562366,1203.9478962999997,1363.92549096,16.38645727341659,430.68157240740743,0,27,126560,18166
6,6,10000.0,5000.0,2,27,902.0958387407409,721.680525,2246.6245632999994,2459.45117322,250.62686603703705,651.4689727037038,0,27,151536,18635
7,7,1666.667,7886.751,2,29,608.3020396896552,544.434348,1235.244252,1310.2477611999998,46.30661789655172,561.9954217931034,0,29,169024,18457
8,8,5000.0,7886.751,2,30,547.8509676333334,586.420473,1217.3494061499991,1461.0984965400003,61.74332743333333,486.1076402,0,30,146560,19793
9,9,8333.333,7886.751,2,26,341.7144136538461,230.1681705,1154.7174685,1232.9481257500001,14.707209,327.00720465384614,0,26,87120,16197
