series,request_count,Router queue,Scheduler queue,KV transfer,Compute / prefill,RTT / other comm,Total
A: all,300,12615.266391193332,55.73375643000001,0.0,755.59443803,0.0,13426.594585653333
B: all,300,11924.574503689999,65.12486504666666,0.0,923.5974948733335,0.18098843333333334,12913.477852043334
B: redirected only,86,24656.395654406973,93.05422325581397,0.0,1369.3011487790698,0.631355,26119.382381441857
B: not redirected only,214,6808.048246859813,53.900917355140194,0.0,744.4829423691589,0.0,7606.432106584111
C: all,300,9852.901760186667,62.75633506066639,160.2273888693333,758.9643534033332,0.1915110166666807,10835.041348536666
C: redirected only,91,18874.106261395606,114.76606584835075,528.222161107692,792.5959663516483,0.6313550000004398,20310.3218097033
C: not redirected only,209,5925.008891239233,40.11094988516747,0.0,744.3209238421053,0.0,6709.440764966508
