arm,requests,mean_tpot_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,max_tpot_ms,redirects
1: no_redirect,300,46.15382125666666,35.323739,101.01727875000012,264.52848761999996,273.73589,0
2: redirect_no_kv,300,49.04539881333334,37.939755000000005,112.66160840000015,262.59874955000004,273.73589,66
3: redirect_kv_nopp,300,45.971419349999984,35.745022500000005,100.43953695000008,264.51916739999996,273.73589,101
4: redirect_kv_pp2,300,63.98865637000003,42.1039815,274.6927729,300.4440909,309.458858,0
