arm,ttft_ms,cdf
1: no_redirect,24.192561000,0.003333333
1: no_redirect,29.962346000,0.006666667
1: no_redirect,38.217067000,0.010000000
1: no_redirect,41.565215000,0.013333333
1: no_redirect,43.115126000,0.016666667
1: no_redirect,43.690754000,0.020000000
1: no_redirect,46.950136000,0.023333333
1: no_redirect,47.672846000,0.026666667
1: no_redirect,49.200901000,0.030000000
1: no_redirect,79.331425000,0.033333333
1: no_redirect,112.859154000,0.036666667
1: no_redirect,125.538469000,0.040000000
1: no_redirect,134.650057000,0.043333333
1: no_redirect,171.363191000,0.046666667
1: no_redirect,174.092770000,0.050000000
1: no_redirect,175.344338000,0.053333333
1: no_redirect,178.321976000,0.056666667
1: no_redirect,181.518749000,0.060000000
1: no_redirect,183.205102000,0.063333333
1: no_redirect,183.457345000,0.066666667
1: no_redirect,184.263233000,0.070000000
1: no_redirect,184.579151000,0.073333333
1: no_redirect,184.694905000,0.076666667
1: no_redirect,185.250786000,0.080000000
1: no_redirect,186.452291000,0.083333333
1: no_redirect,188.385053000,0.086666667
1: no_redirect,188.430343000,0.090000000
1: no_redirect,188.607366000,0.093333333
1: no_redirect,188.829488000,0.096666667
1: no_redirect,189.734180000,0.100000000
1: no_redirect,189.796197000,0.103333333
1: no_redirect,190.569942000,0.106666667
1: no_redirect,191.267156000,0.110000000
1: no_redirect,191.615993000,0.113333333
1: no_redirect,191.760706000,0.116666667
1: no_redirect,192.239227000,0.120000000
1: no_redirect,192.635144000,0.123333333
1: no_redirect,193.085065000,0.126666667
1: no_redirect,193.275706000,0.130000000
1: no_redirect,193.457427000,0.133333333
1: no_redirect,193.560964000,0.136666667
1: no_redirect,193.890417000,0.140000000
1: no_redirect,194.302683000,0.143333333
1: no_redirect,195.727637000,0.146666667
1: no_redirect,196.258568000,0.150000000
1: no_redirect,196.283460000,0.153333333
1: no_redirect,196.781866000,0.156666667
1: no_redirect,197.197683000,0.160000000
1: no_redirect,198.427866000,0.163333333
1: no_redirect,198.474771000,0.166666667
1: no_redirect,198.495569000,0.170000000
1: no_redirect,198.528425000,0.173333333
1: no_redirect,198.749253000,0.176666667
1: no_redirect,198.841370000,0.180000000
1: no_redirect,199.072208000,0.183333333
1: no_redirect,199.206019000,0.186666667
1: no_redirect,200.170825000,0.190000000
1: no_redirect,200.556631000,0.193333333
1: no_redirect,200.618517000,0.196666667
1: no_redirect,200.884841000,0.200000000
1: no_redirect,201.361892000,0.203333333
1: no_redirect,201.418818000,0.206666667
1: no_redirect,201.913044000,0.210000000
1: no_redirect,201.966765000,0.213333333
1: no_redirect,202.097151000,0.216666667
1: no_redirect,202.246703000,0.220000000
1: no_redirect,202.605267000,0.223333333
1: no_redirect,202.796021000,0.226666667
1: no_redirect,203.401999000,0.230000000
1: no_redirect,203.428653000,0.233333333
1: no_redirect,203.578274000,0.236666667
1: no_redirect,203.988809000,0.240000000
1: no_redirect,204.432112000,0.243333333
1: no_redirect,204.683649000,0.246666667
1: no_redirect,205.046306000,0.250000000
1: no_redirect,205.124260000,0.253333333
