arm,requests,mean_tpot_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,max_tpot_ms,redirects
1: no_redirect,300,44.78908051,35.126172499999996,81.61294235000014,262.65552632999993,273.73589,0
2: redirect_no_kv,300,47.85348167666667,37.8228235,96.74492380000012,255.81586830999993,273.73589,66
3: redirect_kv_nopp,300,46.07918708666666,35.6661445,106.10620670000003,262.6608364999999,279.192941,102
4: redirect_kv_pp2,300,64.0405729,41.920612000000006,271.37454215,301.77859234999994,312.217245,0
