arm,requests,mean_tpot_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,max_tpot_ms,redirects
1: no_redirect,300,47.6050330133333,35.650117,109.8942538500001,269.46114749000003,273.73589,0
2: redirect_no_kv,300,50.834170916666665,38.18227,115.33839540000025,268.96772159,273.73589,74
3: redirect_kv_nopp,300,46.82404530999996,35.360721,103.31838220000004,270.06235843999997,273.91283,104
4: redirect_kv_pp2,300,63.71583285333335,42.0254465,279.0147276,298.01527520999997,309.890026,0
