request id,output_toks,user_id,home_gpu,send_time_s,A_target_gpu,A_rerouted,A_e2e_ttft_ms,A_completion_ms,A_prefill_ms,A_queue_wait_ms,B_target_gpu,B_rerouted,B_e2e_ttft_ms,B_completion_ms,B_prefill_ms,B_queue_wait_ms,C_target_gpu,C_rerouted,C_e2e_ttft_ms,C_completion_ms,C_prefill_ms,C_queue_wait_ms,delta_B_minus_A_ttft_ms,delta_C_minus_A_ttft_ms,delta_C_minus_B_ttft_ms,delta_C_minus_B_completion_ms,redirect_group
29,604,4,2,5.487563261,2,0,383.632338,14533.433576,374.061587,9.570751,2,0,383.632338,14533.433576,374.061587,9.570751,2,0,383.632338,14533.433576,374.061587,9.570751,0.0,0.0,0.0,0.0,neither
30,582,1,0,5.832571981,0,0,383.978171,14270.827808,383.751537,0.226634,0,0,383.978171,14270.827808,383.751537,0.226634,0,0,383.978171,14270.827808,383.751537,0.226634,0.0,0.0,0.0,0.0,neither
31,770,8,4,6.906397602,4,0,388.553477,27481.014861,381.133745,7.419732,4,0,388.553477,27438.158702,381.133745,7.419732,4,0,388.553477,27438.158702,381.133745,7.419732,0.0,0.0,0.0,0.0,neither
32,743,19,9,7.204043077,9,0,390.040717,22416.168028,374.320723,15.719994,9,0,390.040717,22818.47967,374.320723,15.719994,9,0,390.040717,22476.600357,374.320723,15.719994,0.0,0.0,0.0,-341.8793130000013,neither
33,769,6,3,7.305752976,3,0,384.432804,21622.305541,381.365105,3.067699,3,0,384.432804,21622.305541,381.365105,3.067699,3,0,384.432804,21622.305541,381.365105,3.067699,0.0,0.0,0.0,0.0,neither
34,535,13,6,7.510735361,6,0,383.151232,13835.352484,377.635526,5.515706,6,0,383.151232,13835.352484,377.635526,5.515706,6,0,383.151232,13835.352484,377.635526,5.515706,0.0,0.0,0.0,0.0,neither
35,724,9,4,7.607695855,4,0,385.298278,25602.045933,383.708177,1.590101,4,0,385.298278,25559.571336,383.708177,1.590101,4,0,385.298278,25559.571336,383.708177,1.590101,0.0,0.0,0.0,0.0,neither
36,765,8,4,8.085249754,4,0,406.825938,27193.382725,388.308136,18.517802,4,0,406.825938,27150.210892,388.308136,18.517802,4,0,406.825938,27150.210892,388.308136,18.517802,0.0,0.0,0.0,0.0,neither
37,651,8,4,8.942478399,4,0,404.086683,22661.578113,392.171806,11.914877,4,0,404.086683,22619.502904,392.171806,11.914877,4,0,404.086683,22619.502904,392.171806,11.914877,0.0,0.0,0.0,0.0,neither
38,573,19,9,8.960250385,9,0,380.396095,17219.28763,377.662918,2.733177,9,0,380.396095,17619.397452,377.662918,2.733177,9,0,380.396095,17278.013941,377.662918,2.733177,0.0,0.0,0.0,-341.383511,neither
39,599,16,8,8.964216548,8,0,399.189,17527.657052,384.332881,14.856119,8,0,399.189,18354.541273,384.332881,14.856119,8,0,399.189,17703.264149,384.332881,14.856119,0.0,0.0,0.0,-651.2771240000002,neither
40,543,3,1,9.662621259,1,0,398.689596,16883.803459,388.87124,9.818356,1,0,398.689596,16883.803459,388.87124,9.818356,1,0,398.689596,16883.803459,388.87124,9.818356,0.0,0.0,0.0,0.0,neither
41,550,9,4,10.089617927,4,0,395.820184,18502.853305,395.538142,0.282042,4,0,395.820184,18461.962648,395.538142,0.282042,4,0,395.820184,18461.962648,395.538142,0.282042,0.0,0.0,0.0,0.0,neither
42,527,9,4,10.353395426,4,0,684.210575,17279.874843,552.16789,132.042685,4,0,684.210575,17239.309204,552.16789,132.042685,4,0,684.210575,17239.309204,552.16789,132.042685,0.0,0.0,0.0,0.0,neither
43,698,4,2,10.459699101,2,0,390.96135,19438.397637,377.83815,13.1232,2,0,390.96135,19438.397637,377.83815,13.1232,2,0,390.96135,19438.397637,377.83815,13.1232,0.0,0.0,0.0,0.0,neither
44,520,9,4,10.612441057,4,0,685.960887,16486.141745,556.315111,129.645776,4,0,685.960887,16445.755367,556.315111,129.645776,4,0,685.960887,16445.755367,556.315111,129.645776,0.0,0.0,0.0,0.0,neither
45,512,11,5,10.779966189,5,0,387.536921,11840.809171,378.13991,9.397011,5,0,387.536921,20023.269304,378.13991,9.397011,5,0,387.536921,17507.221689,378.13991,9.397011,0.0,0.0,0.0,-2516.0476149999995,neither
46,767,13,6,11.413448416,6,0,396.160076,21262.703265,381.540497,14.619579,6,0,396.160076,21262.703265,381.540497,14.619579,6,0,396.160076,21262.703265,381.540497,14.619579,0.0,0.0,0.0,0.0,neither
47,591,9,4,11.419236627,4,0,421.647103,19346.17198,407.207754,14.439349,4,0,421.647103,19304.378877,407.207754,14.439349,4,0,421.647103,19304.378877,407.207754,14.439349,0.0,0.0,0.0,0.0,neither
48,767,18,9,11.617541425,9,0,385.85055,24030.019059,381.418353,4.432197,9,0,385.85055,26509.491373,381.418353,4.432197,9,0,385.85055,25074.12571,381.418353,4.432197,0.0,0.0,0.0,-1435.3656630000005,neither
49,579,8,4,11.915743503,4,0,8633.154191,28641.313774,414.980808,8218.173383,5,1,741.238217,22661.345775,719.851535,20.767289,5,1,860.907091,20219.239597,535.683007,7.889523182248473,-7891.915974,-7772.2471,119.66887400000007,-2442.106178000002,both
50,768,1,0,12.035580983,0,0,400.620619,20655.57777,389.23572,11.384899,0,0,400.620619,22565.331002,389.23572,11.384899,0,0,400.620619,21136.490335,389.23572,11.384899,0.0,0.0,0.0,-1428.8406670000004,neither
51,769,8,4,12.145329053,4,0,9612.443718,35042.330993,412.83239,9199.611328,5,1,1263.034707,30017.720376,1007.417671,254.997643,5,1,912.851071,26184.832271,568.431881,27.084629182248474,-8349.409011,-8699.592647000001,-350.183636,-3832.888105000002,both
52,513,18,9,12.257409941,9,0,402.971066,16267.272917,383.958001,19.013065,9,0,402.971066,16668.651235,383.958001,19.013065,9,0,402.971066,16326.925552,383.958001,19.013065,0.0,0.0,0.0,-341.7256830000006,neither
53,577,4,2,12.320136169,2,0,387.062305,16428.703917,381.478865,5.58344,2,0,387.062305,16428.703917,381.478865,5.58344,2,0,387.062305,16428.703917,381.478865,5.58344,0.0,0.0,0.0,0.0,neither
54,767,17,8,12.342850771,8,0,401.259667,23482.58794,389.358728,11.900939,8,0,401.259667,24314.116899,389.358728,11.900939,8,0,401.259667,23663.235553,389.358728,11.900939,0.0,0.0,0.0,-650.8813460000019,neither
55,768,10,5,12.577241494,5,0,389.627621,21537.974566,381.746865,7.880756,5,0,1188.882574,29613.409743,640.505421,548.377153,5,0,857.571843,25780.578566,658.463318,199.108525,799.254953,467.94422199999997,-331.31073100000003,-3832.831177,neither
56,539,7,3,12.939958526,3,0,397.314037,16956.524374,384.577713,12.736324,3,0,397.314037,16956.524374,384.577713,12.736324,3,0,397.314037,16956.524374,384.577713,12.736324,0.0,0.0,0.0,0.0,neither
57,593,18,9,13.082937712,9,0,410.248259,19054.3214,388.608488,21.639771,9,0,410.248259,19454.137417,388.608488,21.639771,9,0,410.248259,19115.528827,388.608488,21.639771,0.0,0.0,0.0,-338.60859000000346,neither
58,518,12,6,13.239379203,6,0,384.735494,14777.642817,384.223185,0.512309,6,0,384.735494,14777.642817,384.223185,0.512309,6,0,384.735494,14777.642817,384.223185,0.512309,0.0,0.0,0.0,0.0,neither
59,523,2,1,13.355967312,1,0,557.359528,16355.858671,546.694921,10.664607,1,0,557.359528,16355.858671,546.694921,10.664607,1,0,557.359528,16355.858671,546.694921,10.664607,0.0,0.0,0.0,0.0,neither
60,574,2,1,13.592756255,1,0,578.049198,17753.301483,549.816073,28.233125,1,0,578.049198,17753.301483,549.816073,28.233125,1,0,578.049198,17753.301483,549.816073,28.233125,0.0,0.0,0.0,0.0,neither
61,730,7,3,14.067123119,3,0,396.300943,22604.443392,389.255048,7.045895,3,0,396.300943,22504.501535,389.255048,7.045895,3,0,396.300943,22504.501535,389.255048,7.045895,0.0,0.0,0.0,0.0,neither
62,611,19,9,14.086590116,9,0,401.739525,19286.57957,392.487486,9.252039,9,0,401.739525,20785.681817,392.487486,9.252039,9,0,401.739525,20115.088459,392.487486,9.252039,0.0,0.0,0.0,-670.5933580000019,neither
63,769,15,7,14.117795938,7,0,395.091428,24362.268556,384.774097,10.317331,7,0,395.091428,25431.436223,384.774097,10.317331,7,0,395.091428,24736.938478,384.774097,10.317331,0.0,0.0,0.0,-694.4977450000006,neither
64,667,9,4,14.379114406,4,0,13168.251904,35689.589263,421.177732,12747.074172,5,1,749.178079,24407.802626,735.38019,13.178496,5,1,867.190136,22411.625376,536.794025,13.061550182248473,-12419.073825000001,-12301.061768000001,118.01205700000003,-1996.1772500000006,both
65,666,1,0,14.481733965,0,0,401.155379,17910.679356,393.32131,7.834069,0,0,401.155379,19426.717899,393.32131,7.834069,0,0,401.155379,18376.624577,393.32131,7.834069,0.0,0.0,0.0,-1050.0933220000006,neither
66,598,12,6,14.522939934,6,0,402.960718,16474.244585,388.938088,14.02263,6,0,402.960718,16474.244585,388.938088,14.02263,6,0,402.960718,16474.244585,388.938088,14.02263,0.0,0.0,0.0,0.0,neither
67,713,8,4,14.592145872,4,0,13485.81751,37326.703741,417.149929,13068.667581,5,1,1279.628271,26286.688094,1004.803758,274.20512,5,1,938.114659,23898.000426,570.987823,49.792275182248474,-12206.189239000001,-12547.702851,-341.5136120000001,-2388.6876680000023,both
68,573,17,8,14.829350782,8,0,404.768287,17737.336402,389.333768,15.434519,8,0,404.768287,18566.728397,389.333768,15.434519,8,0,404.768287,17915.755657,389.333768,15.434519,0.0,0.0,0.0,-650.9727399999974,neither
69,742,7,3,14.858070286,3,0,394.538042,23293.72866,393.069726,1.468316,3,0,394.538042,23166.712124,393.069726,1.468316,3,0,394.538042,23191.982652,393.069726,1.468316,0.0,0.0,0.0,25.270527999997284,neither
70,776,9,4,14.870752147,4,0,14164.793744,40521.755892,415.574387,13749.219357,5,1,1776.561104,30752.993549,1039.656342,736.285369,5,1,1039.524028,26887.415941,663.971633,58.217834182248474,-12388.23264,-13125.269716,-737.0370759999998,-3865.5776079999996,both
71,693,4,2,15.028230426,2,0,398.166878,19798.878186,384.288465,13.878413,2,0,398.166878,19798.878186,384.288465,13.878413,2,0,398.166878,19798.878186,384.288465,13.878413,0.0,0.0,0.0,0.0,neither
72,546,19,9,15.476454133,9,0,399.61958,17345.607267,392.313982,7.305598,9,0,399.61958,18126.126812,392.313982,7.305598,9,0,399.61958,17787.184342,392.313982,7.305598,0.0,0.0,0.0,-338.94246999999814,neither
73,626,15,7,15.784570988,7,0,546.5781,19673.951608,542.804367,3.773733,7,0,546.5781,20699.789023,542.804367,3.773733,7,0,546.5781,20337.553924,542.804367,3.773733,0.0,0.0,0.0,-362.23509900000136,neither
74,597,15,7,15.999785323,7,0,587.350936,18308.26565,546.118776,41.23216,7,0,587.350936,18969.935599,546.118776,41.23216,7,0,587.350936,18608.236072,546.118776,41.23216,0.0,0.0,0.0,-361.69952700000067,neither
75,768,10,5,16.150107932,5,0,548.866313,22986.014853,532.909691,15.956622,5,0,1059.813771,28178.37758,854.236387,205.577384,5,0,572.052109,25745.352908,549.023558,23.028551,510.9474580000001,23.185795999999982,-487.7616620000001,-2433.0246719999996,neither
76,769,10,5,16.287871021,5,0,657.067657,23145.025337,532.334977,124.73268,5,0,1145.235706,28311.64753,524.253987,620.981719,5,0,692.548258,25660.099335,552.074552,140.473706,488.1680489999999,35.48060099999998,-452.6874479999999,-2651.5481949999994,neither
77,536,2,1,16.537053971,1,0,417.625311,16642.79471,396.493598,21.131713,1,0,417.625311,16642.79471,396.493598,21.131713,1,0,417.625311,16642.79471,396.493598,21.131713,0.0,0.0,0.0,0.0,neither
78,597,14,7,17.122714529,7,0,397.619797,18253.451754,393.030302,4.589495,7,0,397.619797,18917.567936,393.030302,4.589495,7,0,397.619797,18555.615133,393.030302,4.589495,0.0,0.0,0.0,-361.95280300000013,neither
79,745,4,2,17.348439619,2,0,406.526338,21258.915017,389.160136,17.366202,2,0,406.526338,21258.915017,389.160136,17.366202,2,0,406.526338,21258.915017,389.160136,17.366202,0.0,0.0,0.0,0.0,neither
80,530,2,1,17.411785117,1,0,399.338704,16131.101155,396.26067,3.078034,1,0,399.338704,16131.101155,396.26067,3.078034,1,0,399.338704,16131.101155,396.26067,3.078034,0.0,0.0,0.0,0.0,neither
81,734,16,8,17.602852473,8,0,393.53083,23698.564083,384.326257,9.204573,8,0,393.53083,25235.441635,384.326257,9.204573,8,0,393.53083,23947.999302,384.326257,9.204573,0.0,0.0,0.0,-1287.442332999999,neither
82,773,9,4,17.854090798,4,0,12683.396777,38947.19589,417.951635,12265.445142,5,1,762.350618,29210.278265,749.492483,12.238742,5,1,910.121326,26688.317896,565.591092,27.195673182248473,-11921.046159,-11773.275451,147.7707079999999,-2521.9603690000004,both
83,522,12,6,17.943869986,6,0,401.9512,14732.281695,393.202366,8.748834,6,0,401.9512,14732.281695,393.202366,8.748834,6,0,401.9512,14732.281695,393.202366,8.748834,0.0,0.0,0.0,0.0,neither
84,769,9,4,17.998524566,4,0,13207.508852,39357.312161,413.231355,12794.277497,5,1,1364.956656,29038.661633,1013.090145,351.247118,5,1,1028.600421,26462.179536,562.227493,149.03836718224846,-11842.552196,-12178.908431,-336.35623499999997,-2576.482097,both
85,587,19,9,18.01772175,9,0,417.236611,18138.619686,395.93155,21.305061,9,0,417.236611,21061.609042,395.93155,21.305061,9,0,417.236611,19586.702299,395.93155,21.305061,0.0,0.0,0.0,-1474.9067429999996,neither
86,773,14,7,18.539859613,7,0,403.639407,24496.753208,392.870398,10.769009,7,0,403.639407,25570.78372,392.870398,10.769009,7,0,403.639407,24875.006756,392.870398,10.769009,0.0,0.0,0.0,-695.7769640000006,neither
87,768,2,1,18.794966863,1,0,400.846894,23262.824615,396.106878,4.740016,1,0,400.846894,24352.965873,396.106878,4.740016,1,0,400.846894,23262.824615,396.106878,4.740016,0.0,0.0,0.0,-1090.1412579999997,neither
88,767,5,2,19.378580412,2,0,400.707151,21742.729526,393.184766,7.522385,2,0,400.707151,21742.729526,393.184766,7.522385,2,0,400.707151,21742.729526,393.184766,7.522385,0.0,0.0,0.0,0.0,neither
89,552,17,8,19.683556507,8,0,395.060474,18436.135457,384.078929,10.981545,8,0,395.060474,19591.485161,384.078929,10.981545,8,0,395.060474,18635.866777,384.078929,10.981545,0.0,0.0,0.0,-955.6183840000012,neither
90,634,9,4,20.094252099,4,0,11951.185191,32469.824366,414.050106,11537.135085,4,0,454.645595,21985.633501,414.980808,39.664787,4,0,454.645595,21985.633501,414.980808,39.664787,-11496.539596,-11496.539596,0.0,0.0,neither
91,571,2,1,20.232346297,1,0,406.935558,17690.285588,398.294482,8.641076,1,0,406.935558,18555.570366,398.294482,8.641076,1,0,406.935558,17690.285588,398.294482,8.641076,0.0,0.0,0.0,-865.2847780000011,neither
92,519,6,3,20.340437171,3,0,403.053966,17517.665907,384.282257,18.771709,3,0,403.053966,17416.344623,384.282257,18.771709,3,0,403.053966,17416.344623,384.282257,18.771709,0.0,0.0,0.0,0.0,neither
93,767,12,6,20.740570091,6,0,412.127602,23875.693138,393.198174,18.929428,6,0,412.127602,23875.693138,393.198174,18.929428,6,0,412.127602,23875.693138,393.198174,18.929428,0.0,0.0,0.0,0.0,neither
94,580,19,9,20.787295248,9,0,407.609978,17865.29216,399.179387,8.430591,9,0,407.609978,21514.543949,399.179387,8.430591,9,0,407.609978,20100.769855,399.179387,8.430591,0.0,0.0,0.0,-1413.7740940000003,neither
95,599,3,1,20.806409509,1,0,566.052763,18039.208005,559.461851,6.590912,1,0,566.052763,19326.051113,559.461851,6.590912,1,0,566.052763,18039.208005,559.461851,6.590912,0.0,0.0,0.0,-1286.843108000001,neither
96,769,2,1,20.992210889,1,0,643.585573,22783.113214,565.448471,78.137102,1,0,643.585573,24701.979536,565.448471,78.137102,1,0,643.585573,22783.113214,565.448471,78.137102,0.0,0.0,0.0,-1918.866321999998,neither
97,768,6,3,21.16702223,3,0,410.758351,25823.433019,388.924488,21.833863,3,0,410.758351,26060.660134,388.924488,21.833863,3,0,410.758351,25716.459282,388.924488,21.833863,0.0,0.0,0.0,-344.20085200000176,neither
98,770,1,0,21.413739393,0,0,379.666839,23453.899703,377.909062,1.757777,0,0,379.666839,25142.766094,377.909062,1.757777,0,0,379.666839,24117.148019,377.909062,1.757777,0.0,0.0,0.0,-1025.6180749999985,neither
99,526,5,2,21.544090325,2,0,409.576408,15514.462712,388.841736,20.734672,2,0,409.576408,15514.462712,388.841736,20.734672,2,0,409.576408,15514.462712,388.841736,20.734672,0.0,0.0,0.0,0.0,neither
100,655,14,7,21.564257063,7,0,399.059919,21000.017889,392.857854,6.202065,7,0,399.059919,22074.635331,392.857854,6.202065,7,0,399.059919,21379.084442,392.857854,6.202065,0.0,0.0,0.0,-695.5508890000019,neither
101,658,5,2,21.936869752,2,0,409.402163,18602.699212,392.605182,16.796981,2,0,409.402163,18602.699212,392.605182,16.796981,2,0,409.402163,18602.699212,392.605182,16.796981,0.0,0.0,0.0,0.0,neither
102,722,14,7,22.001353831,7,0,406.243647,23650.545268,396.066782,10.176865,7,0,406.243647,25716.739791,396.066782,10.176865,7,0,406.243647,24021.815428,396.066782,10.176865,0.0,0.0,0.0,-1694.9243629999983,neither
103,534,7,3,22.188652997,3,0,409.317378,18257.366442,392.79075,16.526628,3,0,409.317378,18490.833634,392.79075,16.526628,3,0,409.317378,18146.978086,392.79075,16.526628,0.0,0.0,0.0,-343.85554799999954,neither
104,621,17,8,22.212284845,8,0,391.839472,21667.602246,388.985704,2.853768,8,0,391.839472,24582.079322,388.985704,2.853768,8,0,391.839472,22631.831634,388.985704,2.853768,0.0,0.0,0.0,-1950.247688000003,neither
105,706,13,6,22.297344257,6,0,396.567182,21676.089653,393.062558,3.504624,6,0,396.567182,21676.089653,393.062558,3.504624,6,0,396.567182,21676.089653,393.062558,3.504624,0.0,0.0,0.0,0.0,neither
106,766,5,2,22.342555251,2,0,399.528502,20926.487248,395.811838,3.716664,2,0,399.528502,20926.487248,395.811838,3.716664,2,0,399.528502,20926.487248,395.811838,3.716664,0.0,0.0,0.0,0.0,neither
107,635,0,0,22.43751144,0,0,384.014201,18900.512599,381.443121,2.57108,0,0,384.014201,20871.794544,381.443121,2.57108,0,0,384.014201,19847.277752,381.443121,2.57108,0.0,0.0,0.0,-1024.5167919999985,neither
108,784,9,4,22.474770158,4,0,12351.298305,38571.540395,411.410736,11939.887569,4,0,438.486861,27024.108971,416.508638,21.978223,4,0,438.486861,27026.286061,416.508638,21.978223,-11912.811444,-11912.811444,0.0,2.1770899999974063,neither
109,584,16,8,22.513850473,8,0,483.017458,20030.134821,392.743614,90.273844,8,0,615.274141,21926.751814,525.000297,90.273844,8,0,483.017458,20638.750196,392.743614,90.273844,132.256683,0.0,-132.256683,-1288.0016179999984,neither
110,772,11,5,22.650938762,5,0,545.926081,24795.755919,535.608127,10.317954,9,1,753.736103,28536.794826,743.893784,9.222926,9,1,728.606772,27078.277768,404.215901,7.056310182248473,207.810022,182.68069100000002,-25.12933099999998,-1458.5170580000013,both
111,679,10,5,22.780468888,5,0,665.30854,21698.340501,535.794008,129.514532,8,1,1156.838946,26478.282344,1078.764233,77.45532,8,1,1028.607546,24193.403265,555.160314,156.11267118224848,491.5304060000001,363.29900599999996,-128.23140000000012,-2284.8790789999985,both
112,779,17,8,22.9473098,8,0,450.114592,26169.203775,400.556461,49.558131,8,0,1258.418808,29534.248596,571.519536,686.899272,8,0,600.363587,27180.802389,550.805456,49.558131,808.3042159999999,150.24899500000004,-658.0552209999998,-2353.446207000001,neither
113,513,4,2,22.977929879,2,0,410.666993,14153.529793,398.669179,11.997814,2,0,410.666993,14153.529793,398.669179,11.997814,2,0,410.666993,14153.529793,398.669179,11.997814,0.0,0.0,0.0,0.0,neither
114,769,12,6,23.25975539,6,0,410.368711,23961.874226,396.359198,14.009513,6,0,410.368711,23961.874226,396.359198,14.009513,6,0,410.368711,23932.411125,396.359198,14.009513,0.0,0.0,0.0,-29.46310100000119,neither
115,574,10,5,23.271027165,5,0,563.421087,18530.464794,388.670824,174.750263,8,1,1730.801317,20728.337818,1064.520648,665.661276,8,1,1363.815164,19411.909577,565.871599,480.6090041822485,1167.3802299999998,800.394077,-366.98615299999983,-1316.4282410000014,both
116,589,16,8,23.551683481,8,0,423.069399,19807.314922,403.64669,19.422709,8,0,1818.767081,21975.625684,668.364895,1150.402186,8,0,819.451356,20238.664726,562.358978,257.092378,1395.697682,396.38195700000006,-999.3157249999999,-1736.9609579999997,neither
117,623,9,4,23.554768121,4,0,10095.436004,30310.871618,413.154673,9682.281331,4,0,3952.050214,25213.043855,421.022759,3531.027455,4,0,3952.050214,25215.170641,421.022759,3531.027455,-6143.385789999999,-6143.385789999999,0.0,2.1267860000007204,neither
118,767,13,6,23.803741405,6,0,407.518221,23945.231917,395.90595,11.612271,6,0,407.518221,23945.231917,395.90595,11.612271,6,0,407.518221,23915.471254,395.90595,11.612271,0.0,0.0,0.0,-29.760663000000932,neither
