request id,output_toks,user_id,home_gpu,send_time_s,A_target_gpu,A_rerouted,A_e2e_ttft_ms,A_completion_ms,A_prefill_ms,A_queue_wait_ms,B_target_gpu,B_rerouted,B_e2e_ttft_ms,B_completion_ms,B_prefill_ms,B_queue_wait_ms,C_target_gpu,C_rerouted,C_e2e_ttft_ms,C_completion_ms,C_prefill_ms,C_queue_wait_ms,delta_B_minus_A_ttft_ms,delta_C_minus_A_ttft_ms,delta_C_minus_B_ttft_ms,delta_C_minus_B_completion_ms,redirect_group
44,520,9,4,15.918661586,4,0,421.684525,16563.341224,403.427101,18.257424,4,0,421.684525,16064.743782,403.427101,18.257424,4,0,421.684525,16064.743782,403.427101,18.257424,0.0,0.0,0.0,0.0,neither
45,512,11,5,16.169949284,5,0,361.621168,11138.711018,361.609295,0.011873,5,0,361.621168,17056.961152,361.609295,0.011873,5,0,361.621168,14811.641975,361.609295,0.011873,0.0,0.0,0.0,-2245.3191769999994,neither
46,767,13,6,17.120172624,6,0,388.077419,18841.481282,381.935377,6.142042,6,0,388.077419,18841.481282,381.935377,6.142042,6,0,388.077419,18841.481282,381.935377,6.142042,0.0,0.0,0.0,0.0,neither
47,591,9,4,17.12885494,4,0,434.302445,20439.060067,407.773322,26.529123,4,0,434.302445,17724.358604,407.773322,26.529123,4,0,434.302445,17724.358604,407.773322,26.529123,0.0,0.0,0.0,0.0,neither
48,767,18,9,17.426312138,9,0,391.532439,21398.304638,377.754246,13.778193,9,0,391.532439,21398.304638,377.754246,13.778193,9,0,391.532439,21398.304638,377.754246,13.778193,0.0,0.0,0.0,0.0,neither
49,579,8,4,17.873615254,4,0,2190.406403,22206.717572,409.900219,1780.506184,5,1,722.824224,20182.01494,707.452623,14.752208,5,1,702.688432,18230.395063,374.046899,11.306972182248472,-1467.582179,-1487.717971,-20.135791999999924,-1951.619877000001,both
50,768,1,0,18.053371474,0,0,383.869881,16424.683196,382.149233,1.720648,0,0,383.869881,16424.683196,382.149233,1.720648,0,0,383.869881,16424.683196,382.149233,1.720648,0.0,0.0,0.0,0.0,neither
51,769,8,4,18.21799358,4,0,4321.829836,29736.273947,411.087164,3910.742672,5,1,1121.509904,25650.871421,995.287505,125.603006,5,1,735.700064,23588.589458,377.389958,40.975545182248474,-3200.319932,-3586.129772,-385.80984,-2062.2819630000013,both
52,513,18,9,18.386114912,9,0,398.388736,14156.456617,381.297169,17.091567,9,0,398.388736,14156.456617,381.297169,17.091567,9,0,398.388736,14156.456617,381.297169,17.091567,0.0,0.0,0.0,0.0,neither
53,577,4,2,18.480204254,2,0,387.310035,13340.26319,381.846385,5.46365,2,0,387.310035,13340.26319,381.846385,5.46365,2,0,387.310035,13340.26319,381.846385,5.46365,0.0,0.0,0.0,0.0,neither
54,767,17,8,18.514276156,8,0,388.897548,18592.524289,374.309971,14.587577,8,0,388.897548,20902.577866,374.309971,14.587577,8,0,388.897548,20231.691576,374.309971,14.587577,0.0,0.0,0.0,-670.8862899999986,neither
55,768,10,5,18.865862241,5,0,389.077808,17646.044987,374.118291,14.959517,5,0,823.661677,25030.580632,631.511521,192.150156,5,0,468.424541,22968.237197,380.893713,87.530828,434.58386900000005,79.34673299999997,-355.2371360000001,-2062.3434350000025,neither
56,539,7,3,19.409937789,3,0,375.576313,12795.012564,374.575763,1.00055,3,0,375.576313,12795.012564,374.575763,1.00055,3,0,375.576313,12795.012564,374.575763,1.00055,0.0,0.0,0.0,0.0,neither
57,593,18,9,19.624406568,9,0,404.584148,15791.720325,383.928465,20.655683,9,0,404.584148,15791.720325,383.928465,20.655683,9,0,404.584148,15791.720325,383.928465,20.655683,0.0,0.0,0.0,0.0,neither
58,518,12,6,19.859068804,6,0,393.73442,12277.823438,381.729361,12.005059,6,0,393.73442,12277.823438,381.729361,12.005059,6,0,393.73442,12277.823438,381.729361,12.005059,0.0,0.0,0.0,0.0,neither
59,523,2,1,20.033950968,1,0,395.924285,14466.858447,377.995654,17.928631,1,0,395.924285,14466.858447,377.995654,17.928631,1,0,395.924285,14466.858447,377.995654,17.928631,0.0,0.0,0.0,0.0,neither
60,574,2,1,20.389134382,1,0,422.189496,15390.740849,381.448625,40.740871,1,0,422.189496,15390.740849,381.448625,40.740871,1,0,422.189496,15390.740849,381.448625,40.740871,0.0,0.0,0.0,0.0,neither
61,730,7,3,21.100684678,3,0,394.8812,18442.236294,377.792006,17.089194,3,0,394.8812,18442.236294,377.792006,17.089194,3,0,394.8812,18442.236294,377.792006,17.089194,0.0,0.0,0.0,0.0,neither
62,611,19,9,21.129885174,9,0,398.514756,16987.935464,388.683688,9.831068,9,0,398.514756,16987.935464,388.683688,9.831068,9,0,398.514756,16987.935464,388.683688,9.831068,0.0,0.0,0.0,0.0,neither
63,769,15,7,21.176693907,7,0,361.612617,19603.326726,361.609295,0.003322,7,0,361.612617,20333.248763,361.609295,0.003322,7,0,361.612617,20004.62096,361.609295,0.003322,0.0,0.0,0.0,-328.6278029999994,neither
64,667,9,4,21.568671609,4,0,9451.617229,31971.402762,417.546017,9034.071212,4,0,434.907942,19613.156703,413.197041,21.710901,4,0,434.907942,19613.156703,413.197041,21.710901,-9016.709287,-9016.709287,0.0,0.0,neither
65,666,1,0,21.722600948,0,0,396.336858,13948.34742,377.96487,18.371988,0,0,396.336858,13948.34742,377.96487,18.371988,0,0,396.336858,13948.34742,377.96487,18.371988,0.0,0.0,0.0,0.0,neither
66,598,12,6,21.784409901,6,0,390.734503,14801.382367,384.408177,6.326326,6,0,390.734503,14801.382367,384.408177,6.326326,6,0,390.734503,14801.382367,384.408177,6.326326,0.0,0.0,0.0,0.0,neither
67,713,8,4,21.888218808,4,0,11038.971411,34883.248341,417.597569,10621.373842,5,1,730.886401,23433.915973,709.883118,20.38389,5,1,721.04786,22186.457121,383.851697,19.861602182248472,-10308.08501,-10317.923551,-9.838540999999964,-1247.4588519999998,both
68,573,17,8,22.244026173,8,0,385.449665,14476.941168,377.844486,7.605179,8,0,385.449665,16370.889045,377.844486,7.605179,8,0,385.449665,15710.508233,377.844486,7.605179,0.0,0.0,0.0,-660.3808119999994,neither
69,742,7,3,22.287105429,3,0,397.483682,18558.863293,381.360529,16.123153,3,0,397.483682,18558.863293,381.360529,16.123153,3,0,397.483682,18558.863293,381.360529,16.123153,0.0,0.0,0.0,0.0,neither
70,776,9,4,22.30612822,4,0,11122.199159,37836.311254,416.375934,10705.823225,4,0,437.132927,23810.617831,411.550671,25.582256,4,0,437.132927,23810.617831,411.550671,25.582256,-10685.066232,-10685.066232,0.0,0.0,neither
71,693,4,2,22.542345639,2,0,380.370647,17748.688864,377.747078,2.623569,2,0,380.370647,17748.688864,377.747078,2.623569,2,0,380.370647,17748.688864,377.747078,2.623569,0.0,0.0,0.0,0.0,neither
72,546,19,9,23.2146812,9,0,401.04338,15144.717352,392.742942,8.300438,9,0,401.04338,15144.717352,392.742942,8.300438,9,0,401.04338,15144.717352,392.742942,8.300438,0.0,0.0,0.0,0.0,neither
73,626,15,7,23.676856482,7,0,375.899471,16682.421567,374.096403,1.803068,7,0,375.899471,17397.186602,374.096403,1.803068,7,0,375.899471,17068.592271,374.096403,1.803068,0.0,0.0,0.0,-328.59433100000024,neither
74,597,15,7,23.999677984,7,0,430.492631,15704.236382,377.414662,53.077969,7,0,430.492631,16399.494718,377.414662,53.077969,7,0,430.492631,16070.928291,377.414662,53.077969,0.0,0.0,0.0,-328.56642700000157,neither
75,768,10,5,24.225161898,5,0,546.593948,20326.247653,533.100507,13.493441,5,0,555.26889,26777.059694,542.017871,13.251019,5,0,546.913741,23978.847922,542.100175,4.813566,8.674942000000101,0.3197930000000042,-8.355149000000097,-2798.2117719999987,neither
76,769,10,5,24.431806532,5,0,586.023539,20169.496767,532.493217,53.530322,5,0,604.142499,26839.131728,545.379608,58.762891,5,0,595.835702,23824.94266,545.456248,50.379454,18.118960000000015,9.812162999999941,-8.306797000000074,-3014.1890679999997,neither
77,536,2,1,24.805580956,1,0,389.185045,14563.062728,384.485265,4.69978,1,0,389.185045,14563.062728,384.485265,4.69978,1,0,389.185045,14563.062728,384.485265,4.69978,0.0,0.0,0.0,0.0,neither
78,597,14,7,25.684071794,7,0,395.929808,15542.625187,381.073425,14.856383,7,0,395.929808,16653.952231,381.073425,14.856383,7,0,395.929808,15963.138174,381.073425,14.856383,0.0,0.0,0.0,-690.8140569999996,neither
79,745,4,2,26.022659428,2,0,393.776679,19497.185201,381.590865,12.185814,2,0,393.776679,19497.185201,381.590865,12.185814,2,0,393.776679,19497.185201,381.590865,12.185814,0.0,0.0,0.0,0.0,neither
80,530,2,1,26.117677676,1,0,403.435115,14100.446634,389.199336,14.235779,1,0,403.435115,14100.446634,389.199336,14.235779,1,0,403.435115,14100.446634,389.199336,14.235779,0.0,0.0,0.0,0.0,neither
81,734,16,8,26.40427871,8,0,392.958777,20363.379606,377.807398,15.151379,8,0,392.958777,23143.936765,377.807398,15.151379,8,0,392.958777,22150.636402,377.807398,15.151379,0.0,0.0,0.0,-993.3003629999985,neither
82,773,9,4,26.781136197,4,0,7607.491338,34230.843642,418.629282,7188.862056,5,1,749.483804,28587.39926,739.864186,9.000225,5,1,889.682009,25390.947032,549.729222,22.618226182248474,-6858.007534,-6717.809329,140.19820500000003,-3196.4522279999983,both
83,522,12,6,26.915804979,6,0,397.910635,13117.375114,381.586353,16.324282,6,0,397.910635,13117.375114,381.586353,16.324282,6,0,397.910635,13117.375114,381.586353,16.324282,0.0,0.0,0.0,0.0,neither
84,769,9,4,26.997786849,4,0,9006.090816,35507.102929,417.648829,8588.441987,5,1,1259.579564,28343.389008,989.573662,269.386509,5,1,931.687715,25092.371564,552.746936,61.606218182248476,-7746.511252,-8074.403101,-327.89184899999987,-3251.0174439999973,both
85,587,19,9,27.026582625,9,0,413.969567,16389.902835,396.555038,17.414529,9,0,413.969567,17162.413176,396.555038,17.414529,9,0,413.969567,16829.153476,396.555038,17.414529,0.0,0.0,0.0,-333.2596999999987,neither
86,773,14,7,27.80978942,7,0,394.0516,20011.985454,383.851185,10.200415,7,0,394.0516,21803.60175,383.851185,10.200415,7,0,394.0516,21115.480023,383.851185,10.200415,0.0,0.0,0.0,-688.1217270000016,neither
87,768,2,1,28.192450294,1,0,387.322578,18956.994979,383.968945,3.353633,1,0,387.322578,18956.994979,383.968945,3.353633,1,0,387.322578,18956.994979,383.968945,3.353633,0.0,0.0,0.0,0.0,neither
88,767,5,2,29.067870618,2,0,386.139132,19765.021287,384.431601,1.707531,2,0,386.139132,19765.021287,384.431601,1.707531,2,0,386.139132,19765.021287,384.431601,1.707531,0.0,0.0,0.0,0.0,neither
89,552,17,8,29.52533476,8,0,382.458978,16116.321367,381.600049,0.858929,8,0,382.458978,18785.808027,381.600049,0.858929,8,0,382.458978,17793.044624,381.600049,0.858929,0.0,0.0,0.0,-992.7634030000008,neither
90,634,9,4,30.141378148,4,0,6644.91108,27161.730001,413.073983,6231.837097,5,1,766.806178,22842.736116,747.552291,18.634494,5,1,731.359017,20603.429931,409.966307,4.058149182248473,-5878.104902,-5913.552063,-35.44716100000005,-2239.3061850000013,both
91,571,2,1,30.348519446,1,0,405.011921,14118.020107,395.324207,9.687714,1,0,405.011921,14118.020107,395.324207,9.687714,1,0,405.011921,14118.020107,395.324207,9.687714,0.0,0.0,0.0,0.0,neither
92,519,6,3,30.510655756,3,0,400.012595,15199.985062,381.848977,18.163618,3,0,400.012595,15199.985062,381.848977,18.163618,3,0,400.012595,15199.985062,381.848977,18.163618,0.0,0.0,0.0,0.0,neither
93,767,12,6,31.110855136,6,0,400.83987,19132.940156,384.579249,16.260621,6,0,400.83987,19132.940156,384.579249,16.260621,6,0,400.83987,19132.940156,384.579249,16.260621,0.0,0.0,0.0,0.0,neither
94,580,19,9,31.180942872,9,0,393.696425,15750.946941,393.224702,0.471723,9,0,393.696425,16653.500416,393.224702,0.471723,9,0,393.696425,16319.961644,393.224702,0.471723,0.0,0.0,0.0,-333.53877199999806,neither
95,599,3,1,31.209614264,1,0,408.500593,14274.325845,400.260722,8.239871,1,0,408.500593,14274.325845,400.260722,8.239871,1,0,408.500593,14274.325845,400.260722,8.239871,0.0,0.0,0.0,0.0,neither
96,769,2,1,31.488316334,1,0,528.485841,18123.498475,398.687318,129.798523,1,0,528.485841,18123.498475,398.687318,129.798523,1,0,528.485841,18123.498475,398.687318,129.798523,0.0,0.0,0.0,0.0,neither
97,768,6,3,31.750533345,3,0,387.548583,22816.099016,384.419921,3.128662,3,0,387.548583,22816.099016,384.419921,3.128662,3,0,387.548583,22816.099016,384.419921,3.128662,0.0,0.0,0.0,0.0,neither
98,770,1,0,32.12060909,0,0,397.369353,19746.131663,378.379558,18.989795,0,0,397.369353,19746.131663,378.379558,18.989795,0,0,397.369353,19746.131663,378.379558,18.989795,0.0,0.0,0.0,0.0,neither
99,526,5,2,32.316135488,2,0,391.167227,14186.153613,381.471409,9.695818,2,0,391.167227,14186.153613,381.471409,9.695818,2,0,391.167227,14186.153613,381.471409,9.695818,0.0,0.0,0.0,0.0,neither
100,655,14,7,32.346385594,7,0,406.072411,17063.366997,389.07508,16.997331,7,0,406.072411,19801.007772,389.07508,16.997331,7,0,406.072411,19052.406753,389.07508,16.997331,0.0,0.0,0.0,-748.6010190000015,neither
101,658,5,2,32.905304628,2,0,396.084438,16658.489957,383.995697,12.088741,2,0,396.084438,16658.489957,383.995697,12.088741,2,0,396.084438,16658.489957,383.995697,12.088741,0.0,0.0,0.0,0.0,neither
102,722,14,7,33.002030746,7,0,399.199069,18888.046782,392.874078,6.324991,7,0,399.199069,21140.785308,392.874078,6.324991,7,0,399.199069,20390.847169,392.874078,6.324991,0.0,0.0,0.0,-749.938138999998,neither
103,534,7,3,33.282979496,3,0,400.040246,15267.462718,384.207313,15.832933,3,0,400.040246,15267.462718,384.207313,15.832933,3,0,400.040246,15267.462718,384.207313,15.832933,0.0,0.0,0.0,0.0,neither
104,621,17,8,33.318427268,8,0,386.845917,18471.265304,384.539825,2.306092,8,0,386.845917,22360.196127,384.539825,2.306092,8,0,386.845917,20153.834658,384.539825,2.306092,0.0,0.0,0.0,-2206.3614689999995,neither
105,706,13,6,33.446016386,6,0,403.83275,17899.502865,384.506257,19.326493,6,0,403.83275,17899.502865,384.506257,19.326493,6,0,403.83275,17899.502865,384.506257,19.326493,0.0,0.0,0.0,0.0,neither
106,766,5,2,33.513832876,2,0,398.300516,18341.547797,388.609352,9.691164,2,0,398.300516,18341.547797,388.609352,9.691164,2,0,398.300516,18341.547797,388.609352,9.691164,0.0,0.0,0.0,0.0,neither
107,635,0,0,33.65626716,0,0,400.021658,15678.63976,381.937553,18.084105,0,0,400.021658,15678.63976,381.937553,18.084105,0,0,400.021658,15678.63976,381.937553,18.084105,0.0,0.0,0.0,0.0,neither
108,784,9,4,33.712155237,4,0,3770.755491,30339.187573,413.463879,3357.291612,4,0,408.933308,24756.88555,402.835501,6.097807,4,0,408.933308,24756.88555,402.835501,6.097807,-3361.8221829999998,-3361.8221829999998,0.0,0.0,neither
109,584,16,8,33.77077571,8,0,390.552244,17240.330718,389.120456,1.431788,8,0,390.552244,20719.446295,389.120456,1.431788,8,0,390.552244,18901.312607,389.120456,1.431788,0.0,0.0,0.0,-1818.1336880000017,neither
110,772,11,5,33.976408143,5,0,552.309018,21642.372712,535.984095,16.324923,5,0,417.019552,28089.241836,407.151645,9.867907,5,0,427.135317,25228.357345,410.686135,16.449182,-135.28946600000006,-125.17370100000005,10.11576500000001,-2860.8844910000007,neither
111,679,10,5,34.170703332,5,0,607.14859,19343.488629,536.121208,71.027382,8,1,777.727891,23190.875914,763.537882,13.570616,8,1,1086.352747,21500.369202,557.7699,211.24828618224848,170.579301,479.2041569999999,308.6248559999999,-1690.5067119999985,both
112,779,17,8,34.4209647,8,0,419.142664,21736.312253,399.547682,19.594982,8,0,917.140198,26150.865102,676.463774,240.676424,8,0,570.671742,23577.538974,551.07676,19.594982,497.99753400000003,151.52907799999997,-346.46845600000006,-2573.3261280000006,neither
113,513,4,2,34.466894818,2,0,394.004524,12864.120538,392.48051,1.524014,2,0,394.004524,12864.120538,392.48051,1.524014,2,0,394.004524,12864.120538,392.48051,1.524014,0.0,0.0,0.0,0.0,neither
114,769,12,6,34.889633085,6,0,398.4298,19470.920381,389.235048,9.194752,6,0,398.4298,19470.920381,389.235048,9.194752,6,0,398.4298,19470.920381,389.235048,9.194752,0.0,0.0,0.0,0.0,neither
115,574,10,5,34.906540748,5,0,394.267584,16247.110996,389.110184,5.1574,5,0,419.512253,20906.683963,413.525482,5.986771,5,0,429.793746,18780.251628,412.677706,17.11604,25.244668999999988,35.526162,10.281493000000012,-2126.4323349999977,neither
116,589,16,8,35.327525222,8,0,422.964129,16696.41803,403.675542,19.288587,8,0,415.087271,19506.542589,404.507595,10.579676,8,0,408.569739,17973.938897,404.804451,3.765288,-7.876858000000027,-14.394389999999987,-6.51753199999996,-1532.6036920000006,neither
117,623,9,4,35.332152182,4,0,2673.405063,22888.340302,410.408302,2262.996761,4,0,398.467034,19599.363075,391.762483,6.704551,4,0,398.467034,19599.363075,391.762483,6.704551,-2274.938029,-2274.938029,0.0,0.0,neither
118,767,13,6,35.705612108,6,0,392.695428,19073.420518,390.942483,1.752945,6,0,392.695428,19073.420518,390.942483,1.752945,6,0,392.695428,19073.420518,390.942483,1.752945,0.0,0.0,0.0,0.0,neither
119,531,6,3,35.876990397,3,0,400.865714,15900.582231,389.11988,11.745834,3,0,400.865714,15900.582231,389.11988,11.745834,3,0,400.865714,15900.582231,389.11988,11.745834,0.0,0.0,0.0,0.0,neither
120,584,18,9,35.989578668,9,0,398.212823,15305.323378,389.545928,8.666895,9,0,398.212823,16402.871581,389.545928,8.666895,9,0,398.212823,16068.927559,389.545928,8.666895,0.0,0.0,0.0,-333.9440219999997,neither
