target,n,mae_ms,median_ae_ms,r2,event_rate,event_auc
compute_ms,3600,76.0255881189357,65.51447735332476,0.820788572853302,,
kv_transfer_ms,3600,3.410050898353489,2.1168539256599672e-05,-0.00812097451717686,,
router_queue_ms,3600,1326.2043590133756,0.0,-1.582219220359884,0.10527777777777778,1.0
scheduler_queue_ms,3600,40.608378324494296,12.840542303332269,0.6366060764484149,,
component_sum_ms,3600,1410.9829920115562,84.85469594922534,-1.513997536539259,,
e2e_ttft_ms,3600,1411.0236218076673,84.85469594922534,-1.513897093188612,,
