scenario,policy,policy_label,request_id,input_tokens,output_tokens,realized_reuse_tokens,effective_uncached_tokens,request_rate_rps,home_arrivals_1s,home_arrivals_5s,rerouted,initial_capacity_pressure,initial_slot_pressure,initial_waiting_reqs,initial_running_reqs,initial_admissible,initial_admissible_candidate_count,initial_total_waiting_reqs,initial_total_running_reqs,initial_max_running_reqs,initial_min_capacity_pressure,initial_max_capacity_pressure,initial_target_capacity_pressure,initial_target_slot_pressure,initial_target_waiting_reqs,initial_target_running_reqs,initial_target_admissible,scheduler_waiting_reqs_at_admission,scheduler_running_reqs_at_admission,scheduler_running_decode_reqs_at_admission,scheduler_inflight_prefill_tokens_at_admission,scheduler_inflight_decode_tokens_at_admission,scheduler_available_token_budget_at_admission,scheduler_prefill_tokens_ahead_at_admission,kv_moved,kv_migration_bytes,kv_bandwidth_gbps,kv_distance_m,router_queue_ms,scheduler_queue_ms,kv_transfer_ms,compute_ms,e2e_ttft_ms,other_communication_ms
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,13,4000.0,598.0,0.0,4000.0,2.5073430794920317,0,0,0,0.0622064351193665,0.0078125,0.0,0.0,1,10.0,0.0,13.0,3.0,0.0622064351193665,0.2499057133093995,0.1861873162253262,0.0234375,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,2048.0,0.0,0,0.0,0.0,0.0,0.0,0.002391,0.0,439.218678,439.221069,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,32,4000.0,577.0,0.0,4000.0,2.5073430794920317,0,0,0,0.1241968756723463,0.015625,0.0,1.0,1,10.0,0.0,27.0,6.0,0.0619904405529798,0.4462447741549001,0.2518496644068798,0.03125,0.0,3.0,1,0.0,1.0,1.0,0.0,1.0,2047.0,0.0,0,0.0,0.0,0.0,0.0,5.323026,0.0,446.055391,451.378417,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,42,4000.0,606.0,0.0,4000.0,2.5073430794920317,0,1,0,0.1241968756723463,0.015625,0.0,1.0,1,10.0,0.0,28.0,8.0,0.1237648865395729,0.5719536117919534,0.2496897187430128,0.03125,0.0,3.0,1,0.0,1.0,1.0,0.0,1.0,2047.0,0.0,0,0.0,0.0,0.0,0.0,13.474013,0.0,444.847327,458.32134,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,67,4000.0,592.0,0.0,4000.0,2.5073430794920317,0,0,0,0.1241968756723463,0.015625,0.0,1.0,1,10.0,0.0,40.0,7.0,0.1241968756723463,0.5032673396809861,0.3833903553363735,0.046875,0.0,5.0,1,0.0,1.0,1.0,0.0,1.0,2047.0,0.0,0,0.0,0.0,0.0,0.0,14.475003,0.0,445.525471,460.000474,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,68,4000.0,770.0,0.0,4000.0,2.5073430794920317,1,1,0,0.1887792510219664,0.0234375,0.0,2.0,1,10.0,0.0,41.0,7.0,0.1887792510219664,0.5058592744776265,0.4397649371632995,0.0546875,0.0,6.0,1,0.0,2.0,2.0,0.0,2.0,2046.0,0.0,0,0.0,0.0,0.0,0.0,10.248011,0.0,448.946328,459.194339,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,81,4000.0,592.0,0.0,4000.0,2.5073430794920317,0,0,0,0.1885632564555797,0.0234375,0.0,2.0,1,10.0,1.0,39.0,11.0,0.1879152727564197,0.8233712870660598,0.3777744966103196,0.046875,0.0,5.0,1,0.0,2.0,2.0,0.0,2.0,2046.0,0.0,0,0.0,0.0,0.0,0.0,1.482449,0.0,449.14572,450.628169,5.684341886080802e-14
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,83,4000.0,591.0,0.0,4000.0,2.5073430794920317,1,1,0,0.2505536970085596,0.03125,0.0,3.0,1,10.0,0.0,41.0,12.0,0.1879152727564197,0.8233712870660598,0.3777744966103196,0.046875,0.0,5.0,1,0.0,3.0,3.0,0.0,3.0,2045.0,0.0,0,0.0,0.0,0.0,0.0,8.178354,0.0,451.566185,459.744539,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,88,4000.0,770.0,0.0,4000.0,2.5073430794920317,0,2,0,0.3151360723581797,0.0390625,0.0,4.0,1,10.0,0.0,42.0,12.0,0.1289487561328535,0.8259632218627,0.3183759908539801,0.0390625,0.0,4.0,1,0.0,4.0,4.0,0.0,4.0,2044.0,0.0,0,0.0,0.0,0.0,0.0,4.736773,0.0,453.840397,458.57717,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,103,4000.0,565.0,0.0,4000.0,2.5073430794920317,0,1,0,0.3792864585750264,0.046875,0.0,5.0,1,10.0,0.0,35.0,7.0,0.1239808811059596,0.5080192201414934,0.2507696915749463,0.03125,0.0,3.0,1,0.0,5.0,5.0,0.0,5.0,2043.0,0.0,0,0.0,0.0,0.0,0.0,9.885621,0.0,457.938345,467.823966,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,96,4000.0,768.0,0.0,4000.0,2.5073430794920317,0,1,0,0.3795024531414132,0.046875,0.0,5.0,1,10.0,0.0,37.0,8.0,0.1287327615664668,0.5751935302877537,0.3801504368405732,0.046875,0.0,5.0,1,0.0,5.0,5.0,0.0,5.0,2043.0,0.0,0,0.0,0.0,0.0,0.0,14.271654,0.0,457.604105,471.875759,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,109,4000.0,582.0,0.0,4000.0,2.5073430794920317,0,1,0,0.3766945237783862,0.046875,0.0,5.0,1,10.0,0.0,36.0,9.0,0.1241968756723463,0.6326480849466131,0.1885632564555797,0.0234375,0.0,2.0,1,0.0,5.0,5.0,0.0,5.0,2043.0,0.0,0,0.0,0.0,0.0,0.0,20.647058,0.0,457.547081,478.194139,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,117,4000.0,767.0,0.0,4000.0,2.5073430794920317,0,2,0,0.3170800234556599,0.0390625,0.0,4.0,1,10.0,0.0,41.0,9.0,0.1287327615664668,0.6350240251768666,0.1909391966858333,0.0234375,0.0,2.0,1,0.0,4.0,4.0,0.0,4.0,2044.0,0.0,0,0.0,0.0,0.0,0.0,8.494168,0.0,454.007309,462.501477,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,135,4000.0,656.0,0.0,4000.0,2.5073430794920317,0,0,0,0.3153520669245664,0.0390625,0.0,4.0,1,10.0,0.0,35.0,7.0,0.1265728159025999,0.5004594103179592,0.3144880886590196,0.0390625,0.0,4.0,1,0.0,4.0,4.0,0.0,4.0,2044.0,0.0,0,0.0,0.0,0.0,0.0,4.92411,0.0,455.021453,459.945563,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,150,4000.0,635.0,0.0,4000.0,2.5073430794920317,0,1,0,0.1898592238538999,0.0234375,0.0,2.0,1,10.0,0.0,45.0,11.0,0.1263568213362132,0.7529570584239991,0.3743185835481326,0.046875,0.0,5.0,1,0.0,2.0,2.0,0.0,2.0,2046.0,0.0,0,0.0,0.0,0.0,0.0,7.572189,0.0,449.58236,457.154549,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,159,4000.0,774.0,0.0,4000.0,2.5073430794920317,0,0,0,0.1900752184202866,0.0234375,0.0,2.0,1,10.0,0.0,39.0,12.0,0.1267888104689866,0.8216433305349662,0.3786384748758664,0.046875,0.0,5.0,1,0.0,2.0,2.0,0.0,2.0,2046.0,0.0,0,0.0,0.0,0.0,0.0,18.067719,0.0,449.554872,467.622591,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,177,4000.0,551.0,0.0,4000.0,2.5073430794920317,1,3,0,0.3797184477077998,0.046875,0.0,5.0,1,10.0,0.0,38.0,10.0,0.1226849137076395,0.6970144657298465,0.2501217078757862,0.03125,0.0,3.0,1,0.0,5.0,4.0,2044.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,93.999821,0.0,696.585722,790.585543,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,176,4000.0,588.0,0.0,4000.0,2.5073430794920317,0,2,0,0.3181599962875934,0.0390625,0.0,4.0,1,10.0,0.0,37.0,10.0,0.1231169028404129,0.6974464548626199,0.2505536970085596,0.03125,0.0,3.0,1,0.0,4.0,4.0,0.0,4.0,2044.0,0.0,0,0.0,0.0,0.0,0.0,14.958907,0.0,462.857307,477.816214,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,167,4000.0,767.0,0.0,4000.0,2.5073430794920317,0,1,0,0.25444159920352,0.03125,0.0,3.0,1,10.0,0.0,42.0,11.0,0.1254928430706665,0.7600848791147597,0.2496897187430128,0.03125,0.0,3.0,1,0.0,3.0,3.0,0.0,3.0,2045.0,0.0,0,0.0,0.0,0.0,0.0,6.735752,0.0,452.421577,459.157329,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,169,4000.0,769.0,0.0,4000.0,2.5073430794920317,1,2,0,0.3190239745531401,0.0390625,0.0,4.0,1,10.0,0.0,44.0,12.0,0.1257088376370532,0.8240192707652199,0.2499057133093995,0.03125,0.0,3.0,1,0.0,4.0,4.0,0.0,4.0,2044.0,0.0,0,0.0,0.0,0.0,0.0,19.333654,0.0,457.240999,476.574653,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,192,4000.0,516.0,0.0,4000.0,2.5073430794920317,0,0,0,0.378206485743093,0.046875,0.0,5.0,1,10.0,0.0,40.0,7.0,0.1257088376370532,0.5093151875398134,0.3758305455128394,0.046875,0.0,5.0,1,0.0,5.0,5.0,0.0,5.0,2043.0,0.0,0,0.0,0.0,0.0,0.0,15.12868,0.0,461.285391,476.414071,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,248,4000.0,541.0,0.0,4000.0,2.5073430794920317,0,0,0,0.0613424568538197,0.0078125,0.0,0.0,1,10.0,0.0,40.0,9.0,0.0613424568538197,0.6304881392827462,0.4376049914994326,0.0546875,0.0,6.0,1,0.0,0.0,0.0,0.0,0.0,2048.0,0.0,0,0.0,0.0,0.0,0.0,0.01145,0.0,453.994767,454.006217,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,251,4000.0,684.0,0.0,4000.0,2.5073430794920317,1,1,0,0.1246288648051197,0.015625,0.0,1.0,1,10.0,0.0,43.0,10.0,0.1246288648051197,0.6935585526676594,0.4395489425969128,0.0546875,0.0,6.0,1,0.0,1.0,0.0,1952.0,0.0,96.0,0.0,0,0.0,0.0,0.0,0.0,172.571049,0.0,455.580674,628.151723,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,272,4000.0,666.0,0.0,4000.0,2.5073430794920317,0,0,0,0.1263568213362132,0.015625,0.0,1.0,1,10.0,0.0,38.0,8.0,0.0630704133849132,0.5723856009247268,0.5723856009247268,0.0703125,0.0,8.0,1,0.0,1.0,1.0,0.0,1.0,2047.0,0.0,0,0.0,0.0,0.0,0.0,5.144571,0.0,460.397349,465.54192,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,286,4000.0,770.0,0.0,4000.0,2.5073430794920317,0,1,0,0.1276527887345334,0.015625,0.0,1.0,1,10.0,1.0,40.0,6.0,0.1276527887345334,0.4466767632876735,0.4466767632876735,0.0546875,0.0,6.0,1,0.0,1.0,1.0,0.0,1.0,2047.0,0.0,0,0.0,0.0,0.0,0.0,3.667589,0.0,457.202656,460.870245,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,2,4000.0,768.0,0.0,4000.0,2.5073430794920317,0,0,0,0.0643663807832334,0.0078125,0.0,0.0,1,10.0,0.0,2.0,1.0,0.0643663807832334,0.12786878330092,0.0643663807832334,0.0078125,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,2048.0,0.0,0,0.0,0.0,0.0,0.0,0.048801,0.0,439.218678,439.267479,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,11,4000.0,523.0,0.0,4000.0,2.5073430794920317,0,0,0,0.1254928430706665,0.015625,0.0,1.0,1,10.0,0.0,11.0,3.0,0.061126462287433,0.2488257404774661,0.061126462287433,0.0078125,0.0,0.0,1,0.0,1.0,1.0,0.0,1.0,2047.0,0.0,0,0.0,0.0,0.0,0.0,3.733552,0.0,445.152255,448.885807,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,20,4000.0,756.0,0.0,4000.0,2.5073430794920317,0,1,0,0.1898592238538999,0.0234375,0.0,2.0,1,10.0,0.0,19.0,3.0,0.0643663807832334,0.2574655231329337,0.1265728159025999,0.015625,0.0,1.0,1,0.0,2.0,2.0,0.0,2.0,2046.0,0.0,0,0.0,0.0,0.0,0.0,7.669419,0.0,449.363064,457.032483,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,37,4000.0,537.0,0.0,4000.0,2.5073430794920317,1,1,0,0.1874832836236463,0.0234375,0.0,2.0,1,10.0,0.0,25.0,7.0,0.0613424568538197,0.5099631712389735,0.1233328974067996,0.015625,0.0,1.0,1,0.0,2.0,1.0,1953.0,1.0,94.0,0.0,0,0.0,0.0,0.0,0.0,166.506775,0.0,448.989112,615.495887,5.684341886080802e-14
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,36,4000.0,561.0,0.0,4000.0,2.5073430794920317,0,0,0,0.1261408267698265,0.015625,0.0,1.0,1,10.0,0.0,24.0,7.0,0.0617744459865931,0.5103951603717469,0.1237648865395729,0.015625,0.0,1.0,1,0.0,1.0,1.0,0.0,1.0,2047.0,0.0,0,0.0,0.0,0.0,0.0,2.971294,0.0,445.613791,448.585085,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,61,4000.0,536.0,0.0,4000.0,2.5073430794920317,0,2,0,0.3777744966103196,0.046875,0.0,5.0,1,10.0,1.0,43.0,10.0,0.1229009082740262,0.695286509198753,0.1855393325261661,0.0234375,0.0,2.0,1,0.0,5.0,5.0,0.0,5.0,2043.0,0.0,0,0.0,0.0,0.0,0.0,12.455401,0.0,457.465865,469.921266,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,45,4000.0,768.0,0.0,4000.0,2.5073430794920317,1,3,0,0.3164320397564998,0.0390625,0.0,4.0,1,10.0,0.0,31.0,8.0,0.1259248322034399,0.5741135574558203,0.1885632564555797,0.0234375,0.0,2.0,1,0.0,4.0,3.0,2045.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,156.514344,0.0,682.066766,838.58111,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,44,4000.0,773.0,0.0,4000.0,2.5073430794920317,0,2,0,0.2520656589732664,0.03125,0.0,3.0,1,10.0,0.0,30.0,8.0,0.1261408267698265,0.5743295520222069,0.1887792510219664,0.0234375,0.0,2.0,1,0.0,3.0,3.0,0.0,3.0,2045.0,0.0,0,0.0,0.0,0.0,0.0,9.760104,0.0,456.283935,466.044039,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,66,4000.0,569.0,0.0,4000.0,2.5073430794920317,0,1,0,0.3751825618136793,0.046875,0.0,5.0,1,10.0,0.0,39.0,7.0,0.1239808811059596,0.5030513451145995,0.1239808811059596,0.015625,0.0,1.0,1,0.0,5.0,5.0,0.0,5.0,2043.0,0.0,0,0.0,0.0,0.0,0.0,2.301348,0.0,457.081641,459.382989,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,80,4000.0,708.0,0.0,4000.0,2.5073430794920317,0,0,0,0.3157840560573398,0.0390625,0.0,4.0,1,10.0,2.0,38.0,10.0,0.1896432292875132,0.8250992435971533,0.1902912129866733,0.0234375,0.0,2.0,1,0.0,4.0,4.0,0.0,4.0,2044.0,0.0,0,0.0,0.0,0.0,0.0,14.678653,0.0,454.553325,469.231978,5.684341886080802e-14
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,98,4000.0,553.0,0.0,4000.0,2.5073430794920317,0,1,0,0.2507696915749463,0.03125,0.0,3.0,1,10.0,0.0,39.0,8.0,0.1259248322034399,0.5723856009247268,0.4410609045616196,0.0546875,0.0,6.0,1,0.0,3.0,3.0,0.0,3.0,2045.0,0.0,0,0.0,0.0,0.0,0.0,9.176178,0.0,452.271305,461.447483,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,94,4000.0,717.0,0.0,4000.0,2.5073430794920317,0,1,0,0.3181599962875934,0.0390625,0.0,4.0,1,10.0,0.0,45.0,11.0,0.1280847778673067,0.7633247976105602,0.3788544694422531,0.046875,0.0,5.0,1,0.0,4.0,4.0,0.0,4.0,2044.0,0.0,0,0.0,0.0,0.0,0.0,4.332302,0.0,455.207053,459.539355,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,115,4000.0,571.0,0.0,4000.0,2.5073430794920317,1,2,0,0.3775585020439329,0.046875,0.0,5.0,1,10.0,0.0,41.0,9.0,0.1261408267698265,0.6324320903802264,0.4384689697649793,0.0546875,0.0,6.0,1,0.0,5.0,5.0,0.0,5.0,2043.0,0.0,0,0.0,0.0,0.0,0.0,18.199938,0.0,457.302153,475.502091,5.684341886080802e-14
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,110,4000.0,599.0,0.0,4000.0,2.5073430794920317,0,1,0,0.3157840560573398,0.0390625,0.0,4.0,1,10.0,0.0,36.0,9.0,0.124412870238733,0.6328640795129997,0.4389009588977527,0.0546875,0.0,6.0,1,0.0,4.0,4.0,0.0,4.0,2044.0,0.0,0,0.0,0.0,0.0,0.0,2.865712,0.0,454.373517,457.239229,5.684341886080802e-14
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,105,4000.0,769.0,0.0,4000.0,2.5073430794920317,0,1,0,0.2535776209379732,0.03125,0.0,3.0,1,10.0,0.0,37.0,8.0,0.1267888104689866,0.5728175900575001,0.4438688339246466,0.0546875,0.0,6.0,1,0.0,3.0,3.0,0.0,3.0,2045.0,0.0,0,0.0,0.0,0.0,0.0,6.413936,0.0,452.214057,458.627993,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,129,4000.0,566.0,0.0,4000.0,2.5073430794920317,0,0,0,0.3756145509464527,0.046875,0.0,5.0,1,10.0,0.0,39.0,10.0,0.1237648865395729,0.6920465907029526,0.3788544694422531,0.046875,0.0,5.0,1,0.0,5.0,5.0,0.0,5.0,2043.0,0.0,0,0.0,0.0,0.0,0.0,3.393015,0.0,457.911017,461.304032,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,143,4000.0,530.0,0.0,4000.0,2.5073430794920317,0,0,0,0.3116801592959927,0.0390625,0.0,4.0,1,10.0,0.0,39.0,10.0,0.1250608539378931,0.6892386613399256,0.2505536970085596,0.03125,0.0,3.0,1,0.0,4.0,4.0,0.0,4.0,2044.0,0.0,0,0.0,0.0,0.0,0.0,6.739668,0.0,463.167756,469.907424,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,158,4000.0,619.0,0.0,4000.0,2.5073430794920317,0,0,0,0.1237648865395729,0.015625,0.0,1.0,1,10.0,0.0,42.0,13.0,0.1237648865395729,0.8819058145568526,0.1879152727564197,0.0234375,0.0,2.0,1,0.0,1.0,1.0,0.0,1.0,2047.0,0.0,0,0.0,0.0,0.0,0.0,9.199628,0.0,456.508645,465.708273,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,164,4000.0,550.0,0.0,4000.0,2.5073430794920317,0,1,0,0.1853233379597794,0.0234375,0.0,2.0,1,10.0,0.0,40.0,11.0,0.0615584514202064,0.7572769497517328,0.251633669840493,0.03125,0.0,3.0,1,0.0,2.0,2.0,0.0,2.0,2046.0,0.0,0,0.0,0.0,0.0,0.0,4.683151,0.0,457.225473,461.908624,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,174,4000.0,769.0,0.0,4000.0,2.5073430794920317,0,1,0,0.1885632564555797,0.0234375,0.0,2.0,1,10.0,0.0,45.0,13.0,0.1257088376370532,0.8886016461148399,0.3836063499027602,0.046875,0.0,5.0,1,0.0,2.0,2.0,0.0,2.0,2046.0,0.0,0,0.0,0.0,0.0,0.0,17.779428,0.0,453.988502,471.76793,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,186,4000.0,583.0,0.0,4000.0,2.5073430794920317,0,0,0,0.2505536970085596,0.03125,0.0,3.0,1,10.0,0.0,39.0,8.0,0.0619904405529798,0.5728175900575001,0.3790704640086398,0.046875,0.0,5.0,1,0.0,3.0,3.0,0.0,3.0,2045.0,0.0,0,0.0,0.0,0.0,0.0,17.150777,0.0,460.580721,477.731498,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,187,4000.0,745.0,0.0,4000.0,2.5073430794920317,1,1,0,0.3147040832254064,0.0390625,0.0,4.0,1,10.0,0.0,35.0,6.0,0.0641503862168467,0.451212649181794,0.3812304096725066,0.046875,0.0,5.0,1,0.0,4.0,4.0,0.0,4.0,2044.0,0.0,0,0.0,0.0,0.0,0.0,3.931968,0.0,458.284845,462.216813,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,204,4000.0,539.0,0.0,4000.0,2.5073430794920317,0,0,0,0.2520656589732664,0.03125,0.0,3.0,1,10.0,0.0,41.0,7.0,0.1224689191412528,0.4970034972557721,0.4395489425969128,0.0546875,0.0,6.0,1,0.0,3.0,3.0,0.0,3.0,2045.0,0.0,0,0.0,0.0,0.0,0.0,18.166891,0.0,460.249689,478.41658,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,215,4000.0,543.0,0.0,4000.0,2.5073430794920317,0,1,0,0.3134081158270862,0.0390625,0.0,4.0,1,10.0,0.0,45.0,7.0,0.0613424568538197,0.501971372282666,0.3749665672472926,0.046875,0.0,5.0,1,0.0,4.0,4.0,0.0,4.0,2044.0,0.0,0,0.0,0.0,0.0,0.0,5.737259,0.0,459.094206,464.831465,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,220,4000.0,574.0,0.0,4000.0,2.5073430794920317,0,1,0,0.3106001864640592,0.0390625,0.0,4.0,1,10.0,0.0,40.0,8.0,0.0617744459865931,0.5620178617381657,0.1229009082740262,0.015625,0.0,1.0,1,0.0,4.0,4.0,0.0,4.0,2044.0,0.0,0,0.0,0.0,0.0,0.0,12.625742,0.0,458.434285,471.060027,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,265,4000.0,537.0,0.0,4000.0,2.5073430794920317,0,0,0,0.0613424568538197,0.0078125,0.0,0.0,1,10.0,0.0,40.0,11.0,0.0613424568538197,0.7525250692912256,0.1859713216589395,0.0234375,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,2048.0,0.0,0,0.0,0.0,0.0,0.0,0.026462,0.0,450.499513,450.525975,5.684341886080802e-14
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,266,4000.0,528.0,0.0,4000.0,2.5073430794920317,0,1,0,0.1224689191412528,0.015625,0.0,1.0,1,10.0,0.0,39.0,11.0,0.1224689191412528,0.752309074724839,0.1857553270925528,0.0234375,0.0,2.0,1,0.0,1.0,1.0,0.0,1.0,2047.0,0.0,0,0.0,0.0,0.0,0.0,3.938343,0.0,450.855603,454.793946,5.684341886080802e-14
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,274,4000.0,770.0,0.0,4000.0,2.5073430794920317,0,2,0,0.1870512944908729,0.0234375,0.0,2.0,1,10.0,0.0,37.0,8.0,0.0645823753496201,0.5706576443936332,0.1909391966858333,0.0234375,0.0,2.0,1,0.0,2.0,2.0,0.0,2.0,2046.0,0.0,0,0.0,0.0,0.0,0.0,2.657813,0.0,452.51213,455.169943,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,278,4000.0,772.0,0.0,4000.0,2.5073430794920317,1,3,0,0.251633669840493,0.03125,0.0,3.0,1,10.0,0.0,40.0,9.0,0.1293807452656269,0.6324320903802264,0.1909391966858333,0.0234375,0.0,2.0,1,0.0,3.0,3.0,0.0,3.0,2045.0,0.0,0,0.0,0.0,0.0,0.0,11.008481,0.0,459.522666,470.531147,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,295,4000.0,556.0,0.0,4000.0,2.5073430794920317,0,1,0,0.3131921212606995,0.0390625,0.0,4.0,1,10.0,0.0,44.0,7.0,0.1892112401547398,0.5045633070793063,0.1892112401547398,0.0234375,0.0,2.0,1,0.0,4.0,4.0,0.0,4.0,2044.0,0.0,0,0.0,0.0,0.0,0.0,3.880604,0.0,463.821859,467.702463,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,1,4000.0,693.0,0.0,4000.0,2.5073430794920317,0,0,0,0.0635024025176866,0.0078125,0.0,0.0,1,10.0,0.0,1.0,1.0,0.0635024025176866,0.1246288648051197,0.0635024025176866,0.0078125,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,2048.0,0.0,0,0.0,0.0,0.0,0.0,0.182754,0.0,439.218678,439.401432,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,10,4000.0,524.0,0.0,4000.0,2.5073430794920317,1,2,0,0.187699278190033,0.0234375,0.0,2.0,1,10.0,0.0,10.0,2.0,0.061126462287433,0.187699278190033,0.061126462287433,0.0078125,0.0,0.0,1,0.0,2.0,2.0,0.0,2.0,2046.0,0.0,0,0.0,0.0,0.0,0.0,15.526475,0.0,448.661656,464.188131,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,9,4000.0,658.0,0.0,4000.0,2.5073430794920317,0,1,0,0.1265728159025999,0.015625,0.0,1.0,1,10.0,0.0,9.0,2.0,0.0630704133849132,0.187699278190033,0.0630704133849132,0.0078125,0.0,0.0,1,0.0,1.0,1.0,0.0,1.0,2047.0,0.0,0,0.0,0.0,0.0,0.0,14.228425,0.0,444.801119,459.029544,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,22,4000.0,590.0,0.0,4000.0,2.5073430794920317,0,0,0,0.2496897187430128,0.03125,0.0,3.0,1,10.0,0.0,21.0,4.0,0.0619904405529798,0.31772800715482,0.31772800715482,0.0390625,0.0,4.0,1,0.0,3.0,3.0,0.0,3.0,2045.0,0.0,0,0.0,0.0,0.0,0.0,13.974377,0.0,452.500201,466.474578,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,29,4000.0,761.0,0.0,4000.0,2.5073430794920317,0,1,0,0.3140560995262463,0.0390625,0.0,4.0,1,10.0,0.0,26.0,6.0,0.1265728159025999,0.4486207143851538,0.4486207143851538,0.0546875,0.0,6.0,1,0.0,4.0,4.0,0.0,4.0,2044.0,0.0,0,0.0,0.0,0.0,0.0,16.319023,0.0,454.793485,471.112508,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,49,4000.0,534.0,0.0,4000.0,2.5073430794920317,1,1,0,0.2522816535396531,0.03125,0.0,3.0,1,10.0,0.0,34.0,8.0,0.1229009082740262,0.5710896335264066,0.5710896335264066,0.0703125,0.0,8.0,1,0.0,3.0,3.0,0.0,3.0,2045.0,0.0,0,0.0,0.0,0.0,0.0,8.782465,0.0,452.001705,460.78417,0.0
input4000_rate2p5_reuse00_seed1,NEAREST_KV,A,48,4000.0,769.0,0.0,4000.0,2.5073430794920317,0,0,0,0.1909391966858333,0.0234375,0.0,2.0,1,10.0,0.0,34.0,8.0,0.1261408267698265,0.5743295520222069,0.5743295520222069,0.0703125,0.0,8.0,1,0.0,2.0,2.0,0.0,2.0,2046.0,0.0,0,0.0,0.0,0.0,0.0,14.593225,0.0,449.680504,464.273729,0.0
