instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL,user_id,gpu_id,user_x_m,user_y_m,gpu_x_m,gpu_y_m,distance_m,network_throughput_mbps,request_payload_bytes,first_token_payload_bytes,uplink_distance_latency_ns,uplink_serialization_latency_ns,uplink_latency_ns,downlink_distance_latency_ns,downlink_serialization_latency_ns,downlink_latency_ns,communication_latency_ns,request_send_time_ns,gpu_arrival_time_ns,first_schedule_time_ns,first_token_ready_time_ns,first_token_received_time_ns,request_end_time_ns,queueing_before_ttft_ns,prefill_service_ns,simulator_ttft_ns,e2e_ttft_ns,decode_queueing_ns,decode_active_ns,decode_after_ttft_ns,request_completion_latency_ns,ttft_bottleneck,total_latency_bottleneck,communication_ratio,queueing_ratio,prefill_ratio,decode_ratio
0,0,meta-llama/Llama-3.1-8B,8192,32,0,780785702,780785702,347931543,405781169,12096920,"[12095691, 12095755, 12095851, 12095915, 12096011, 12096075, 12096171, 12096267, 12096331, 12096427, 12096491, 12096587, 12096683, 12096747, 12096843, 12096907, 12097003, 12097099, 12097163, 12097259, 12097323, 12097419, 12097515, 12097579, 12097675, 12097739, 12097835, 12097931, 12097995, 12098091, 12098155]",,,,,,,,,,,0,0,0,0,0,0,0,-1,0,1,405781169,405781169,780785702,1,405781168,405781169,-1,0,375004533,375004533,-1,prefill,prefill,0.0,2.464382471134337e-09,0.9999999975356175,0.4802912400155606
0,1,meta-llama/Llama-3.1-8B,8192,32,2000000000,2781571403,781571403,348717244,406566870,12096920,"[12095691, 12095755, 12095851, 12095915, 12096011, 12096075, 12096171, 12096267, 12096331, 12096427, 12096491, 12096587, 12096683, 12096747, 12096843, 12096907, 12097003, 12097099, 12097163, 12097259, 12097323, 12097419, 12097515, 12097579, 12097675, 12097739, 12097835, 12097931, 12097995, 12098091, 12098155]",,,,,,,,,,,0,0,0,0,0,0,0,-1,2000000000,2000785702,2406566870,2406566870,2781571403,785702,405781168,406566870,-1,0,375004533,375004533,-1,prefill,prefill,0.0,0.0019325283439843488,0.9980674716560156,0.47980841105569466
0,2,meta-llama/Llama-3.1-8B,8192,32,4000000000,4781357104,781357104,348502945,406352571,12096920,"[12095691, 12095755, 12095851, 12095915, 12096011, 12096075, 12096171, 12096267, 12096331, 12096427, 12096491, 12096587, 12096683, 12096747, 12096843, 12096907, 12097003, 12097099, 12097163, 12097259, 12097323, 12097419, 12097515, 12097579, 12097675, 12097739, 12097835, 12097931, 12097995, 12098091, 12098155]",,,,,,,,,,,0,0,0,0,0,0,0,-1,4000000000,4000571403,4406352571,4406352571,4781357104,571403,405781168,406352571,-1,0,375004533,375004533,-1,prefill,prefill,0.0,0.0014061754269053216,0.9985938245730946,0.47994000576719653
0,3,meta-llama/Llama-3.1-8B,8192,32,6000000000,6781142805,781142805,348288646,406138272,12096920,"[12095691, 12095755, 12095851, 12095915, 12096011, 12096075, 12096171, 12096267, 12096331, 12096427, 12096491, 12096587, 12096683, 12096747, 12096843, 12096907, 12097003, 12097099, 12097163, 12097259, 12097323, 12097419, 12097515, 12097579, 12097675, 12097739, 12097835, 12097931, 12097995, 12098091, 12098155]",,,,,,,,,,,0,0,0,0,0,0,0,-1,6000000000,6000357104,6406138272,6406138272,6781142805,357104,405781168,406138272,-1,0,375004533,375004533,-1,prefill,prefill,0.0,0.0008792670492280028,0.999120732950772,0.48007167268218004
0,4,meta-llama/Llama-3.1-8B,8192,32,8000000000,8780928506,780928506,348074347,405923973,12096920,"[12095691, 12095755, 12095851, 12095915, 12096011, 12096075, 12096171, 12096267, 12096331, 12096427, 12096491, 12096587, 12096683, 12096747, 12096843, 12096907, 12097003, 12097099, 12097163, 12097259, 12097323, 12097419, 12097515, 12097579, 12097675, 12097739, 12097835, 12097931, 12097995, 12098091, 12098155]",,,,,,,,,,,0,0,0,0,0,0,0,-1,8000000000,8000142805,8405923973,8405923973,8780928506,142805,405781168,405923973,-1,0,375004533,375004533,-1,prefill,prefill,0.0,0.0003518023312212703,0.9996481976687788,0.48020341186008647
0,5,meta-llama/Llama-3.1-8B,8192,32,10000000000,10781714207,781714207,348860048,406709674,12096920,"[12095691, 12095755, 12095851, 12095915, 12096011, 12096075, 12096171, 12096267, 12096331, 12096427, 12096491, 12096587, 12096683, 12096747, 12096843, 12096907, 12097003, 12097099, 12097163, 12097259, 12097323, 12097419, 12097515, 12097579, 12097675, 12097739, 12097835, 12097931, 12097995, 12098091, 12098155]",,,,,,,,,,,0,0,0,0,0,0,0,-1,10000000000,10000928506,10406709674,10406709674,10781714207,928506,405781168,406709674,-1,0,375004533,375004533,-1,prefill,prefill,0.0,0.002282970038229285,0.9977170299617707,0.47972075937977676
0,6,meta-llama/Llama-3.1-8B,8192,32,12000000000,12781499908,781499908,348645749,406495375,12096920,"[12095691, 12095755, 12095851, 12095915, 12096011, 12096075, 12096171, 12096267, 12096331, 12096427, 12096491, 12096587, 12096683, 12096747, 12096843, 12096907, 12097003, 12097099, 12097163, 12097259, 12097323, 12097419, 12097515, 12097579, 12097675, 12097739, 12097835, 12097931, 12097995, 12098091, 12098155]",,,,,,,,,,,0,0,0,0,0,0,0,-1,12000000000,12000714207,12406495375,12406495375,12781499908,714207,405781168,406495375,-1,0,375004533,375004533,-1,prefill,prefill,0.0,0.001756986779984889,0.9982430132200151,0.47985230600948453
0,7,meta-llama/Llama-3.1-8B,8192,32,14000000000,14781285609,781285609,348431450,406281076,12096920,"[12095691, 12095755, 12095851, 12095915, 12096011, 12096075, 12096171, 12096267, 12096331, 12096427, 12096491, 12096587, 12096683, 12096747, 12096843, 12096907, 12097003, 12097099, 12097163, 12097259, 12097323, 12097419, 12097515, 12097579, 12097675, 12097739, 12097835, 12097931, 12097995, 12098091, 12098155]",,,,,,,,,,,0,0,0,0,0,0,0,-1,14000000000,14000499908,14406281076,14406281076,14781285609,499908,405781168,406281076,-1,0,375004533,375004533,-1,prefill,prefill,0.0,0.0012304486463455167,0.9987695513536545,0.47998392480309976
0,8,meta-llama/Llama-3.1-8B,8192,32,16000000000,16781071310,781071310,348217151,406066777,12096920,"[12095691, 12095755, 12095851, 12095915, 12096011, 12096075, 12096171, 12096267, 12096331, 12096427, 12096491, 12096587, 12096683, 12096747, 12096843, 12096907, 12097003, 12097099, 12097163, 12097259, 12097323, 12097419, 12097515, 12097579, 12097675, 12097739, 12097835, 12097931, 12097995, 12098091, 12098155]",,,,,,,,,,,0,0,0,0,0,0,0,-1,16000000000,16000285609,16406066777,16406066777,16781071310,285609,405781168,406066777,-1,0,375004533,375004533,-1,prefill,prefill,0.0,0.0007033547588159373,0.9992966452411841,0.4801156158200203
0,9,meta-llama/Llama-3.1-8B,8192,32,18000000000,18780857011,780857011,348002852,405852478,12096920,"[12095691, 12095755, 12095851, 12095915, 12096011, 12096075, 12096171, 12096267, 12096331, 12096427, 12096491, 12096587, 12096683, 12096747, 12096843, 12096907, 12097003, 12097099, 12097163, 12097259, 12097323, 12097419, 12097515, 12097579, 12097675, 12097739, 12097835, 12097931, 12097995, 12098091, 12098155]",,,,,,,,,,,0,0,0,0,0,0,0,-1,18000000000,18000071310,18405852478,18405852478,18780857011,71310,405781168,405852478,-1,0,375004533,375004533,-1,prefill,prefill,0.0,0.00017570423704546163,0.9998242957629545,0.4802473791197093
0,10,meta-llama/Llama-3.1-8B,8192,32,20000000000,20781642712,781642712,348788553,406638179,12096920,"[12095691, 12095755, 12095851, 12095915, 12096011, 12096075, 12096171, 12096267, 12096331, 12096427, 12096491, 12096587, 12096683, 12096747, 12096843, 12096907, 12097003, 12097099, 12097163, 12097259, 12097323, 12097419, 12097515, 12097579, 12097675, 12097739, 12097835, 12097931, 12097995, 12098091, 12098155]",,,,,,,,,,,0,0,0,0,0,0,0,-1,20000000000,20000857011,20406638179,20406638179,20781642712,857011,405781168,406638179,-1,0,375004533,375004533,-1,prefill,prefill,0.0,0.0021075517358147525,0.9978924482641852,0.47976463829678745
0,11,meta-llama/Llama-3.1-8B,8192,32,22000000000,22781428413,781428413,348574254,406423880,12096920,"[12095691, 12095755, 12095851, 12095915, 12096011, 12096075, 12096171, 12096267, 12096331, 12096427, 12096491, 12096587, 12096683, 12096747, 12096843, 12096907, 12097003, 12097099, 12097163, 12097259, 12097323, 12097419, 12097515, 12097579, 12097675, 12097739, 12097835, 12097931, 12097995, 12098091, 12098155]",,,,,,,,,,,0,0,0,0,0,0,0,-1,22000000000,22000642712,22406423880,22406423880,22781428413,642712,405781168,406423880,-1,0,375004533,375004533,-1,prefill,prefill,0.0,0.0015813834561099116,0.9984186165438901,0.4798962089954106
0,12,meta-llama/Llama-3.1-8B,8192,32,24000000000,24781214114,781214114,348359955,406209581,12096920,"[12095691, 12095755, 12095851, 12095915, 12096011, 12096075, 12096171, 12096267, 12096331, 12096427, 12096491, 12096587, 12096683, 12096747, 12096843, 12096907, 12097003, 12097099, 12097163, 12097259, 12097323, 12097419, 12097515, 12097579, 12097675, 12097739, 12097835, 12097931, 12097995, 12098091, 12098155]",,,,,,,,,,,0,0,0,0,0,0,0,-1,24000000000,24000428413,24406209581,24406209581,24781214114,428413,405781168,406209581,-1,0,375004533,375004533,-1,prefill,prefill,0.0,0.001054660008130138,0.9989453399918699,0.4800278518777504
0,13,meta-llama/Llama-3.1-8B,8192,32,26000000000,26780999815,780999815,348145656,405995282,12096920,"[12095691, 12095755, 12095851, 12095915, 12096011, 12096075, 12096171, 12096267, 12096331, 12096427, 12096491, 12096587, 12096683, 12096747, 12096843, 12096907, 12097003, 12097099, 12097163, 12097259, 12097323, 12097419, 12097515, 12097579, 12097675, 12097739, 12097835, 12097931, 12097995, 12098091, 12098155]",,,,,,,,,,,0,0,0,0,0,0,0,-1,26000000000,26000214114,26405995282,26405995282,26780999815,214114,405781168,405995282,-1,0,375004533,375004533,-1,prefill,prefill,0.0,0.0005273805127617222,0.9994726194872383,0.4801595670032265
0,14,meta-llama/Llama-3.1-8B,8192,32,28000000000,28781785516,781785516,348931357,406780983,12096920,"[12095691, 12095755, 12095851, 12095915, 12096011, 12096075, 12096171, 12096267, 12096331, 12096427, 12096491, 12096587, 12096683, 12096747, 12096843, 12096907, 12097003, 12097099, 12097163, 12097259, 12097323, 12097419, 12097515, 12097579, 12097675, 12097739, 12097835, 12097931, 12097995, 12098091, 12098155]",,,,,,,,,,,0,0,0,0,0,0,0,-1,28000000000,28000999815,28406780983,28406780983,28781785516,999815,405781168,406780983,-1,0,375004533,375004533,-1,prefill,prefill,0.0,0.0024578705538946003,0.9975421294461054,0.47967700261154494
0,15,meta-llama/Llama-3.1-8B,8192,32,30000000000,30781571217,781571217,348717058,406566684,12096920,"[12095691, 12095755, 12095851, 12095915, 12096011, 12096075, 12096171, 12096267, 12096331, 12096427, 12096491, 12096587, 12096683, 12096747, 12096843, 12096907, 12097003, 12097099, 12097163, 12097259, 12097323, 12097419, 12097515, 12097579, 12097675, 12097739, 12097835, 12097931, 12097995, 12098091, 12098155]",,,,,,,,,,,0,0,0,0,0,0,0,-1,30000000000,30000785516,30406566684,30406566684,30781571217,785516,405781168,406566684,-1,0,375004533,375004533,-1,prefill,prefill,0.0,0.0019320717385687214,0.9980679282614313,0.4798085252415328
0,16,meta-llama/Llama-3.1-8B,8192,32,32000000000,32781356918,781356918,348502759,406352385,12096920,"[12095691, 12095755, 12095851, 12095915, 12096011, 12096075, 12096171, 12096267, 12096331, 12096427, 12096491, 12096587, 12096683, 12096747, 12096843, 12096907, 12097003, 12097099, 12097163, 12097259, 12097323, 12097419, 12097515, 12097579, 12097675, 12097739, 12097835, 12097931, 12097995, 12098091, 12098155]",,,,,,,,,,,0,0,0,0,0,0,0,-1,32000000000,32000571217,32406352385,32406352385,32781356918,571217,405781168,406352385,-1,0,375004533,375004533,-1,prefill,prefill,0.0,0.0014057183397606981,0.9985942816602393,0.47994012001567765
0,17,meta-llama/Llama-3.1-8B,8192,32,34000000000,34781142619,781142619,348288460,406138086,12096920,"[12095691, 12095755, 12095851, 12095915, 12096011, 12096075, 12096171, 12096267, 12096331, 12096427, 12096491, 12096587, 12096683, 12096747, 12096843, 12096907, 12097003, 12097099, 12097163, 12097259, 12097323, 12097419, 12097515, 12097579, 12097675, 12097739, 12097835, 12097931, 12097995, 12098091, 12098155]",,,,,,,,,,,0,0,0,0,0,0,0,-1,34000000000,34000356918,34406138086,34406138086,34781142619,356918,405781168,406138086,-1,0,375004533,375004533,-1,prefill,prefill,0.0,0.0008788094795916284,0.9991211905204084,0.4800717869933557
