instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL,user_id,gpu_id,user_x_m,user_y_m,gpu_x_m,gpu_y_m,distance_m,network_throughput_mbps,request_payload_bytes,first_token_payload_bytes,uplink_distance_latency_ns,uplink_serialization_latency_ns,uplink_latency_ns,downlink_distance_latency_ns,downlink_serialization_latency_ns,downlink_latency_ns,communication_latency_ns,request_send_time_ns,gpu_arrival_time_ns,first_schedule_time_ns,first_token_ready_time_ns,first_token_received_time_ns,request_end_time_ns,queueing_before_ttft_ns,prefill_service_ns,simulator_ttft_ns,e2e_ttft_ns,decode_queueing_ns,decode_active_ns,decode_after_ttft_ns,request_completion_latency_ns,ttft_bottleneck,total_latency_bottleneck,communication_ratio,queueing_ratio,prefill_ratio,decode_ratio,nearest_gpu_id,rerouted,reject_penalty_ns,migration_latency_ns,redirect_capacity_reason,capacity_running_reqs,capacity_max_num_seqs,capacity_required_kv_bytes,capacity_free_npu_bytes,capacity_projected_active_kv_bytes,capacity_kv_budget_bytes,capacity_available_kv_bytes,router_capacity_wait_start_ns,router_decision_time_ns,router_capacity_wait_ns,router_candidate_gpu_count,router_capacity_retry_count,router_initial_instance_id,router_initial_waiting_reqs,router_initial_running_reqs,router_initial_max_num_seqs,router_initial_required_kv_bytes,router_initial_free_npu_bytes,router_initial_projected_active_kv_bytes,router_initial_kv_budget_bytes,router_initial_available_kv_bytes,router_initial_capacity_pressure,router_initial_slot_pressure,router_initial_admissible,router_initial_candidate_count,router_initial_admissible_candidate_count,router_initial_total_waiting_reqs,router_initial_max_waiting_reqs,router_initial_total_running_reqs,router_initial_max_running_reqs,router_initial_min_available_kv_bytes,router_initial_max_available_kv_bytes,router_initial_min_capacity_pressure,router_initial_max_capacity_pressure,router_initial_target_instance_id,router_initial_target_waiting_reqs,router_initial_target_running_reqs,router_initial_target_max_num_seqs,router_initial_target_required_kv_bytes,router_initial_target_free_npu_bytes,router_initial_target_projected_active_kv_bytes,router_initial_target_kv_budget_bytes,router_initial_target_available_kv_bytes,router_initial_target_capacity_pressure,router_initial_target_slot_pressure,router_initial_target_admissible,router_decision_instance_id,router_decision_waiting_reqs,router_decision_running_reqs,router_decision_max_num_seqs,router_decision_required_kv_bytes,router_decision_free_npu_bytes,router_decision_projected_active_kv_bytes,router_decision_kv_budget_bytes,router_decision_available_kv_bytes,router_decision_capacity_pressure,router_decision_slot_pressure,router_decision_admissible,router_first_block_reason,router_first_block_instance_id,adaptive_selected_route,adaptive_predicted_local_ttft_ns,adaptive_predicted_cold_ttft_ns,adaptive_predicted_kv_ttft_ns,adaptive_predicted_selected_ttft_ns,adaptive_target_reserved_kv_bytes,adaptive_target_reserved_prefill_tokens,oneshot_selected_route,oneshot_decision_reason,oneshot_decision_time_ns,oneshot_predicted_local_wait_ns,oneshot_predicted_local_ttft_ns,oneshot_predicted_redirect_ttft_ns,oneshot_redirect_margin_ns,oneshot_max_local_wait_ns,oneshot_target_admissible,oneshot_target_reservation_enabled,oneshot_prediction_model,oneshot_formula_local_route_probability,oneshot_formula_local_route_positive_ms,oneshot_formula_local_route_ms,oneshot_formula_local_scheduler_ms,oneshot_formula_local_compute_ms,oneshot_formula_redirect_route_probability,oneshot_formula_redirect_route_positive_ms,oneshot_formula_redirect_route_ms,oneshot_formula_redirect_scheduler_ms,oneshot_formula_redirect_compute_ms,scheduler_admission_time_ns,scheduler_waiting_reqs_at_admission,scheduler_running_reqs_at_admission,scheduler_running_decode_reqs_at_admission,scheduler_token_budget_at_admission,scheduler_inflight_prefill_tokens_at_admission,scheduler_inflight_decode_tokens_at_admission,scheduler_available_token_budget_at_admission,scheduler_prefill_tokens_ahead_at_admission,scheduler_waiting_reqs_at_first_schedule,scheduler_running_reqs_at_first_schedule,scheduler_running_decode_reqs_at_first_schedule,scheduler_token_budget_at_first_schedule,scheduler_scheduled_prefill_tokens,scheduler_scheduled_decode_tokens,scheduler_batch_num_seqs,scheduler_prefill_tokens_ahead,failover_mode,failed_instance_id,failover_target_instance_id,reuse_prefix_toks,kv_migration_tokens,kv_migration_bytes,kv_migration_latency_ns,kv_migration_distance_latency_ns,kv_migration_serialization_latency_ns,kv_migration_bandwidth_gbps,kv_migration_distance_m,kv_ready_time_ns,kv_migration_effective_latency_ns,kv_migration_speculative_hidden_ns,speculative_kv_target_instance_id,speculative_kv_pin_time_ns,speculative_kv_elapsed_ns,speculative_kv_wasted,speculative_kv_wasted_ns,proactive_kv_prewarm_hit,proactive_kv_prewarm_hit_tokens,proactive_kv_prewarm_seeded_tokens,proactive_kv_prewarm_wasted,proactive_kv_prewarm_pin_applied
0,53,meta-llama/Llama-3.1-8B,3040,6,1053164933,3141007614,2087842681,392338679,661543064,285259923,"[283901964, 287123346, 306263654, 274223734, 274786919]",4172,0,124.01918026216671,3.6156308176406715,93.54143466934855,124.72191289246473,124.8824428589039,100.0,12660,100,624,1012800,1013424,624,8000,8624,1022048,1052151509,1053164933,1155316248,1714707997,1714716621,3141007614,102151315,559391749,661543064,662565112,0,1426299617,1426299617,2088856105,prefill,decode,0.0015425623557432345,0.15417551143260316,0.8442819262116535,0.6828109054638549,0,0,0,0,,,,,,,,,-1,1058800192,0,6,0,0,0,7,128,200278016,15183110144,2033188864,16688865280,14655676416,0.1338297626907322,0.0625,1,6,6,13,4,40,8,13613391872,14655676416,0.1338297626907322,0.19628365194640723,1,3,8,128,200278016,14484758528,3075473408,16688865280,13613391872,0.19628365194640723,0.0703125,1,0,0,7,128,200278016,15083495424,2033188864,16688865280,14655676416,0.1338297626907322,0.0625,1,,,,,,,,0,0,local,home_admissible,1058800192,,,,,,,,,,,,,,,,,,,1053164933,0,7,4,2048,4092,4,0,0,1,4,2,2048,2046,2,4,0,local_kv,0,0,1520,1520,199229440,0,0,0,0,0,1053164933,0,0,,-1,0,,0,,0,0,,
0,197,meta-llama/Llama-3.1-8B,3145,2,3894003643,4991067226,1097063583,501249699,788146561,308917022,[308917022],8866,0,149.33103142255126,239.6303758224944,93.54143466934855,124.72191289246473,127.735797483818,100.0,13080,100,639,1046400,1047039,639,8000,8639,1055678,3892956604,3894003643,4111764815,4682150204,4682158843,4991067226,217761172,570385389,788146561,789202239,0,308917022,308917022,1098110622,prefill,prefill,0.0013376520590433854,0.2759256895620642,0.7227366583788924,0.28131463764571923,0,0,0,0,,,,,,,,,-1,3894029302,0,6,0,0,1,30,128,206569472,10046136320,8268021760,16688865280,8420843520,0.5077991277307501,0.2421875,1,6,6,30,11,157,30,6247145472,9559597056,0.43956479802082743,0.6380475305748289,2,2,26,128,206569472,9734709248,7694450688,16688865280,8994414592,0.473430639377778,0.2109375,1,0,1,30,128,206569472,9943375872,8268021760,16688865280,8420843520,0.5077991277307501,0.2421875,1,,,,,,,,0,0,local,home_admissible,3894029302,,,,,,,,,,,,,,,,,,,3894003643,1,30,25,2048,4071,25,0,4295,3,13,11,2048,2031,17,19,0,local_kv,0,0,1568,1568,205520896,0,0,0,0,0,3894003643,0,0,,-1,0,,0,,0,0,,
0,152,meta-llama/Llama-3.1-8B,3349,18,3156115386,7265329772,4109214386,389193461,661625648,202799337,"[294023781, 283488527, 286896862, 308917022, 286209056, 290219349, 293151002, 298047302, 289006827, 299783842, 281618115, 55183564, 36201997, 36205325, 36208717, 36212045, 36215405]",15491,1,296.8900049178207,169.13041759401523,280.62430400804567,124.72191289246473,47.293639275423594,100.0,13896,100,236,1111680,1111916,236,8000,8236,1120152,3155003470,3156115386,3280603432,3817741034,3817749270,7265329772,124488046,537137602,661625648,662745800,0,3447588738,3447588738,4110326302,prefill,decode,0.001690168387336442,0.1878367935338104,0.8104730380788532,0.8387611047536588,1,0,0,0,,,,,,,,,-1,3164614303,0,6,0,0,0,21,128,221249536,11544551424,5768216576,16688865280,10920648704,0.358889955159372,0.171875,1,6,6,20,11,126,23,7281041408,11462762496,0.32640639304148067,0.576975920558213,1,4,21,128,221249536,10693107712,7225737216,16688865280,9463128064,0.44622487071811273,0.171875,1,0,0,21,128,221249536,11435499520,5768216576,16688865280,10920648704,0.358889955159372,0.171875,1,,,,,,,,0,0,local,home_admissible,3164614303,,,,,,,,,,,,,,,,,,,3156115386,0,21,18,2048,3224,18,0,0,2,9,8,2048,2037,11,13,0,local_kv,0,0,1664,1664,218103808,0,0,0,0,0,3156115386,0,0,,-1,0,,0,,0,0,,
0,182,meta-llama/Llama-3.1-8B,3349,18,3673834548,7301059900,3627225352,143906486,437930267,187605593,"[283488527, 286896862, 308917022, 286209056, 290219349, 293151002, 298047302, 289006827, 299783842, 281618115, 55183564, 36201997, 36205325, 36208717, 36212045, 36215405, 35730128]",18318,1,236.50570694221196,113.67659769412444,280.62430400804567,124.72191289246473,45.48021102510495,100.0,13896,100,227,1111680,1111907,227,8000,8227,1120134,3672722641,3673834548,3817741034,4111764815,4111773042,7301059900,143906486,294023781,437930267,439050401,0,3189295085,3189295085,3628337259,prefill,decode,0.002551265179233944,0.32776757673431667,0.6696811580864493,0.8789943232544752,1,0,0,0,,,,,,,,,-1,3673847022,0,6,0,0,1,26,128,221249536,10687864832,7173308416,16688865280,9515556864,0.44308332699297814,0.2109375,1,6,6,25,12,149,26,6247145472,10069204992,0.4099086252555572,0.6389271628178665,1,2,25,128,221249536,10039844864,7880048640,16688865280,8808816640,0.485431336407792,0.203125,1,0,1,26,128,221249536,10687864832,7173308416,16688865280,9515556864,0.44308332699297814,0.2109375,1,,,,,,,,0,0,local,home_admissible,3673847022,,,,,,,,,,,,,,,,,,,3673834548,1,26,21,2048,3757,21,0,3016,4,12,10,2048,2033,15,18,0,local_kv,0,0,1664,1664,218103808,0,0,0,0,0,3673834548,0,0,,-1,0,,0,,0,0,,
0,264,meta-llama/Llama-3.1-8B,3231,23,5005268674,7726895684,2721627010,855377959,1153425261,71281897,"[289006827, 299783842, 281618115, 55183564, 36201997, 36205325, 36208717, 36212045, 36215405, 35730128, 35470538, 35473418, 35476282, 35479162, 35482010, 35484890, 35487754, 35490618, 35493482, 35496346, 35499210, 35502074]",14055,0,142.02367180067523,215.59944589480995,93.54143466934855,124.72191289246473,103.00122971038033,100.0,13424,100,515,1073920,1074435,515,8000,8515,1082950,5004194239,5005268674,5567495631,6158693935,6158702450,7726895684,562226957,591198304,1153425261,1154508211,0,1568201749,1568201749,2722701445,prefill,decode,0.0009380184477527289,0.486983939692396,0.5120780418598513,0.5759709157563004,0,0,0,0,,,,,,,,,-1,5005301342,0,6,0,0,3,39,128,213909504,7724589056,11088691200,16688865280,5600174080,0.6772539962645082,0.3125,1,6,6,39,10,213,39,3647725568,7037771776,0.5911128673213185,0.7942450845885192,2,3,35,128,213909504,7478173696,10377756672,16688865280,6311108608,0.6346546633516835,0.28125,1,0,3,39,128,213909504,7619731456,11088691200,16688865280,5600174080,0.6772539962645082,0.3125,1,,,,,,,,0,0,local,home_admissible,5005301342,,,,,,,,,,,,,,,,,,,5005268674,3,39,35,2048,4061,35,0,11429,8,19,17,2048,2026,22,24,0,local_kv,0,0,1600,1600,209715200,0,0,0,0,0,5005268674,0,0,,-1,0,,0,,0,0,,
0,219,meta-llama/Llama-3.1-8B,3055,41,4406635039,8255740144,3849105105,584432187,870641243,74461596,"[290219349, 293151002, 298047302, 289006827, 299783842, 281618115, 55183564, 36201997, 36205325, 36208717, 36212045, 36215405, 35730128, 35470538, 35473418, 35476282, 35479162, 35482010, 35484890, 35487754, 35490618, 35493482, 35496346, 35499210, 35502074, 35236708, 35239508, 35242308, 35245108, 35247908, 35250708, 35253492, 35256308, 35259092, 35261892, 35264692, 35267492, 35270276, 35273092, 35275876]",3632,0,136.71397190205164,102.8199026819146,93.54143466934855,124.72191289246473,48.41039167753321,100.0,12720,100,242,1017600,1017842,242,8000,8242,1026084,4405617197,4406635039,4682150204,5277276282,5277284524,8255740144,275515165,595126078,870641243,871667327,0,2978463862,2978463862,3850122947,prefill,decode,0.0011771509246898731,0.316078343728031,0.6827445053472792,0.773600616651611,0,0,0,0,,,,,,,,,-1,4415188919,0,6,0,0,3,34,128,203423744,8945131520,9725542400,16688865280,6963322880,0.5949455506659828,0.2734375,1,6,6,25,7,183,34,5749071872,9063620608,0.4690953090370923,0.6677037033400991,2,0,28,128,203423744,9038454784,7824474112,16688865280,8864391168,0.48103317519260363,0.2265625,1,0,3,34,128,203423744,8845516800,9725542400,16688865280,6963322880,0.5949455506659828,0.2734375,1,,,,,,,,0,0,local,home_admissible,4415188919,,,,,,,,,,,,,,,,,,,4406635039,3,34,30,2048,4066,30,0,10629,3,16,13,2048,2029,19,22,0,local_kv,0,0,1520,1520,199229440,0,0,0,0,0,4406635039,0,0,,-1,0,,0,,0,0,,
0,289,meta-llama/Llama-3.1-8B,3260,47,5403673084,8640987770,3237314686,1044027678,1343811520,41163112,"[281618115, 55183564, 36201997, 36205325, 36208717, 36212045, 36215405, 35730128, 35470538, 35473418, 35476282, 35479162, 35482010, 35484890, 35487754, 35490618, 35493482, 35496346, 35499210, 35502074, 35236708, 35239508, 35242308, 35245108, 35247908, 35250708, 35253492, 35256308, 35259092, 35261892, 35264692, 35267492, 35270276, 35273092, 35275876, 35008878, 35011598, 35014334, 35017070, 35019790, 35022526, 35025246, 35027966, 35030686, 35033406, 35036126]",1873,1,200.45725745509006,91.52149321227897,280.62430400804567,124.72191289246473,86.76994422012854,100.0,13540,100,434,1083200,1083634,434,8000,8434,1092068,5402589450,5403673084,6158693935,6747484604,6747493038,8640987770,755020851,588790669,1343811520,1344903588,0,1893503166,1893503166,3238398320,queueing,decode,0.0008120046743454744,0.5613940342911777,0.43779396103447676,0.5847020803242804,1,0,0,0,,,,,,,,,-1,5409324458,0,6,0,0,6,41,128,217055232,7026237440,12228493312,16688865280,4460371968,0.7457396494724415,0.328125,1,6,6,46,11,231,41,2219565056,5440790528,0.6869927818124253,0.8800092282846926,1,10,40,128,217055232,6334177280,14469300224,16688865280,2219565056,0.8800092282846926,0.3203125,1,0,6,41,128,217055232,6920331264,12228493312,16688865280,4460371968,0.7457396494724415,0.328125,1,,,,,,,,0,0,local,home_admissible,5409324458,,,,,,,,,,,,,,,,,,,5403673084,6,41,37,2048,4059,37,0,19570,3,21,19,2048,2023,25,27,0,local_kv,0,0,1616,1616,211812352,0,0,0,0,0,5403673084,0,0,,-1,0,,0,,0,0,,
0,271,meta-llama/Llama-3.1-8B,3272,51,5114520267,8727684040,3613163773,887100458,1187648289,48510309,"[290629325, 186229922, 267239194, 55184860, 36203309, 36206621, 36210029, 36213341, 36216717, 35731424, 35471850, 35474714, 35477594, 35480442, 35483322, 35486202, 35489050, 35491914, 35494778, 35497658, 35500490, 35503386, 35238004, 35240804, 35243604, 35246404, 35249204, 35252004, 35254788, 35257604, 35260388, 35263188, 35265988, 35268788, 35271572, 35274388, 35277172, 35010158, 35012894, 35015630, 35018366, 35021086, 35023822, 35026526, 35029262, 35031966, 35034702, 35037406, 34735484, 34738140]",14055,0,142.02367180067523,215.59944589480995,93.54143466934855,124.72191289246473,103.00122971038033,100.0,13588,100,515,1087040,1087555,515,8000,8515,1096070,5113432712,5114520267,5713555799,6302168556,6302177071,8727684040,599035532,588612757,1187648289,1188744359,111909601,2313605883,2425515484,3614251328,queueing,decode,0.000922040127216284,0.5039229229267788,0.495155036946005,0.6710960443803377,0,0,0,0,,,,,,,,,-1,5114798827,0,6,0,0,4,39,128,218103808,7619731456,11302600704,16688865280,5386264576,0.6903228181610679,0.3125,1,6,6,44,11,215,39,3202080768,6386606080,0.6303821638855005,0.8211995297501736,2,5,35,128,218103808,7223369728,10977542144,16688865280,5711323136,0.6708452470652336,0.28125,1,0,4,39,128,218103808,7617634304,11302600704,16688865280,5386264576,0.6903228181610679,0.3125,1,,,,,,,,0,0,local,home_admissible,5114798827,,,,,,,,,,,,,,,,,,,5114520267,4,39,35,2048,4061,35,0,14660,7,24,22,2048,2030,18,20,0,local_kv,0,0,1632,1632,213909504,0,0,0,0,0,5114520267,0,0,,-1,0,,0,,0,0,,
0,75,meta-llama/Llama-3.1-8B,6044,71,1619058920,8968615527,7349556607,666674387,972938041,91094550,"[274223734, 274786919, 220667952, 318922118, 274574944, 299296818, 286618986, 293858011, 298026544, 286377252, 294205560, 288064926, 300547831, 290629325, 186229922, 267239194, 55184860, 36203309, 36206621, 36210029, 36213341, 36216717, 35731424, 35471850, 35474714, 35477594, 35480442, 35483322, 35486202, 35489050, 35491914, 35494778, 35497658, 35500490, 35503386, 35238004, 35240804, 35243604, 35246404, 35249204, 35252004, 35254788, 35257604, 35260388, 35263188, 35265988, 35268788, 35271572, 35274388, 35277172, 35010158, 35012894, 35015630, 35018366, 35021086, 35023822, 35026526, 35029262, 35031966, 35034702, 35037406, 34735484, 34738140, 34411017, 34413609, 34416217, 34418777, 34421369, 34423945, 34426553]",896,0,96.45295187469733,141.72950664781288,93.54143466934855,124.72191289246473,17.2550044272379,100.0,24676,100,86,1974080,1974166,86,8000,8086,1982252,1617084754,1619058920,1714707997,2591996961,2592005047,8968615527,95649077,877288964,972938041,974920293,156721041,6219897525,6376618566,7351530773,prefill,decode,0.0020332451937175957,0.09810963797427079,0.8998571168320116,0.8673855485635542,0,0,0,0,,,,,,,,,-1,1619133472,0,6,0,0,0,11,128,401604608,14132436992,3145728000,16688865280,13543137280,0.21255684844260425,0.09375,1,6,6,8,3,67,13,12254437376,14278189056,0.16851240541621773,0.2897759932064117,2,0,12,128,401604608,14064279552,3329228800,16688865280,13359636480,0.2235522514805752,0.1015625,1,0,0,11,128,401604608,13935304704,3145728000,16688865280,13543137280,0.21255684844260425,0.09375,1,,,,,,,,0,0,local,home_admissible,1619133472,,,,,,,,,,,,,,,,,,,1619058920,0,11,8,2048,4088,8,0,0,2,6,5,2048,2044,4,6,0,local_kv,0,0,3008,3008,394264576,0,0,0,0,0,1619058920,0,0,,-1,0,,0,,0,0,,
0,93,meta-llama/Llama-3.1-8B,3540,74,1831803691,9070247951,7238444260,453929616,760193270,88743164,"[274223734, 274786919, 220667952, 318922118, 274574944, 299296818, 286618986, 293858011, 298026544, 286377252, 294205560, 288064926, 300547831, 290629325, 186229922, 267239194, 55184860, 36203309, 36206621, 36210029, 36213341, 36216717, 35731424, 35471850, 35474714, 35477594, 35480442, 35483322, 35486202, 35489050, 35491914, 35494778, 35497658, 35500490, 35503386, 35238004, 35240804, 35243604, 35246404, 35249204, 35252004, 35254788, 35257604, 35260388, 35263188, 35265988, 35268788, 35271572, 35274388, 35277172, 35010158, 35012894, 35015630, 35018366, 35021086, 35023822, 35026526, 35029262, 35031966, 35034702, 35037406, 34735484, 34738140, 34411017, 34413609, 34416217, 34418777, 34421369, 34423945, 34426553, 33874904, 33877480, 33880040]",5711,1,245.69993502804684,3.793432395876013,280.62430400804567,124.72191289246473,125.8706039703669,100.0,14660,100,629,1172800,1173429,629,8000,8629,1182058,1830630262,1831803691,2285733307,2591996961,2592005590,9070247951,453929616,306263654,760193270,761375328,156721041,6321529949,6478250990,7239617689,queueing,decode,0.001552529950116797,0.5961969074994771,0.40225056255040614,0.8948322337981754,1,0,0,0,,,,,,,,,-1,1831819437,0,6,0,0,3,12,128,236978176,13457154048,4258267136,16688865280,12430598144,0.26935595899303705,0.1015625,1,6,6,19,6,74,14,11134558208,14278189056,0.15864795811929522,0.34701491987836336,1,5,14,128,236978176,12965371904,5289017344,16688865280,11399847936,0.33111870862918247,0.1171875,1,0,3,12,128,236978176,13341810688,4258267136,16688865280,12430598144,0.26935595899303705,0.1015625,1,,,,,,,,0,0,local,home_admissible,1831819437,,,,,,,,,,,,,,,,,,,1831803691,3,12,9,2048,4087,9,0,10548,3,9,7,2048,2043,5,8,0,local_kv,0,0,1760,1760,230686720,0,0,0,0,0,1831803691,0,0,,-1,0,,0,,0,0,,
