gpu_id,instance_id,gpu_x_m,gpu_y_m,assigned_user_count,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,max_waiting_requests,max_running_requests,prompt_tokens_processed,output_tokens_generated
0,0,1666.667,2113.249,2,24,182.31275645833333,173.9474055,271.6013933999998,290.77904856,16.071050583333335,166.241705875,0,24,48000,15695
1,1,5000.0,2113.249,2,30,179.38427896666664,176.268706,183.44535885,264.35357963000007,12.598840166666665,166.7854388,0,30,60000,18889
2,2,8333.333,2113.249,2,22,172.30912600000002,169.857363,186.77534434999998,200.33230732999996,6.435855909090909,165.8732700909091,0,22,44000,14466
3,3,0.0,5000.0,2,35,180.19969665714285,178.699469,187.734767,223.9707239399998,11.622542371428572,168.5771542857143,0,35,70000,22625
4,4,3333.333,5000.0,2,49,185.64485712244897,179.927633,206.39413679999993,277.35189863999994,13.68313012244898,171.961727,0,49,98000,32215
5,5,6666.667,5000.0,2,25,180.22793176,175.691769,209.28583699999996,244.8337920799999,13.50730092,166.72063084,0,25,50000,17011
6,6,10000.0,5000.0,2,30,181.06799426666666,177.305429,214.04561784999987,243.31061334000003,13.381856633333333,167.68613763333332,0,30,60000,20405
7,7,1666.667,7886.751,2,29,175.8359418275862,174.881512,183.9802214,207.35796283999997,9.156205965517241,166.67973586206895,0,29,58000,18457
8,8,5000.0,7886.751,2,30,179.80378833333336,176.31521800000002,186.70672559999997,256.2685023700001,12.601732833333333,167.2020555,0,30,60000,19793
9,9,8333.333,7886.751,2,26,179.42926023076922,176.0905235,191.857988,254.17194575,12.792607192307692,166.63665303846153,0,26,52000,16197
