gpu_id,instance_id,gpu_x_m,gpu_y_m,assigned_user_count,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,max_waiting_requests,max_running_requests,prompt_tokens_processed,output_tokens_generated
0,0,1666.667,2113.249,5,27,850.2848785185184,727.424406,1300.2057968,1360.82614412,51.667500988034,739.8378094814815,0,27,270000,17347
1,1,5000.0,2113.249,5,31,825.5095005483871,731.27506,1230.5639059999999,1240.1406751,20.23735060248123,753.7711363548387,0,31,310000,19513
2,2,8333.333,2113.249,4,25,889.4315364,717.84603,1599.5210679999998,1704.9804265199998,71.83664838707642,754.07489524,0,25,250000,16192
3,3,0.0,5000.0,3,34,752.2956343529413,715.414813,1023.2660853999993,1241.81054433,20.50792170271492,716.2330424117647,0,34,340000,21903
4,4,3333.333,5000.0,5,39,811.7093317179487,734.102227,1235.6379628,1256.14844626,25.87612399171565,744.9812677948718,0,39,390000,26047
5,5,6666.667,5000.0,3,25,847.87947824,735.398485,1220.7521074,1225.580674,55.69505643569244,770.95349116,0,25,250000,17141
6,6,10000.0,5000.0,4,28,842.2515006071428,720.5492555000001,1259.9557507,1280.35626529,39.2210897027468,745.8833978928571,0,28,280000,19031
7,7,1666.667,7886.751,5,32,808.85923259375,723.2274655,1231.5010651,1376.2023801200003,31.70609314615357,727.51926659375,0,32,320000,20442
8,8,5000.0,7886.751,3,31,806.5472130967745,723.713897,1380.1207975,1417.8378553,40.401281670471434,731.7582019032258,0,31,310000,20562
9,9,8333.333,7886.751,3,28,802.0045279285714,720.9016615,1221.6848301,1312.92370147,35.65011313516454,728.5662776428572,0,28,280000,17575
