gpu_id,instance_id,gpu_x_m,gpu_y_m,assigned_user_count,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,max_waiting_requests,max_running_requests,prompt_tokens_processed,output_tokens_generated
0,0,1666.667,2113.249,5,27,8097.327751148148,5992.441465,19406.187294299998,20586.481088399996,116.10404718518518,1076.2846234814815,0,27,270000,17693
1,1,5000.0,2113.249,3,29,3910.6812175517243,1300.182859,13302.040862799997,13935.38130816,80.65090644827586,943.6394532068965,0,29,290000,17944
2,2,8333.333,2113.249,2,21,1065.1431164761905,722.809617,2874.865778,3155.2833820000005,82.57775361904761,764.1771728095238,0,21,210000,13808
3,3,0.0,5000.0,3,29,9824.765945827587,9541.876903,25122.0655098,35334.08308587998,19.387343068965517,764.7514755862069,0,29,290000,19036
4,4,3333.333,5000.0,3,34,18310.40325635294,16443.8791465,48064.36830965,50644.099113150005,38.23057126470588,808.2535889117647,0,34,340000,22718
5,5,6666.667,5000.0,8,42,32946.582990047624,26082.450537,77708.92701719998,82772.41463371,157.62740890476192,1205.477967,0,42,420000,27256
6,6,10000.0,5000.0,3,27,7074.741436592592,3060.466743,20923.0178894,26252.98316565999,37.622525,756.6248145925925,0,27,270000,17984
7,7,1666.667,7886.751,3,30,10591.681866433333,10619.2163055,28432.69497169996,39706.322777190006,37.311062533333335,865.8079818666666,0,30,300000,19640
8,8,5000.0,7886.751,6,31,14329.966310419357,14635.335951,38603.139499,41066.3868284,35.29915983870968,1010.1447794193548,0,31,310000,20517
9,9,8333.333,7886.751,3,30,9180.396881533334,6252.2843725,26756.95435524998,30582.78076824,20.5934525,886.6737271666666,0,30,300000,19157
