user_id,user_x_m,user_y_m,request_weight,request_probability,assigned_gpu_id,distance_to_gpu_m,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_communication_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,mean_decode_after_ttft_ms,mean_request_completion_latency_ms,dominant_ttft_bottleneck,communication_bottleneck_count,queueing_bottleneck_count,prefill_bottleneck_count
0,82.19851489678518,2294.058877934395,1.0,5e-05,60,161.58050450907217,0,,,,,,,,,,,0,0,0
1,1869.6484586934307,370.6574413342663,0.0,0.0,15,134.7521065730384,0,,,,,,,,,,,0,0,0
2,2917.9075321117816,1174.709044406482,0.0,0.0,38,99.74834047959827,0,,,,,,,,,,,0,0,0
3,3097.0435068582724,53.08176246160609,1.0,5e-05,9,124.90601188181978,0,,,,,,,,,,,0,0,0
4,1259.002408666059,2467.4212122159133,0.0,0.0,73,100.2094940840052,0,,,,,,,,,,,0,0,0
5,2007.0426935935843,296.7589933064867,0.0,0.0,6,198.17323705067477,0,,,,,,,,,,,0,0,0
6,1064.746083074124,2352.9882491090943,0.0,0.0,73,165.27221805766956,0,,,,,,,,,,,0,0,0
7,3260.2544344637095,2217.4792964072835,0.0,0.0,69,125.63943053684687,0,,,,,,,,,,,0,0,0
8,838.1974382846043,201.73677351610124,0.0,0.0,2,37.02636094762599,0,,,,,,,,,,,0,0,0
9,2571.0132990416764,3052.9366780688674,0.0,0.0,97,128.66889870780346,0,,,,,,,,,,,0,0,0
10,1386.6462506115672,78.11579096623707,0.0,0.0,4,137.4591831824727,0,,,,,,,,,,,0,0,0
11,2672.6236344998592,447.5421227873538,0.0,0.0,18,154.78885975557986,0,,,,,,,,,,,0,0,0
12,1791.6317484436354,1921.5704294188154,0.0,0.0,55,102.70833986447799,0,,,,,,,,,,,0,0,0
13,1978.4359141011814,379.5775622765344,0.0,0.0,15,194.19147096435287,0,,,,,,,,,,,0,0,0
14,150.908324032538,2476.1654990854204,0.0,0.0,70,18.720398856428258,0,,,,,,,,,,,0,0,0
15,921.5728289768635,2442.875783654518,0.0,0.0,72,102.6126326609451,0,,,,,,,,,,,0,0,0
16,2736.2671199858355,3291.4098679806307,0.0,0.0,98,163.21575646201413,0,,,,,,,,,,,0,0,0
17,484.5084206130877,2941.054361753708,0.0,0.0,81,122.6128320985312,0,,,,,,,,,,,0,0,0
18,3173.6411400904344,258.4663781095066,0.0,0.0,9,95.41111694438501,0,,,,,,,,,,,0,0,0
19,953.4100514293367,1057.6371812075172,0.0,0.0,32,161.50987954510757,0,,,,,,,,,,,0,0,0
20,480.2701487026035,122.566309299107,0.0,0.0,1,46.56721534758059,0,,,,,,,,,,,0,0,0
21,3233.610217532835,1119.847668748308,0.0,0.0,39,92.39709827092344,0,,,,,,,,,,,0,0,0
22,3210.2066804690708,96.86758124861089,0.0,0.0,9,91.02695279129006,0,,,,,,,,,,,0,0,0
23,872.9766305239565,892.7148666017581,0.0,0.0,22,77.20061365891175,0,,,,,,,,,,,0,0,0
24,182.04845078391577,1614.2389134543082,0.0,0.0,40,122.83301479799832,0,,,,,,,,,,,0,0,0
25,1603.161678737902,416.88132626786586,0.0,0.0,14,136.92529342234712,0,,,,,,,,,,,0,0,0
26,3306.969736159894,2895.0991201128754,0.0,0.0,89,173.67252294466175,0,,,,,,,,,,,0,0,0
27,2619.259809004759,328.02601839609156,0.0,0.0,7,208.98820773654697,0,,,,,,,,,,,0,0,0
28,1692.120790464358,2846.5721165011023,0.0,0.0,85,134.84451169048614,0,,,,,,,,,,,0,0,0
29,2212.799344804288,1460.570340212565,0.0,0.0,46,65.31866908233731,0,,,,,,,,,,,0,0,0
30,3015.987818194307,2133.5218457095543,0.0,0.0,69,136.63518637142914,0,,,,,,,,,,,0,0,0
31,69.3310369808173,1211.6139147909053,0.0,0.0,30,109.05248878437345,0,,,,,,,,,,,0,0,0
32,898.3334435804902,2893.961295677662,1.0,5e-05,82,101.90708399447063,0,,,,,,,,,,,0,0,0
33,499.47907558549554,510.48312983728414,0.0,0.0,11,13.140260577685753,0,,,,,,,,,,,0,0,0
34,268.2830123543227,2654.8719762321725,0.0,0.0,80,193.59084749749888,0,,,,,,,,,,,0,0,0
35,1197.3552622037184,2239.274080349158,0.0,0.0,63,91.11434320217589,0,,,,,,,,,,,0,0,0
36,3074.8603258431895,1658.422952801272,0.0,0.0,59,182.28877931878927,0,,,,,,,,,,,0,0,0
37,2869.1751283352514,2765.403338991894,0.0,0.0,88,73.42395295282091,0,,,,,,,,,,,0,0,0
38,2805.1538485351284,52.81181292364873,0.0,0.0,8,113.88043536059412,0,,,,,,,,,,,0,0,0
39,2477.392548836866,576.6657946525922,0.0,0.0,17,79.8106778266132,0,,,,,,,,,,,0,0,0
40,3030.2108973923937,2983.340660212403,0.0,0.0,89,203.72767420696258,0,,,,,,,,,,,0,0,0
41,1933.3815134448466,1967.9830489686315,0.0,0.0,55,180.61752753293274,0,,,,,,,,,,,0,0,0
42,1162.532624271019,1055.6089888755337,0.0,0.0,33,105.22364759286403,0,,,,,,,,,,,0,0,0
43,1690.384328042242,900.6896516570533,0.0,0.0,25,151.68581729113637,0,,,,,,,,,,,0,0,0
44,2473.623723901531,858.7357678677679,0.0,0.0,27,32.65932289216974,0,,,,,,,,,,,0,0,0
45,2017.8275483391942,343.3441728581686,0.0,0.0,16,206.88201213639138,0,,,,,,,,,,,0,0,0
46,882.6872361889365,2807.6613708889035,0.0,0.0,82,54.7460147649296,0,,,,,,,,,,,0,0,0
47,1605.9541772661096,174.87879709363727,0.0,0.0,4,113.8331451314824,0,,,,,,,,,,,0,0,0
48,2920.9041078322048,3218.3826683360776,0.0,0.0,98,122.17217222840071,0,,,,,,,,,,,0,0,0
49,4.42517312451504,1003.9113568292247,0.0,0.0,30,225.10403211370095,0,,,,,,,,,,,0,0,0
50,1965.2661411607453,1949.730693632375,0.0,0.0,55,188.9118080043261,0,,,,,,,,,,,0,0,0
51,3168.7916550553937,2493.594266373702,0.0,0.0,79,19.01198654993336,0,,,,,,,,,,,0,0,0
52,945.6501375679428,1094.0196709094168,0.0,0.0,32,134.28680209298858,0,,,,,,,,,,,0,0,0
53,367.4518315383869,2752.9277277621136,0.0,0.0,81,145.92386761759542,0,,,,,,,,,,,0,0,0
54,2941.3558151283346,1982.7735352647715,0.0,0.0,58,200.25566967202917,0,,,,,,,,,,,0,0,0
55,758.3747871514275,250.76007870060198,0.0,0.0,2,110.5572964053219,0,,,,,,,,,,,0,0,0
