user_id,user_x_m,user_y_m,request_weight,request_probability,assigned_gpu_id,distance_to_gpu_m,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_communication_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,mean_decode_after_ttft_ms,mean_request_completion_latency_ms,dominant_ttft_bottleneck,communication_bottleneck_count,queueing_bottleneck_count,prefill_bottleneck_count
0,2750.2931836911926,2232.1073814882275,1.0,0.05,0,1090.1252317193375,12,694.4284065833334,669.4546325,1298.65641465,1309.82225813,0.0,87.021854,607.4065525833333,15031.20291125,15725.631317833335,prefill,0,1,11
1,265.35969683863624,1988.376506866485,1.0,0.05,0,1406.8600845267997,12,709.6189369999998,710.346307,1314.27287875,1368.8460149500002,0.0,98.62490416666667,610.9940328333333,16128.382887083333,16838.001824083334,prefill,0,0,12
2,3402.5051651799185,1554.7949981178156,1.0,0.05,1,1692.2944836803865,15,612.1282112000001,508.438861,1354.940604,1408.6760312,0.0,62.409484666666664,549.7187265333333,15101.3055126,15713.433723799999,prefill,0,1,14
3,3701.8096711688263,2095.070307714877,1.0,0.05,1,1298.3176016383618,15,519.3877744,534.234819,1061.8701325,1134.6218969,0.0,10.126182733333332,509.2615916666667,16407.101362933332,16926.489137333334,prefill,0,0,15
4,8763.676264726688,3146.778807984779,1.0,0.05,2,1119.544188269797,11,378.6349929090909,109.761411,1089.113444,1187.0363544000002,0.0,8.267606,370.36738690909095,13913.503973272727,14292.138966181818,prefill,0,0,11
5,8758.52940378194,2633.890507510908,1.0,0.05,2,672.20499933601,11,535.3635015454546,439.230201,1016.3272855,1034.2442755,0.0,22.034747727272727,513.3287538181818,13414.998923818182,13950.362425363635,prefill,0,1,10
6,5.718961279435053,3241.560570046731,1.0,0.05,3,1758.448729799221,18,468.7285004444445,406.6034595,1044.8520210999998,1182.0940778199997,0.0,32.66025083333333,436.0682496111111,15661.476102833334,16130.204603277778,prefill,0,0,18
7,856.5345206787878,4859.9046331661375,1.0,0.05,3,867.9159503792722,17,484.23298082352943,358.893098,1100.9389941999998,1265.93628124,0.0,9.991097,474.2418838235294,15074.562939882353,15558.795920705883,prefill,0,0,17
8,4752.8237809873135,5498.035934949439,1.0,0.05,4,1504.3250545706321,25,734.2673863199999,721.392556,1462.6458033999995,1628.0035089999997,29.65098504790533,135.7388784720947,568.75469172,17712.54077156,18446.784111880002,prefill,0,2,23
9,4381.00083914504,5175.758410355907,1.0,0.05,4,1062.3082979953008,24,646.09732275,535.828169,1317.4410723499998,1415.79790398,0.07742408333333332,127.966227375,517.8507059583333,17463.32455658333,18109.38430745833,prefill,0,4,20
10,5945.191535334412,6193.815103321031,1.0,0.05,5,1394.8911595647273,13,336.53524999999996,247.017226,694.4108219999999,707.3856516,0.0,8.752550692307691,327.78269930769227,14528.988375076924,14865.523625076923,prefill,0,0,13
11,7412.309083479308,5516.804211263912,1.0,0.05,5,907.2313428423192,12,392.7589155,302.14491499999997,979.8595405499996,1217.2576945100002,0.0,7.869657416666667,384.8892580833333,14156.617067583335,14549.375983083333,prefill,0,0,12
12,9039.285715598931,5455.902892055224,1.0,0.05,6,1063.3999168876094,15,646.8102481333333,438.517632,1710.3982921,1761.16519122,0.0,68.18314533333333,578.6271028,17275.77543033333,17922.58567846667,prefill,0,0,15
13,8345.950198860168,5825.09566489794,1.0,0.05,6,1848.4219217711338,15,583.9399674,566.116262,1343.833885299999,1733.9708890599995,35.25690107384615,36.31846219282023,512.2152235333334,16877.7794408,17461.699369866667,prefill,0,0,15
14,3082.583499301337,8989.8148874259,1.0,0.05,7,1794.8731076978372,15,571.0526592000001,440.430967,1475.4658194999995,1740.6045030999996,0.0,45.39453133333333,525.6581278666666,14610.346886533333,15181.399545733333,prefill,0,0,15
15,1545.5333833220463,9298.810156936745,1.0,0.05,7,1417.2453618828288,14,488.27464221428573,381.858254,1404.6869901499997,1784.6360604299994,0.0,43.496033357142856,444.77860885714284,16130.737726642856,16619.012368857144,prefill,0,0,14
16,5384.519970927919,7194.299991448455,1.0,0.05,8,792.0505080400233,15,633.8812739333334,700.930214,1032.8469508,1035.19725736,0.0,49.39675113333333,584.4845227999999,16208.175515266666,16842.0567892,prefill,0,0,15
17,4731.861859093263,9011.808258282543,1.0,0.05,8,1156.5690195674242,15,569.5281278000001,523.322467,1176.4222728999994,1474.3935145799996,0.0,59.10847666666666,510.41965113333333,16544.552600799998,17114.0807286,prefill,0,0,15
18,8184.234645366642,7511.381375407323,1.0,0.05,9,403.8968611183088,13,587.8801680769232,564.34896,1511.4708587999994,1726.1340981599994,0.0,68.52428761538461,519.3558804615384,13905.240840538461,14493.121008615384,prefill,0,2,11
19,7509.644766184729,7700.461885740251,1.0,0.05,9,844.4915278541305,13,624.841640923077,538.982928,1421.9985049999996,1520.4928177999998,0.0,61.321480615384615,563.5201603076923,14332.109932461539,14956.951573384615,prefill,0,0,13
