arm,load,all_mean,all_p50,all_p95,all_p99,all_n,cost_total_yen,cost_tokyo_yen,cost_kagoshima_yen,mean_gpu_util,duration_s,n_tokyo_gpus,n_kagoshima_gpus,label,tokyo_mean,tokyo_p50,tokyo_p95,tokyo_p99,tokyo_n,kg_mean,kg_p50,kg_p95,kg_p99,kg_n
all_tokyo_pp2_spec,heavy,824.3604357666667,712.337934,1930.960326,2768.77842,360,0.9887456252414445,0.9887456252414445,0.0,0.4833340598286163,53.0,12,0,All-Tokyo PP=2+spec,,,,,,,,,,
kg_redirect_kv_pp2,heavy,781.8110902888889,710.550144,1730.481299,2577.753999,360,0.795601150832663,0.4853800124443302,0.31022113838833276,0.48375419620944426,52.0,6,6,6+6 Redirect+KV PP=2,776.1886933149171,628.947715,1773.545179,2825.8169,181,787.4963073407821,759.193401,1589.869529,2182.9181,179
kg_redirect_kv_pp2_spec,heavy,781.8110902888889,710.550144,1730.481299,2577.753999,360,0.795601150832663,0.4853800124443302,0.31022113838833276,0.48375419620944426,52.0,6,6,6+6 Redirect+KV PP=2+spec,776.1886933149171,628.947715,1773.545179,2825.8169,181,787.4963073407821,759.193401,1589.869529,2182.9181,179
