gpu_id,instance_id,gpu_x_m,gpu_y_m,assigned_user_count,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,max_waiting_requests,max_running_requests,prompt_tokens_processed,output_tokens_generated
0,0,1666.667,2113.249,2,24,430.71050020833337,395.954632,686.3620370499996,716.33993024,23.526531791666667,407.1839684166667,0,24,144000,15695
1,1,5000.0,2113.249,2,30,419.2496828666668,395.442376,534.2020290999998,716.1990876700002,24.176003766666664,395.07367910000005,0,30,180000,18889
2,2,8333.333,2113.249,2,22,420.65722931818186,389.588327,595.44331665,759.0360775899999,13.946069545454545,406.7111597727272,0,22,132000,14466
3,3,0.0,5000.0,2,35,413.5824114,403.360898,464.2792491999996,633.2491870599996,13.148452714285714,400.4339586857143,0,35,210000,22625
4,4,3333.333,5000.0,2,49,2422.855990244898,426.568647,8666.4518954,9589.922284479995,28.389698673469386,416.8215724285714,0,49,294000,32215
5,5,6666.667,5000.0,2,25,449.76286567999995,403.484049,633.9444914,655.6669796,28.810504920000003,420.95236076,0,25,150000,17011
6,6,10000.0,5000.0,2,30,438.6837018,400.605216,619.1381719999999,683.4159472100001,19.1112039,419.5724979,0,30,180000,20405
7,7,1666.667,7886.751,2,29,408.55541017241376,399.581814,493.65080159999974,597.2114319999998,12.759212827586207,395.7961973448276,0,29,174000,18457
8,8,5000.0,7886.751,2,30,412.2469072,395.50881300000003,500.9926094499996,691.7204078800002,15.291383,396.9555242,0,30,180000,19793
9,9,8333.333,7886.751,2,26,427.9629926923077,396.4979595,605.13279275,697.4672987499999,18.335804884615385,409.6271878076923,0,26,156000,16197
