gpu_id,instance_id,gpu_x_m,gpu_y_m,assigned_user_count,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,max_waiting_requests,max_running_requests,prompt_tokens_processed,output_tokens_generated
0,0,1666.667,2113.249,5,29,10917.527954310342,9873.160929,24547.731843399997,27327.679663319996,195.02842023077,1123.1628280689654,0,29,290000,18931
1,1,5000.0,2113.249,3,28,4847.041518928571,2047.731069,15672.258215399996,16961.97391656,45.894379550549786,1071.7636587857144,0,28,280000,17326
2,2,8333.333,2113.249,2,20,1416.0791878,1028.4005085,3002.5262061000017,4617.6929820199975,147.39675075,1071.68554885,0,20,200000,13295
3,3,0.0,5000.0,3,27,7548.015570296297,7826.559333,17651.799031299997,18156.47984524,20.667831223931486,1041.6652301851852,0,27,270000,17717
4,4,3333.333,5000.0,3,33,19128.221279848487,14635.243804,48173.92736659999,50684.66214476,52.14727870396331,1062.9530536969698,0,33,330000,22040
5,5,6666.667,5000.0,8,50,46018.69854782,40804.131281,108051.3540163,108430.34886881,147.99623407692047,1103.11648806,0,50,500000,32492
6,6,10000.0,5000.0,4,25,7291.44939972,6974.455387,17337.853628999997,19204.005529359998,17.337164843692168,1039.60481236,0,25,250000,16567
7,7,1666.667,7886.751,3,29,9477.91844124138,7600.946163,23937.975258799997,27978.804017519993,45.66110731830241,1060.5238504482759,0,29,290000,18636
8,8,5000.0,7886.751,6,30,14825.288833800001,11705.617033,39850.61074089999,41713.64977173,32.18656118820534,1050.5483636666665,0,30,300000,20273
9,9,8333.333,7886.751,3,29,11382.054798275862,8630.352296,27265.858862599995,30422.547395399997,69.61573997824965,1076.970567,0,29,290000,18476
