gpu_id,instance_id,gpu_x_m,gpu_y_m,assigned_user_count,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,max_waiting_requests,max_running_requests,prompt_tokens_processed,output_tokens_generated
0,0,1666.667,2113.249,2,24,126.58381333333334,124.7763775,168.64386029999991,176.55097204999998,13.971390208333334,112.612423125,0,24,48000,15695
1,1,5000.0,2113.249,2,30,124.24625006666665,121.8117615,131.13793645,171.87208223000005,11.268679166666667,112.9775709,0,30,60000,18889
2,2,8333.333,2113.249,2,22,120.30089722727271,119.79380499999999,130.28781705,133.21374344999998,8.048661863636363,112.25223536363636,0,22,44000,14466
3,3,0.0,5000.0,2,35,124.033729,124.997786,132.9158579,133.61915678,9.39189942857143,114.64182957142857,0,35,70000,22625
4,4,3333.333,5000.0,2,49,127.52287773469386,127.323606,137.21073819999998,163.05909087999999,10.372019285714286,117.15085844897959,0,49,98000,32215
5,5,6666.667,5000.0,2,25,123.20087064,124.743509,132.40459620000001,139.37637912,10.233259279999999,112.96761136,0,25,50000,17011
6,6,10000.0,5000.0,2,30,124.1681853,123.865126,132.8634023,141.90548027000003,10.1848925,113.9832928,0,30,60000,20405
7,7,1666.667,7886.751,2,29,121.22229831034484,121.982484,131.4552934,132.012739,8.194409551724137,113.02788875862069,0,29,58000,18457
8,8,5000.0,7886.751,2,30,123.5311413,120.161055,133.25282654999998,166.42754617000006,10.0320435,113.4990978,0,30,60000,19793
9,9,8333.333,7886.751,2,26,122.38756961538462,121.56232,132.4617985,154.47777225,9.42849826923077,112.95907134615383,0,26,52000,16197
