instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL,user_id,gpu_id,user_x_m,user_y_m,gpu_x_m,gpu_y_m,distance_m,network_throughput_mbps,request_payload_bytes,first_token_payload_bytes,uplink_distance_latency_ns,uplink_serialization_latency_ns,uplink_latency_ns,downlink_distance_latency_ns,downlink_serialization_latency_ns,downlink_latency_ns,communication_latency_ns,request_send_time_ns,gpu_arrival_time_ns,first_schedule_time_ns,first_token_ready_time_ns,first_token_received_time_ns,request_end_time_ns,queueing_before_ttft_ns,prefill_service_ns,simulator_ttft_ns,e2e_ttft_ns,decode_queueing_ns,decode_active_ns,decode_after_ttft_ns,request_completion_latency_ns,ttft_bottleneck,total_latency_bottleneck,communication_ratio,queueing_ratio,prefill_ratio,decode_ratio,nearest_gpu_id,rerouted,reject_penalty_ns,migration_latency_ns,redirect_capacity_reason,capacity_running_reqs,capacity_max_num_seqs,capacity_required_kv_bytes,capacity_free_npu_bytes,capacity_projected_active_kv_bytes,capacity_kv_budget_bytes,capacity_available_kv_bytes,router_capacity_wait_start_ns,router_decision_time_ns,router_capacity_wait_ns,router_candidate_gpu_count,router_capacity_retry_count,router_initial_instance_id,router_initial_waiting_reqs,router_initial_running_reqs,router_initial_max_num_seqs,router_initial_required_kv_bytes,router_initial_free_npu_bytes,router_initial_projected_active_kv_bytes,router_initial_kv_budget_bytes,router_initial_available_kv_bytes,router_initial_capacity_pressure,router_initial_slot_pressure,router_initial_admissible,router_initial_candidate_count,router_initial_admissible_candidate_count,router_initial_total_waiting_reqs,router_initial_max_waiting_reqs,router_initial_total_running_reqs,router_initial_max_running_reqs,router_initial_min_available_kv_bytes,router_initial_max_available_kv_bytes,router_initial_min_capacity_pressure,router_initial_max_capacity_pressure,router_initial_target_instance_id,router_initial_target_waiting_reqs,router_initial_target_running_reqs,router_initial_target_max_num_seqs,router_initial_target_required_kv_bytes,router_initial_target_free_npu_bytes,router_initial_target_projected_active_kv_bytes,router_initial_target_kv_budget_bytes,router_initial_target_available_kv_bytes,router_initial_target_capacity_pressure,router_initial_target_slot_pressure,router_initial_target_admissible,router_decision_instance_id,router_decision_waiting_reqs,router_decision_running_reqs,router_decision_max_num_seqs,router_decision_required_kv_bytes,router_decision_free_npu_bytes,router_decision_projected_active_kv_bytes,router_decision_kv_budget_bytes,router_decision_available_kv_bytes,router_decision_capacity_pressure,router_decision_slot_pressure,router_decision_admissible,router_first_block_reason,router_first_block_instance_id,adaptive_selected_route,adaptive_predicted_local_ttft_ns,adaptive_predicted_cold_ttft_ns,adaptive_predicted_kv_ttft_ns,adaptive_predicted_selected_ttft_ns,adaptive_target_reserved_kv_bytes,adaptive_target_reserved_prefill_tokens,oneshot_selected_route,oneshot_decision_reason,oneshot_decision_time_ns,oneshot_predicted_local_wait_ns,oneshot_predicted_local_ttft_ns,oneshot_predicted_redirect_ttft_ns,oneshot_redirect_margin_ns,oneshot_max_local_wait_ns,oneshot_target_admissible,oneshot_target_reservation_enabled,oneshot_prediction_model,oneshot_formula_local_route_probability,oneshot_formula_local_route_positive_ms,oneshot_formula_local_route_ms,oneshot_formula_local_scheduler_ms,oneshot_formula_local_compute_ms,oneshot_formula_redirect_route_probability,oneshot_formula_redirect_route_positive_ms,oneshot_formula_redirect_route_ms,oneshot_formula_redirect_scheduler_ms,oneshot_formula_redirect_compute_ms,scheduler_admission_time_ns,scheduler_waiting_reqs_at_admission,scheduler_running_reqs_at_admission,scheduler_running_decode_reqs_at_admission,scheduler_token_budget_at_admission,scheduler_inflight_prefill_tokens_at_admission,scheduler_inflight_decode_tokens_at_admission,scheduler_available_token_budget_at_admission,scheduler_prefill_tokens_ahead_at_admission,scheduler_waiting_reqs_at_first_schedule,scheduler_running_reqs_at_first_schedule,scheduler_running_decode_reqs_at_first_schedule,scheduler_token_budget_at_first_schedule,scheduler_scheduled_prefill_tokens,scheduler_scheduled_decode_tokens,scheduler_batch_num_seqs,scheduler_prefill_tokens_ahead,failover_mode,failed_instance_id,failover_target_instance_id,reuse_prefix_toks,kv_migration_tokens,kv_migration_bytes,kv_migration_latency_ns,kv_migration_distance_latency_ns,kv_migration_serialization_latency_ns,kv_migration_bandwidth_gbps,kv_migration_distance_m,kv_ready_time_ns,kv_migration_effective_latency_ns,kv_migration_speculative_hidden_ns,speculative_kv_target_instance_id,speculative_kv_pin_time_ns,speculative_kv_elapsed_ns,speculative_kv_wasted,speculative_kv_wasted_ns,proactive_kv_prewarm_hit,proactive_kv_prewarm_hit_tokens,proactive_kv_prewarm_seeded_tokens,proactive_kv_prewarm_wasted,proactive_kv_prewarm_pin_applied
0,8,meta-llama/Llama-3.1-8B,4061,9,221494738,3081078413,2859583675,419993637,683992560,271948889,"[277004687, 251236346, 277151573, 257892149, 288067860, 269768786, 258172626, 296297088]",8826,0,145.28030623427443,140.50773760545874,93.54143466934855,124.72191289246473,54.09346626609603,100.0,16744,100,270,1339520,1339790,270,8000,8270,1348060,220154948,221494738,373500037,905487298,905495568,3081078413,152005299,531987261,683992560,685340620,0,2175591115,2175591115,2860923465,prefill,decode,0.001966992705028924,0.221795257079611,0.77623775021536,0.7604484540418438,0,0,0,0,,,,,,,,,-1,221667872,0,12,0,0,0,1,128,534773760,9380028416,761266176,9709281280,8948015104,0.13348464202697402,0.015625,1,12,12,3,3,5,1,7767318528,9709281280,0.05507861442860578,0.2550895829026801,1,3,1,128,534773760,8880906240,1941962752,9709281280,7767318528,0.2550895829026801,0.015625,1,0,0,1,128,534773760,9115787264,761266176,9709281280,8948015104,0.13348464202697402,0.015625,1,,,,,,,,0,0,local,home_admissible,221667872,,,,,,,,,,,,,,,,,,,221494738,0,1,0,2048,2048,0,0,0,2,0,0,2048,2048,0,2,0,local_kv,0,0,2016,2016,264241152,0,0,0,0,0,221494738,0,0,,-1,0,,0,,0,0,,
0,40,meta-llama/Llama-3.1-8B,3179,2,958794980,4516616149,3557821169,2962203908,3265039620,292781549,[292781549],22321,0,156.5185681749902,73.53322936440529,93.54143466934855,124.72191289246473,81.1566427713914,100.0,13216,100,406,1057280,1057686,406,8000,8406,1066092,957737294,958794980,3640914960,4223834600,4223843006,4516616149,2682119980,582919640,3265039620,3266105712,0,292781549,292781549,3558878855,queueing,queueing,0.0003264107453972084,0.8211981535519877,0.17847543570261512,0.08226772233232595,0,0,0,0,,,,,,,,,-1,958834241,0,12,0,0,7,5,128,417333248,5334622208,7742685184,9709281280,1966596096,0.8404348578106082,0.046875,1,12,12,16,7,24,5,1966596096,9709281280,0.042982918710951175,0.8404348578106082,1,7,5,128,417333248,6056042496,6381633536,9709281280,3327647744,0.7002543842256468,0.046875,1,0,7,5,128,417333248,5127004160,7742685184,9709281280,1966596096,0.8404348578106082,0.046875,1,,,,,,,,0,0,local,home_admissible,958834241,,,,,,,,,,,,,,,,,,,958794980,7,5,2,2048,2046,2,0,35220,5,0,0,2048,2038,10,12,0,local_kv,0,0,1584,1584,207618048,0,0,0,0,0,958794980,0,0,,-1,0,,0,,0,0,,
0,41,meta-llama/Llama-3.1-8B,4061,9,962635522,5082764537,4120129015,2958363366,3261199078,107366242,"[292781549, 233482832, 194129861, 27701155, 27704163, 27707139, 27710115, 27713123]",19600,0,96.52112511143307,140.59701094283946,93.54143466934855,124.72191289246473,16.15231541419562,100.0,16744,100,81,1339520,1339601,81,8000,8081,1347682,961295921,962635522,3920998888,4223834600,4223842681,5082764537,2958363366,302835712,3261199078,3262546760,0,858929937,858929937,4121468616,queueing,queueing,0.0004130766849147014,0.906765046947557,0.0928218763675283,0.2084034437523838,0,0,0,0,,,,,,,,,-1,962640463,0,12,0,0,8,5,128,534773760,5127004160,8160018432,9709281280,1549262848,0.895513472239214,0.046875,1,12,12,17,8,24,5,1549262848,9709281280,0.05507861442860578,0.895513472239214,1,7,5,128,534773760,6056042496,6381633536,9709281280,3327647744,0.7123500799433015,0.046875,1,0,8,5,128,534773760,5127004160,8160018432,9709281280,1549262848,0.895513472239214,0.046875,1,,,,,,,,0,0,local,home_admissible,962640463,,,,,,,,,,,,,,,,,,,962635522,8,5,2,2048,2046,2,0,38399,4,0,0,2048,2037,11,14,0,local_kv,0,0,2016,2016,264241152,0,0,0,0,0,962635522,0,0,,-1,0,,0,,0,0,,
0,35,meta-llama/Llama-3.1-8B,5083,71,868736356,6948880432,6080144076,2772178604,3052262532,43255450,"[302835712, 292781549, 233482832, 194129861, 27701155, 27704163, 27707139, 27710115, 27713123, 27323582, 27326398, 208436416, 27552355, 27555363, 27558371, 27561411, 27564419, 27567459, 27570499, 27573507, 27576515, 27579523, 27582563, 27585571, 27588579, 27591619, 27594627, 27597635, 27600643, 27603651, 27606659, 27609667, 27612707, 27615715, 27618691, 27621731, 27624739, 27627715, 27630755, 27633763, 27636739, 27639779, 27642755, 27645763, 27648771, 27651779, 27654755, 27657763, 27660771, 27663779, 27666755, 27669795, 27672771, 27675747, 27695024, 27681763, 27684739, 27687747, 27690755, 27693731, 27696707, 27699715, 27702691, 27705667, 27708675, 27711651, 27714627, 27717635, 27720611, 27723587]",24412,0,153.9865682813675,136.68348789730717,93.54143466934855,124.72191289246473,61.61731456312663,100.0,20832,100,308,1666560,1666868,308,8000,8308,1675176,867069488,868736356,3361996941,3920998888,3921007196,6948880432,2493260585,559001947,3052262532,3053937708,0,3027881544,3027881544,6081810944,queueing,decode,0.00054852985233188,0.8164084612691125,0.18304300887855568,0.4978578643231274,0,0,0,0,,,,,,,,,-1,868737693,0,12,0,0,8,3,128,677380096,5934407680,7065305088,9709281280,2643976192,0.7974519390996571,0.03125,1,12,12,14,8,21,5,2643976192,9709281280,0.06976624494290065,0.7974519390996571,1,6,5,128,677380096,6263660544,5962203136,9709281280,3747078144,0.6838387971802584,0.046875,1,0,8,3,128,677380096,5603057664,7065305088,9709281280,2643976192,0.7974519390996571,0.03125,1,,,,,,,,0,0,local,home_admissible,868737693,,,,,,,,,,,,,,,,,,,868736356,8,3,1,2048,2047,1,0,36661,6,0,0,2048,2039,9,11,0,local_kv,0,0,2528,2528,331350016,0,0,0,0,0,868736356,0,0,,-1,0,,0,,0,0,,
0,16,meta-llama/Llama-3.1-8B,3367,130,435932251,8480237442,8044305191,469555047,746559734,56571670,"[251236346, 277151573, 257892149, 288067860, 269768786, 258172626, 296297088, 280918528, 278918019, 280083928, 302835712, 292781549, 233482832, 194129861, 27701155, 27704163, 27707139, 27710115, 27713123, 27323582, 27326398, 208436416, 27552355, 27555363, 27558371, 27561411, 27564419, 27567459, 27570499, 27573507, 27576515, 27579523, 27582563, 27585571, 27588579, 27591619, 27594627, 27597635, 27600643, 27603651, 27606659, 27609667, 27612707, 27615715, 27618691, 27621731, 27624739, 27627715, 27630755, 27633763, 27636739, 27639779, 27642755, 27645763, 27648771, 27651779, 27654755, 27657763, 27660771, 27663779, 27666755, 27669795, 27672771, 27675747, 27695024, 27681763, 27684739, 27687747, 27690755, 27693731, 27696707, 27699715, 27702691, 27705667, 27708675, 27711651, 27714627, 27717635, 27720611, 27723587, 27129278, 214105242, 27378819, 27381859, 27384963, 27388003, 27391075, 27410352, 27397187, 27400259, 27403299, 27406371, 27409443, 27412483, 27415523, 27418627, 27421667, 27424707, 27427747, 27430851, 27433891, 27436931, 27439971, 27443043, 27446083, 27449123, 27452195, 27455235, 27458275, 27461315, 27464387, 27467427, 27470467, 27473507, 27476547, 27479587, 27482627, 27485699, 27488707, 27491747, 27494819, 27497827, 27500867, 27503907, 27506947, 27509987, 27512995, 27516067, 27519075]",18551,0,19.69348619412287,54.83720593047312,93.54143466934855,124.72191289246473,101.6729647505325,100.0,13968,100,508,1117440,1117948,508,8000,8508,1126456,434814303,435932251,905487298,1182491985,1182500493,8480237442,469555047,277004687,746559734,747686190,0,7297745457,7297745457,8045423139,queueing,decode,0.001506589281794813,0.6280108597431765,0.3704825509750287,0.9070669887203878,0,0,0,0,,,,,,,,,-1,435963398,0,12,0,0,1,2,128,459276288,8595693568,1820327936,9709281280,7888953344,0.2347860936623313,0.0234375,1,12,12,4,3,12,3,6653730816,9709281280,0.047302810038684966,0.3620068932640913,1,3,3,128,459276288,8184651776,3055550464,9709281280,6653730816,0.3620068932640913,0.03125,1,0,1,2,128,459276288,8375492608,1820327936,9709281280,7888953344,0.2347860936623313,0.0234375,1,,,,,,,,0,0,local,home_admissible,435963398,,,,,,,,,,,,,,,,,,,435932251,1,2,0,2048,2048,0,0,3851,9,0,0,2048,2046,2,5,0,local_kv,0,0,1680,1680,220200960,0,0,0,0,0,435932251,0,0,,-1,0,,0,,0,0,,
0,13,meta-llama/Llama-3.1-8B,3851,138,372996950,8715055907,8342058957,532490348,809495035,54982218,"[251236346, 277151573, 257892149, 288067860, 269768786, 258172626, 296297088, 280918528, 278918019, 280083928, 302835712, 292781549, 233482832, 194129861, 27701155, 27704163, 27707139, 27710115, 27713123, 27323582, 27326398, 208436416, 27552355, 27555363, 27558371, 27561411, 27564419, 27567459, 27570499, 27573507, 27576515, 27579523, 27582563, 27585571, 27588579, 27591619, 27594627, 27597635, 27600643, 27603651, 27606659, 27609667, 27612707, 27615715, 27618691, 27621731, 27624739, 27627715, 27630755, 27633763, 27636739, 27639779, 27642755, 27645763, 27648771, 27651779, 27654755, 27657763, 27660771, 27663779, 27666755, 27669795, 27672771, 27675747, 27695024, 27681763, 27684739, 27687747, 27690755, 27693731, 27696707, 27699715, 27702691, 27705667, 27708675, 27711651, 27714627, 27717635, 27720611, 27723587, 27129278, 214105242, 27378819, 27381859, 27384963, 27388003, 27391075, 27410352, 27397187, 27400259, 27403299, 27406371, 27409443, 27412483, 27415523, 27418627, 27421667, 27424707, 27427747, 27430851, 27433891, 27436931, 27439971, 27443043, 27446083, 27449123, 27452195, 27455235, 27458275, 27461315, 27464387, 27467427, 27470467, 27473507, 27476547, 27479587, 27482627, 27485699, 27488707, 27491747, 27494819, 27497827, 27500867, 27503907, 27506947, 27509987, 27512995, 27516067, 27519075, 27235902, 42170129, 27561187, 27564195, 27567203, 27570275, 27573283, 27576291]",9281,0,158.04357070664236,90.52497660906428,93.54143466934855,124.72191289246473,73.00654768268738,100.0,15904,100,365,1272320,1272685,365,8000,8365,1281050,371724265,372996950,641488375,1182491985,1182500350,8715055907,268491425,541003610,809495035,810776085,0,7532563922,7532563922,8343331642,prefill,decode,0.0015800293369531244,0.33115360697892315,0.6672663636841237,0.9028235593515589,0,0,0,0,,,,,,,,,-1,373020766,0,12,0,0,1,1,128,524288000,9115787264,1296039936,9709281280,8413241344,0.18748328362364633,0.015625,1,12,12,4,2,9,3,7257710592,9709281280,0.05399864159667234,0.30649628970271214,1,2,3,128,524288000,8469864448,2451570688,9709281280,7257710592,0.30649628970271214,0.03125,1,0,1,1,128,524288000,8864129024,1296039936,9709281280,8413241344,0.18748328362364633,0.015625,1,,,,,,,,0,0,local,home_admissible,373020766,,,,,,,,,,,,,,,,,,,372996950,1,1,0,2048,2048,0,0,4061,5,0,0,2048,2047,1,3,0,local_kv,0,0,1920,1920,251658240,0,0,0,0,0,372996950,0,0,,-1,0,,0,,0,0,,
0,50,meta-llama/Llama-3.1-8B,3540,130,1195720392,9102655473,7906935081,3028114208,3320895757,35550692,"[233482832, 194129861, 27701155, 27704163, 27707139, 27710115, 27713123, 27323582, 27326398, 208436416, 27552355, 27555363, 27558371, 27561411, 27564419, 27567459, 27570499, 27573507, 27576515, 27579523, 27582563, 27585571, 27588579, 27591619, 27594627, 27597635, 27600643, 27603651, 27606659, 27609667, 27612707, 27615715, 27618691, 27621731, 27624739, 27627715, 27630755, 27633763, 27636739, 27639779, 27642755, 27645763, 27648771, 27651779, 27654755, 27657763, 27660771, 27663779, 27666755, 27669795, 27672771, 27675747, 27695024, 27681763, 27684739, 27687747, 27690755, 27693731, 27696707, 27699715, 27702691, 27705667, 27708675, 27711651, 27714627, 27717635, 27720611, 27723587, 27129278, 214105242, 27378819, 27381859, 27384963, 27388003, 27391075, 27410352, 27397187, 27400259, 27403299, 27406371, 27409443, 27412483, 27415523, 27418627, 27421667, 27424707, 27427747, 27430851, 27433891, 27436931, 27439971, 27443043, 27446083, 27449123, 27452195, 27455235, 27458275, 27461315, 27464387, 27467427, 27470467, 27473507, 27476547, 27479587, 27482627, 27485699, 27488707, 27491747, 27494819, 27497827, 27500867, 27503907, 27506947, 27509987, 27512995, 27516067, 27519075, 27235902, 42170129, 27561187, 27564195, 27567203, 27570275, 27573283, 27576291, 27202014, 257712611, 74941994, 27742947]",20128,0,172.47329854280693,61.95412897822559,93.54143466934855,124.72191289246473,100.84658562411909,100.0,14660,100,504,1172800,1173304,504,8000,8504,1181808,1194547088,1195720392,4223834600,4516616149,4516624653,9102655473,3028114208,292781549,3320895757,3322077565,0,4586039324,4586039324,7908108385,queueing,decode,0.00035574365043460385,0.911512193424659,0.08813206292490645,0.5799154701897579,0,0,0,0,,,,,,,,,-1,1195721310,0,12,0,0,9,6,128,482344960,4625784832,9189720064,9709281280,519561216,0.9961669401754112,0.0546875,1,12,12,20,9,29,6,519561216,9709281280,0.049678750268938546,0.9961669401754112,1,6,6,128,482344960,5783412736,6381633536,9709281280,3327647744,0.7069502157836342,0.0546875,1,0,9,6,128,482344960,4395098112,9189720064,9709281280,519561216,0.9961669401754112,0.0546875,1,,,,,,,,0,0,local,home_admissible,1195721310,,,,,,,,,,,,,,,,,,,1195720392,9,6,4,2048,2044,4,0,41776,2,0,0,2048,2035,13,16,0,local_kv,0,0,1760,1760,230686720,0,0,0,0,0,1195720392,0,0,,-1,0,,0,,0,0,,
0,200,meta-llama/Llama-3.1-8B,3028,137,4708166378,9527102973,4818936595,41932603,236062464,33697603,"[27701155, 27704163, 27707139, 27710115, 27713123, 27323582, 27326398, 208436416, 27552355, 27555363, 27558371, 27561411, 27564419, 27567459, 27570499, 27573507, 27576515, 27579523, 27582563, 27585571, 27588579, 27591619, 27594627, 27597635, 27600643, 27603651, 27606659, 27609667, 27612707, 27615715, 27618691, 27621731, 27624739, 27627715, 27630755, 27633763, 27636739, 27639779, 27642755, 27645763, 27648771, 27651779, 27654755, 27657763, 27660771, 27663779, 27666755, 27669795, 27672771, 27675747, 27695024, 27681763, 27684739, 27687747, 27690755, 27693731, 27696707, 27699715, 27702691, 27705667, 27708675, 27711651, 27714627, 27717635, 27720611, 27723587, 27129278, 214105242, 27378819, 27381859, 27384963, 27388003, 27391075, 27410352, 27397187, 27400259, 27403299, 27406371, 27409443, 27412483, 27415523, 27418627, 27421667, 27424707, 27427747, 27430851, 27433891, 27436931, 27439971, 27443043, 27446083, 27449123, 27452195, 27455235, 27458275, 27461315, 27464387, 27467427, 27470467, 27473507, 27476547, 27479587, 27482627, 27485699, 27488707, 27491747, 27494819, 27497827, 27500867, 27503907, 27506947, 27509987, 27512995, 27516067, 27519075, 27235902, 42170129, 27561187, 27564195, 27567203, 27570275, 27573283, 27576291, 27202014, 257712611, 74941994, 27742947, 27430302, 27433150, 27435966, 27438782, 27441598, 27444382, 27447230, 204704023, 27672067]",24807,0,105.66834227876798,37.16011769555183,93.54143466934855,124.72191289246473,88.39756708345266,100.0,12612,100,442,1008960,1009402,442,8000,8442,1017844,4707156976,4708166378,4750098981,4944228842,4944237284,9527102973,41932603,194129861,236062464,237080308,0,4582874131,4582874131,4819945997,prefill,decode,0.004293245645690657,0.17687088123742442,0.8188358731168849,0.9508127491659055,0,0,0,0,,,,,,,,,-1,4728625898,0,12,0,0,0,15,128,415236096,945283072,9225371648,9709281280,483909632,0.9929270216796109,0.125,1,12,11,23,4,163,17,397926400,1442308096,0.8942175048408938,1.0017827989014652,1,0,17,128,415236096,601350144,9311354880,9709281280,397926400,1.0017827989014652,0.140625,0,0,0,15,128,415236096,748150784,9225371648,9709281280,483909632,0.9929270216796109,0.125,1,,,,,,,,0,0,local,home_admissible,4728625898,,,,,,,,,,,,,,,,,,,4708166378,0,15,14,2048,1809,14,225,0,1,0,0,2048,1524,15,16,0,local_kv,0,0,1504,1504,197132288,0,0,0,0,0,4708166378,0,0,,-1,0,,0,,0,0,,
0,42,meta-llama/Llama-3.1-8B,3622,143,1039879209,9636931253,8597052044,3183955391,3476736940,36058557,"[233482832, 194129861, 27701155, 27704163, 27707139, 27710115, 27713123, 27323582, 27326398, 208436416, 27552355, 27555363, 27558371, 27561411, 27564419, 27567459, 27570499, 27573507, 27576515, 27579523, 27582563, 27585571, 27588579, 27591619, 27594627, 27597635, 27600643, 27603651, 27606659, 27609667, 27612707, 27615715, 27618691, 27621731, 27624739, 27627715, 27630755, 27633763, 27636739, 27639779, 27642755, 27645763, 27648771, 27651779, 27654755, 27657763, 27660771, 27663779, 27666755, 27669795, 27672771, 27675747, 27695024, 27681763, 27684739, 27687747, 27690755, 27693731, 27696707, 27699715, 27702691, 27705667, 27708675, 27711651, 27714627, 27717635, 27720611, 27723587, 27129278, 214105242, 27378819, 27381859, 27384963, 27388003, 27391075, 27410352, 27397187, 27400259, 27403299, 27406371, 27409443, 27412483, 27415523, 27418627, 27421667, 27424707, 27427747, 27430851, 27433891, 27436931, 27439971, 27443043, 27446083, 27449123, 27452195, 27455235, 27458275, 27461315, 27464387, 27467427, 27470467, 27473507, 27476547, 27479587, 27482627, 27485699, 27488707, 27491747, 27494819, 27497827, 27500867, 27503907, 27506947, 27509987, 27512995, 27516067, 27519075, 27235902, 42170129, 27561187, 27564195, 27567203, 27570275, 27573283, 27576291, 27202014, 257712611, 74941994, 27742947, 27430302, 27433150, 27435966, 27438782, 27441598, 27444382, 27447230, 204704023, 27672067, 27452862, 27455646, 27458494, 27461278]",18018,0,166.950882873308,102.56741476022651,93.54143466934855,124.72191289246473,76.67965097143538,100.0,14988,100,383,1199040,1199423,383,8000,8383,1207806,1038679786,1039879209,3920998888,4516616149,4516624532,9636931253,2881119679,595617261,3476736940,3477944746,0,5120315104,5120315104,8598251467,queueing,decode,0.0003472757873422524,0.8283971970266603,0.17125552718599746,0.5955059736883853,0,0,0,0,,,,,,,,,-1,1039894745,0,12,0,0,9,5,128,494927872,5127004160,8694792192,9709281280,1014489088,0.9464881899064727,0.046875,1,12,12,16,9,26,6,1014489088,9709281280,0.05097471766725868,0.9464881899064727,1,6,6,128,494927872,5783412736,6381633536,9709281280,3327647744,0.7082461831819543,0.0546875,1,0,9,5,128,494927872,4890025984,8694792192,9709281280,1014489088,0.9464881899064727,0.046875,1,,,,,,,,0,0,local,home_admissible,1039894745,,,,,,,,,,,,,,,,,,,1039879209,9,5,2,2048,2046,2,0,42460,3,0,0,2048,2037,11,14,0,local_kv,0,0,1808,1808,236978176,0,0,0,0,0,1039879209,0,0,,-1,0,,0,,0,0,,
0,128,meta-llama/Llama-3.1-8B,3668,176,3141755062,10935892185,7794137123,1374861087,1608343919,35347389,"[194129861, 27701155, 27704163, 27707139, 27710115, 27713123, 27323582, 27326398, 208436416, 27552355, 27555363, 27558371, 27561411, 27564419, 27567459, 27570499, 27573507, 27576515, 27579523, 27582563, 27585571, 27588579, 27591619, 27594627, 27597635, 27600643, 27603651, 27606659, 27609667, 27612707, 27615715, 27618691, 27621731, 27624739, 27627715, 27630755, 27633763, 27636739, 27639779, 27642755, 27645763, 27648771, 27651779, 27654755, 27657763, 27660771, 27663779, 27666755, 27669795, 27672771, 27675747, 27695024, 27681763, 27684739, 27687747, 27690755, 27693731, 27696707, 27699715, 27702691, 27705667, 27708675, 27711651, 27714627, 27717635, 27720611, 27723587, 27129278, 214105242, 27378819, 27381859, 27384963, 27388003, 27391075, 27410352, 27397187, 27400259, 27403299, 27406371, 27409443, 27412483, 27415523, 27418627, 27421667, 27424707, 27427747, 27430851, 27433891, 27436931, 27439971, 27443043, 27446083, 27449123, 27452195, 27455235, 27458275, 27461315, 27464387, 27467427, 27470467, 27473507, 27476547, 27479587, 27482627, 27485699, 27488707, 27491747, 27494819, 27497827, 27500867, 27503907, 27506947, 27509987, 27512995, 27516067, 27519075, 27235902, 42170129, 27561187, 27564195, 27567203, 27570275, 27573283, 27576291, 27202014, 257712611, 74941994, 27742947, 27430302, 27433150, 27435966, 27438782, 27441598, 27444382, 27447230, 204704023, 27672067, 27452862, 27455646, 27458494, 27461278, 27000241, 27002865, 195214741, 220411379, 27600803, 27603779, 27606819, 27609827, 27612835, 27615843, 27618883, 27621859, 27624867, 27627907, 27630883, 27633891, 27636931, 27639907, 27642915, 27645891, 27648931, 27651939, 27654915, 27657923, 27660931, 27663907, 27666915, 27669923, 27672931, 27675907, 27678915, 27681923, 27684899, 27687907]",16585,0,115.84825179429126,79.09425360992424,93.54143466934855,124.72191289246473,50.78855561885218,100.0,15172,100,254,1213760,1214014,254,8000,8254,1222268,3140541048,3141755062,4223834600,4750098981,4750107235,10935892185,1082079538,526264381,1608343919,1609566187,0,6185793204,6185793204,7795351137,queueing,decode,0.0007593772843092161,0.6722802372090337,0.326960385506657,0.7935225168889202,0,0,0,0,,,,,,,,,-1,3183526399,0,12,0,0,5,10,128,505413632,2520244224,9137291264,9709281280,571990016,0.9931430162459975,0.0859375,1,12,11,21,5,104,14,68673536,4825014272,0.5551060356137916,1.044981712178803,1,4,14,128,505413632,2134368256,9640607744,9709281280,68673536,1.044981712178803,0.1171875,0,0,5,10,128,505413632,2281168896,9137291264,9709281280,571990016,0.9931430162459975,0.0859375,1,,,,,,,,0,0,local,home_admissible,3183526399,,,,,,,,,,,,,,,,,,,3141755062,5,10,8,2048,2040,8,0,19485,1,0,0,2048,2035,13,16,0,local_kv,0,0,1824,1824,239075328,0,0,0,0,0,3141755062,0,0,,-1,0,,0,,0,0,,
