gpu_id,instance_id,gpu_x_m,gpu_y_m,assigned_user_count,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,max_waiting_requests,max_running_requests,prompt_tokens_processed,output_tokens_generated
0,0,1666.667,2113.249,2,24,698.545119375,702.6817679999999,1321.4427374499999,1378.82657185,101.60840520833332,596.9367141666667,0,24,141024,15695
1,1,5000.0,2113.249,2,30,559.5243894,521.3480075,1304.1178670999998,1394.3049482000001,35.379964,524.1444253999999,0,30,166048,18889
2,2,8333.333,2113.249,3,24,493.2036157083333,370.8595565,1027.7194226499998,1170.3110893,16.592573625,476.4221680416667,0,24,107584,15667
3,3,0.0,5000.0,2,35,476.2592480571428,394.321993,1099.4855169999996,1276.3200592599997,21.649518971428574,454.60972908571426,0,35,167584,22625
4,4,3333.333,5000.0,2,44,683.5984453863638,576.0788885,1426.6736104000001,1594.4513805,146.4048891818182,537.1935562045455,0,44,229072,29212
5,5,6666.667,5000.0,3,26,398.01953130769226,305.75676550000003,1092.686028,1260.26193625,9.960020111242734,367.6795277307692,0,26,110048,17694
6,6,10000.0,5000.0,2,29,573.4387690000001,546.567634,1525.7256651999992,1748.4719794399998,42.28951434482759,531.1492546551724,0,29,155584,19637
7,7,1666.667,7886.751,4,31,566.1462701612903,400.670521,1645.040974,1846.8424774,70.33020435193733,488.80419912903227,0,31,148048,19576
8,8,5000.0,7886.751,2,30,597.0612361666666,562.59742,1023.6716439999999,1381.8322495600005,52.52088646666667,544.5403497000001,0,30,157536,19793
9,9,8333.333,7886.751,3,27,631.3588497037038,569.986408,1483.5574504999997,1718.7821948799997,62.63582503304828,549.0530554444445,0,27,143072,16965
