gpu_id,instance_id,gpu_x_m,gpu_y_m,assigned_user_count,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,max_waiting_requests,max_running_requests,prompt_tokens_processed,output_tokens_generated
0,0,100.0,125.0,12,15,48.168279,46.02699,71.46670049999999,76.58560729999999,6.023004666666667,41.80794193333333,0,15,13520,10031
1,1,300.0,125.0,10,10,34.4949376,30.8293945,47.1327176,47.264006720000005,4.5848665,29.669741300000002,0,10,5986,6832
2,2,500.0,125.0,12,12,39.75585883333333,39.9003455,61.638498199999994,61.994870039999995,5.736616666666667,33.739179666666665,0,12,8671,7747
3,3,700.0,125.0,23,24,53.15454524999999,47.705076000000005,86.02498055,101.32541687999999,5.9984391666666665,46.79319475,0,24,23550,15226
4,4,900.0,125.0,14,14,56.39116507142857,53.1447195,95.24431714999999,103.61174582999999,4.509744642857143,51.466708857142855,0,14,16005,9567
5,5,100.0,375.0,10,10,41.908970599999996,38.181194500000004,71.04154129999999,72.14132906,4.7149392,36.892452799999994,0,10,7896,6922
6,6,300.0,375.0,11,12,59.23046016666666,46.424493,135.25821679999999,147.55106176,5.665415833333333,53.14471666666667,0,12,13923,7612
7,7,500.0,375.0,17,18,47.69286794444444,42.0627815,82.35167299999992,119.95019219999989,5.180686388888889,42.17559933333334,0,18,16183,11980
8,8,700.0,375.0,18,19,51.95946905263158,39.425436,119.39362849999985,171.66507770000004,4.818660631578948,46.77450442105263,0,19,18851,12652
9,9,900.0,375.0,18,18,36.021678055555554,30.706105,66.71938874999998,75.94574094999997,5.065371277777778,30.707104,0,18,11270,11357
10,10,100.0,625.0,16,19,40.85020015789475,41.530982,63.870580599999954,79.23884092,5.717453631578947,34.84928578947368,0,19,13928,12066
11,11,300.0,625.0,17,19,50.34631573684211,42.795761,86.63719589999998,94.17976398,5.950463947368421,44.03056589473684,0,19,18785,12706
12,12,500.0,625.0,20,20,48.455999250000005,40.19796650000001,106.596568,107.3251952,7.2927906,40.83398025,0,20,17517,13008
13,13,700.0,625.0,13,13,42.320813307692305,31.478148,86.52271839999989,125.54702607999991,5.666352461538462,36.36527053846154,0,13,9767,8021
14,14,900.0,625.0,7,8,35.143448625,35.692864,49.154458549999994,51.08369971,2.67779075,32.202443625,0,8,5358,4953
15,15,100.0,875.0,14,14,45.88562521428572,38.985712500000005,76.15987115,78.22086463,6.373002428571428,39.19143992857143,0,14,11912,9751
16,16,300.0,875.0,12,12,35.861968833333336,32.340104499999995,58.44190025,58.70348245,4.774469083333333,30.834614583333334,0,12,7646,7796
17,17,500.0,875.0,12,13,51.86791961538462,50.921153,75.45452939999997,85.01304827999998,6.709764230769231,44.79710046153846,0,13,12690,8097
18,18,700.0,875.0,11,11,35.05390263636363,37.047357,44.908665,45.4251418,6.258400909090909,28.55874390909091,0,11,6466,6600
19,19,900.0,875.0,18,19,46.846175894736845,45.464297,73.94929369999997,82.10185874,4.956972578947368,41.5486837368421,0,19,17315,12829
