instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL,user_id,gpu_id,user_x_m,user_y_m,gpu_x_m,gpu_y_m,distance_m,network_throughput_mbps,request_payload_bytes,first_token_payload_bytes,uplink_distance_latency_ns,uplink_serialization_latency_ns,uplink_latency_ns,downlink_distance_latency_ns,downlink_serialization_latency_ns,downlink_latency_ns,communication_latency_ns,request_send_time_ns,gpu_arrival_time_ns,first_schedule_time_ns,first_token_ready_time_ns,first_token_received_time_ns,request_end_time_ns,queueing_before_ttft_ns,prefill_service_ns,simulator_ttft_ns,e2e_ttft_ns,decode_queueing_ns,decode_active_ns,decode_after_ttft_ns,request_completion_latency_ns,ttft_bottleneck,total_latency_bottleneck,communication_ratio,queueing_ratio,prefill_ratio,decode_ratio,nearest_gpu_id,rerouted,reject_penalty_ns,migration_latency_ns,failover_mode,failed_instance_id,failover_target_instance_id,reuse_prefix_toks,kv_migration_tokens,kv_migration_bytes,kv_migration_latency_ns,kv_migration_distance_latency_ns,kv_migration_serialization_latency_ns,kv_migration_bandwidth_gbps,kv_migration_distance_m
0,0,meta-llama/Llama-3.1-8B,10,70,46971839,827592708,780620869,0,11008270,11153805,"[11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11148107, 11148395, 11148651, 11148907, 11149131, 11149387, 11149611, 11149803, 11149995, 11150187, 11150379, 11150571, 11150731, 11150923, 11151083, 11151243, 11151211, 11151179, 11151147, 11151115, 11151083, 11151051, 11151019, 11150987, 11150987, 11150955, 11150923, 11150891, 11150891, 11150859, 11150827, 11150827, 11150795, 11150763, 11150763, 11150731, 11150699, 11150699, 11150667, 11150667, 11150635, 11150635, 11150603, 11150603, 11150571, 11150571, 11150539, 11150539, 11153035, 11155499, 11157931, 11160331, 11162667, 11165003, 11167275, 11169547, 11171787, 11173963, 11176139, 11178283, 11180395, 11182475]",0,0,134.36424411240122,847.4337369372327,250.0,500.0,366.1718580146029,100.0,540.0,100.0,1831,43200,45031,1831,8000,9831,54862,46926808,46971839,46971839,57980109,57989940,827592708,0,11008270,11008270,11063132,0,769612599,769612599,780665900,prefill,decode,0.004958993529138042,0.0,0.9950410064708619,0.9858287742776008,0,0,0,0,,,,0,0,0,0,0,0,0,0
0,3,meta-llama/Llama-3.1-8B,4,12,571634508,961161807,389527299,255958200,266901290,11147819,"[11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819]",6,0,762.280082457942,2.1060533511106927,750.0,500.0,714.3733372633128,100.0,516.0,100.0,2490,41280,43770,3572,8000,11572,84470.0,570907776,571634508,827592708,838535798,838547370,961161807,255958200,10943090,266901290,267639594,0,122626009,122626009,390254031,queueing,queueing,0.00031638391500730224,0.9586960742775196,0.04098754180747318,0.3147389754543067,1,1,0,29128,,,,0,0,0,0,0,0,0,0
0,4,meta-llama/Llama-3.1-8B,13,96,593213733,2033476774,1440263041,367948074,378997196,11171219,"[11147819, 11147819, 11147819, 11147819, 11148107, 11148395, 11148651, 11148907, 11149131, 11149387, 11149611, 11149803, 11149995, 11150187, 11150379, 11150571, 11150731, 11150923, 11151083, 11151243, 11151211, 11151179, 11151147, 11151115, 11151083, 11151051, 11151019, 11150987, 11150987, 11150955, 11150923, 11150891, 11150891, 11150859, 11150827, 11150827, 11150795, 11150763, 11150763, 11150731, 11150699, 11150699, 11150667, 11150667, 11150635, 11150635, 11150603, 11150603, 11150571, 11150571, 11150539, 11150539, 11153035, 11155499, 11157931, 11160331, 11162667, 11165003, 11167275, 11169547, 11171787, 11173963, 11176139, 11178283, 11180395, 11182475, 11184523, 11186571, 11188587, 11190571, 11192523, 11194443, 11196363, 11198251, 11200107, 11201963, 11203787, 11205579, 11207371, 11209131, 11210891, 11212619, 11214315, 11216011, 11217707, 11219339, 11221003, 11222603, 11224235, 11225803, 11227403, 11228939, 11230507, 11232011, 11233547]",3,0,651.592972722763,788.7233511355132,750.0,500.0,494.60902663743076,100.0,552.0,100.0,1525,44160,45685,2473,8000,10473,85574.0,587870263,593213733,961161807,972210929,972221402,2033476774,367948074,11049122,378997196,384351139,0,1061265845,1061265845,1445606511,queueing,decode,0.00022573961881728363,0.9706272696065822,0.029146990774600492,0.736811792608972,1,1,0,29416,,,,0,0,0,0,0,0,0,0
0,5,meta-llama/Llama-3.1-8B,15,63,605087725,2736054129,2130966404,1428389049,1439455770,11153397,"[11147819, 11147819, 11148107, 11148395, 11148651, 11148907, 11149131, 11149387, 11149611, 11149803, 11149995, 11150187, 11150379, 11150571, 11150731, 11150923, 11151083, 11151243, 11151211, 11151179, 11151147, 11151115, 11151083, 11151051, 11151019, 11150987, 11150987, 11150955, 11150923, 11150891, 11150891, 11150859, 11150827, 11150827, 11150795, 11150763, 11150763, 11150731, 11150699, 11150699, 11150667, 11150667, 11150635, 11150635, 11150603, 11150603, 11150571, 11150571, 11150539, 11150539, 11153035, 11155499, 11157931, 11160331, 11162667, 11165003, 11167275, 11169547, 11171787, 11173963, 11176139, 11178283]",6,0,762.280082457942,2.1060533511106927,750.0,500.0,714.3733372633128,100.0,560.0,100.0,2490,44800,47290,3572,8000,11572,88342.0,604829893,605087725,2033476774,2044543495,2044555067,2736054129,1428389049,11066721,1439455770,1439725174,0,691510634,691510634,2131224236,queueing,queueing,6.136803955056572e-05,0.9922509752170762,0.00768765674337321,0.3244921958471357,1,1,0,29480,,,,0,0,0,0,0,0,0,0
0,8,meta-llama/Llama-3.1-8B,18,58,905452288,3383096440,2477644152,1830601841,1841931685,11152850,"[11148395, 11148651, 11148907, 11149131, 11149387, 11149611, 11149803, 11149995, 11150187, 11150379, 11150571, 11150731, 11150923, 11151083, 11151243, 11151211, 11151179, 11151147, 11151115, 11151083, 11151051, 11151019, 11150987, 11150987, 11150955, 11150923, 11150891, 11150891, 11150859, 11150827, 11150827, 11150795, 11150763, 11150763, 11150731, 11150699, 11150699, 11150667, 11150667, 11150635, 11150635, 11150603, 11150603, 11150571, 11150571, 11150539, 11150539, 11153035, 11155499, 11157931, 11160331, 11162667, 11165003, 11167275, 11169547, 11171787, 11173963]",3,0,651.592972722763,788.7233511355132,750.0,500.0,494.60902663743076,100.0,572.0,100.0,1525,45760,47285,2473,8000,10473,87334.0,903845071,905452288,2736054129,2747383973,2747394446,3383096440,1830601841,11329844,1841931685,1843549375,0,635712467,635712467,2479251369,queueing,queueing,4.741210546643113e-05,0.9938018131831243,0.00615077471140921,0.25657036308897274,1,1,0,29576,,,,0,0,0,0,0,0,0,0
1,1,meta-llama/Llama-3.1-8B,22,104,348135312,1511863584,1163728272,58499,11607363,11185639,"[11149387, 11149611, 11149803, 11149995, 11150187, 11150379, 11150571, 11150731, 11150923, 11151083, 11151243, 11151211, 11151179, 11151147, 11151115, 11151083, 11151051, 11151019, 11150987, 11150987, 11150955, 11150923, 11150891, 11150891, 11150859, 11150827, 11150827, 11150795, 11150763, 11150763, 11150731, 11150699, 11150699, 11150667, 11150667, 11150635, 11150635, 11150603, 11150603, 11150571, 11150571, 11150539, 11150539, 11153035, 11155499, 11157931, 11160331, 11162667, 11165003, 11167275, 11169547, 11171787, 11173963, 11176139, 11178283, 11180395, 11182475, 11184523, 11186571, 11188587, 11190571, 11192523, 11194443, 11196363, 11198251, 11200107, 11201963, 11203787, 11205579, 11207371, 11209131, 11210891, 11212619, 11214315, 11216011, 11217707, 11219339, 11221003, 11222603, 11224235, 11225803, 11227403, 11228939, 11230507, 11232011, 11233547, 11235051, 11236523, 11237995, 11239467, 11240907, 11242347, 11243787, 11245195, 11246603, 11247979, 11249355, 11250699, 11252075, 11253419, 11254731, 11256043, 11257355]",8,1,228.76222127045264,945.2706955539223,250.0,500.0,685.5325041848755,100.0,588.0,100.0,2229,47040,49269,3428,8000,11428,90401.0,347938952,348135312,348193811,359742675,359754103,1511863584,58499,11548864,11607363,11815151,0,1152120909,1152120909,1163924632,prefill,decode,0.007728058114354162,0.005000870251784871,0.987271071633861,0.9899488088038264,0,1,0,29704,,,,0,0,0,0,0,0,0,0
1,2,meta-llama/Llama-3.1-8B,16,69,481706583,2281644567,1799937984,1030157001,1041269524,11156889,"[11147819, 11148107, 11148395, 11148651, 11148907, 11149131, 11149387, 11149611, 11149803, 11149995, 11150187, 11150379, 11150571, 11150731, 11150923, 11151083, 11151243, 11151211, 11151179, 11151147, 11151115, 11151083, 11151051, 11151019, 11150987, 11150987, 11150955, 11150923, 11150891, 11150891, 11150859, 11150827, 11150827, 11150795, 11150763, 11150763, 11150731, 11150699, 11150699, 11150667, 11150667, 11150635, 11150635, 11150603, 11150603, 11150571, 11150571, 11150539, 11150539, 11153035, 11155499, 11157931, 11160331, 11162667, 11165003, 11167275, 11169547, 11171787, 11173963, 11176139, 11178283, 11180395, 11182475, 11184523, 11186571, 11188587, 11190571, 11192523]",0,1,134.36424411240122,847.4337369372327,250.0,500.0,706.9070557643807,100.0,564.0,100.0,1831,45120,46951,3535,8000,11535,87998.0,479613521,481706583,1511863584,1522976107,1522987642,2281644567,1030157001,11112523,1041269524,1043374121,0,758668460,758668460,1802031046,queueing,queueing,8.450315875281112e-05,0.9892443077777087,0.010671189063538545,0.42147639400018394,0,1,0,29512,,,,0,0,0,0,0,0,0,0
1,6,meta-llama/Llama-3.1-8B,15,84,615515035,3219416105,2603901070,1666129532,1677196253,11165118,"[11147819, 11147819, 11148107, 11148395, 11148651, 11148907, 11149131, 11149387, 11149611, 11149803, 11149995, 11150187, 11150379, 11150571, 11150731, 11150923, 11151083, 11151243, 11151211, 11151179, 11151147, 11151115, 11151083, 11151051, 11151019, 11150987, 11150987, 11150955, 11150923, 11150891, 11150891, 11150859, 11150827, 11150827, 11150795, 11150763, 11150763, 11150731, 11150699, 11150699, 11150667, 11150667, 11150635, 11150635, 11150603, 11150603, 11150571, 11150571, 11150539, 11150539, 11153035, 11155499, 11157931, 11160331, 11162667, 11165003, 11167275, 11169547, 11171787, 11173963, 11176139, 11178283, 11180395, 11182475, 11184523, 11186571, 11188587, 11190571, 11192523, 11194443, 11196363, 11198251, 11200107, 11201963, 11203787, 11205579, 11207371, 11209131, 11210891, 11212619, 11214315, 11216011, 11217707]",0,1,134.36424411240122,847.4337369372327,250.0,500.0,706.9070557643807,100.0,560.0,100.0,1831,44800,46631,3535,8000,11535,87646.0,610813769,615515035,2281644567,2292711288,2292722823,3219416105,1666129532,11066721,1677196253,1681909054,0,926704817,926704817,2608602336,queueing,queueing,5.225471970025749e-05,0.993349744186628,0.00659800109367174,0.3558789680254513,0,1,0,29480,,,,0,0,0,0,0,0,0,0
1,7,meta-llama/Llama-3.1-8B,2,9,816439297,3319686047,2503246750,2402976808,2414064198,11147819,"[11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819]",8,1,228.76222127045264,945.2706955539223,250.0,500.0,685.5325041848755,100.0,508.0,100.0,2229,40640,42869,3428,8000,11428,83361.0,811936856,816439297,3219416105,3230503495,3230514923,3319686047,2402976808,11087390,2414064198,2418578067,0,89182552,89182552,2507749191,queueing,queueing,3.4530200811142715e-05,0.9953727969285244,0.004592672870664407,0.035625565964360346,0,1,0,29064,,,,0,0,0,0,0,0,0,0
1,9,meta-llama/Llama-3.1-8B,5,26,1027979472,3609353881,2581374409,2291706575,2302656726,11148707,"[11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11148107, 11148395, 11148651, 11148907, 11149131, 11149387, 11149611, 11149803, 11149995, 11150187, 11150379, 11150571, 11150731]",7,1,445.38719405480145,721.5400323407825,250.0,500.0,376.6549448439011,100.0,520.0,100.0,1477,41600,43077,1883,8000,9883,82120.0,1026970077,1027979472,3319686047,3330636198,3330646081,3609353881,2291706575,10950151,2302656726,2303676004,0,278717683,278717683,2582383804,queueing,queueing,3.5661881564488966e-05,0.9952090654920928,0.004755272626342797,0.10796915612131928,0,1,0,29160,,,,0,0,0,0,0,0,0,0
