instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL,user_id,gpu_id,user_x_m,user_y_m,gpu_x_m,gpu_y_m,distance_m,network_throughput_mbps,request_payload_bytes,first_token_payload_bytes,uplink_distance_latency_ns,uplink_serialization_latency_ns,uplink_latency_ns,downlink_distance_latency_ns,downlink_serialization_latency_ns,downlink_latency_ns,communication_latency_ns,request_send_time_ns,gpu_arrival_time_ns,first_schedule_time_ns,first_token_ready_time_ns,first_token_received_time_ns,request_end_time_ns,queueing_before_ttft_ns,prefill_service_ns,simulator_ttft_ns,e2e_ttft_ns,decode_queueing_ns,decode_active_ns,decode_after_ttft_ns,request_completion_latency_ns,ttft_bottleneck,total_latency_bottleneck,communication_ratio,queueing_ratio,prefill_ratio,decode_ratio
0,2,meta-llama/Llama-3.1-8B,16,69,479659160,1249443732,769784572,3589,11116112,11156889,"[11147819, 11148107, 11148395, 11148651, 11148907, 11149131, 11149387, 11149611, 11149803, 11149995, 11150187, 11150379, 11150571, 11150731, 11150923, 11151083, 11151243, 11151211, 11151179, 11151147, 11151115, 11151083, 11151051, 11151019, 11150987, 11150987, 11150955, 11150923, 11150891, 11150891, 11150859, 11150827, 11150827, 11150795, 11150763, 11150763, 11150731, 11150699, 11150699, 11150667, 11150667, 11150635, 11150635, 11150603, 11150603, 11150571, 11150571, 11150539, 11150539, 11153035, 11155499, 11157931, 11160331, 11162667, 11165003, 11167275, 11169547, 11171787, 11173963, 11176139, 11178283, 11180395, 11182475, 11184523, 11186571, 11188587, 11190571, 11192523]",1081,0,42.551757617045105,211.41705588454718,100.0,125.0,103.76997687502723,100.0,564.0,100.0,519,45120,45639,519,8000,8519,54158,479613521,479659160,479662749,490775272,490783791,1249443732,3589,11112523,11116112,11170270,0,758668460,758668460,769830211,prefill,decode,0.004848405633883514,0.0003212993061045078,0.994830295060012,0.9854901168716206
1,1,meta-llama/Llama-3.1-8B,22,104,347986355,1511773617,1163787262,117489,11666353,11185639,"[11149387, 11149611, 11149803, 11149995, 11150187, 11150379, 11150571, 11150731, 11150923, 11151083, 11151243, 11151211, 11151179, 11151147, 11151115, 11151083, 11151051, 11151019, 11150987, 11150987, 11150955, 11150923, 11150891, 11150891, 11150859, 11150827, 11150827, 11150795, 11150763, 11150763, 11150731, 11150699, 11150699, 11150667, 11150667, 11150635, 11150635, 11150603, 11150603, 11150571, 11150571, 11150539, 11150539, 11153035, 11155499, 11157931, 11160331, 11162667, 11165003, 11167275, 11169547, 11171787, 11173963, 11176139, 11178283, 11180395, 11182475, 11184523, 11186571, 11188587, 11190571, 11192523, 11194443, 11196363, 11198251, 11200107, 11201963, 11203787, 11205579, 11207371, 11209131, 11210891, 11212619, 11214315, 11216011, 11217707, 11219339, 11221003, 11222603, 11224235, 11225803, 11227403, 11228939, 11230507, 11232011, 11233547, 11235051, 11236523, 11237995, 11239467, 11240907, 11242347, 11243787, 11245195, 11246603, 11247979, 11249355, 11250699, 11252075, 11253419, 11254731, 11256043, 11257355]",2731,1,332.65473690598134,60.05864782809167,300.0,125.0,72.68913993379398,100.0,588.0,100.0,363,47040,47403,363,8000,8363,55766,347938952,347986355,348103844,359652708,359661071,1511773617,117489,11548864,11666353,11722119,0,1152120909,1152120909,1163834665,prefill,decode,0.004757330991094699,0.01002284655189049,0.9852198224570148,0.9899280927771301
3,0,meta-llama/Llama-3.1-8B,10,70,46970075,829524416,782554341,0,11008270,11181827,"[11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11148107, 11148395, 11148651, 11148907, 11149131, 11149387, 11149611, 11149803, 11149995, 11150187, 11150379, 11150571, 11150731, 11150923, 11151083, 11151243, 11151211, 11151179, 11151147, 11151115, 11151083, 11151051, 11151019, 11150987, 11150987, 11150955, 11150923, 11150891, 11150891, 11150859, 11150827, 11150827, 11150795, 11150763, 11150763, 11150731, 11150699, 11150699, 11150667, 11150667, 11150635, 11150635, 11150603, 11631829, 11243038, 11243262, 11243486, 11243486, 11243774, 11244030, 11244286, 11244542, 11244798, 11245054, 11245310, 11245534, 11245790, 11246014, 11246270, 11246462, 11246718, 11246942]",1273,3,688.5918819115103,131.91308738401352,700.0,125.0,13.339262929410024,100.0,540.0,100.0,67,43200,43267,67,8000,8067,51334,46926808,46970075,46970075,57978345,57986412,829524416,0,11008270,11008270,11059604,0,771546071,771546071,782597608,prefill,decode,0.004641576678513987,0.0,0.995358423321486,0.9858682292330682
3,5,meta-llama/Llama-3.1-8B,15,63,604875318,1322751216,717875898,10608473,22240302,11219928,"[11243038, 11243262, 11243486, 11243486, 11243774, 11244030, 11244286, 11244542, 11244798, 11245054, 11245310, 11245534, 11245790, 11246014, 11246270, 11246462, 11246718, 11246942, 11203388, 11203580, 11203804, 11204028, 11204220, 11204412, 11204604, 11204796, 11204956, 11205148, 11205308, 11205500, 11205660, 11205820, 11205980, 11206140, 11206268, 11206428, 11206556, 11206716, 11206844, 11207004, 11207132, 11207260, 11207388, 11207516, 11207644, 11207772, 11207868, 11207996, 11208124, 11208252, 11210044, 11211836, 11213596, 11215324, 11217020, 11218684, 11220348, 11221980, 11223612, 11225180, 11226748, 11228316]",2808,3,610.5379886304853,37.62121197783919,700.0,125.0,125.05400463200246,100.0,560.0,100.0,625,44800,45425,625,8000,8625,54050,604829893,604875318,615483791,627115620,627124245,1322751216,10608473,11631829,22240302,22294352,0,695635596,695635596,717921323,prefill,decode,0.0024243808476694007,0.4758367948976494,0.5217388242546812,0.9689463407089963
3,6,meta-llama/Llama-3.1-8B,15,84,610858968,1557945399,947086431,4624823,16256652,11214816,"[11243038, 11243262, 11243486, 11243486, 11243774, 11244030, 11244286, 11244542, 11244798, 11245054, 11245310, 11245534, 11245790, 11246014, 11246270, 11246462, 11246718, 11246942, 11203388, 11203580, 11203804, 11204028, 11204220, 11204412, 11204604, 11204796, 11204956, 11205148, 11205308, 11205500, 11205660, 11205820, 11205980, 11206140, 11206268, 11206428, 11206556, 11206716, 11206844, 11207004, 11207132, 11207260, 11207388, 11207516, 11207644, 11207772, 11207868, 11207996, 11208124, 11208252, 11210044, 11211836, 11213596, 11215324, 11217020, 11218684, 11220348, 11221980, 11223612, 11225180, 11226748, 11228316, 11180395, 11182475, 11184523, 11186571, 11188587, 11190571, 11192523, 11194443, 11196363, 11198251, 11200107, 11201963, 11203787, 11205579, 11207371, 11209131, 11210891, 11212619, 11214315, 11216011, 11217707]",1543,3,620.273114349303,120.28187475543328,700.0,125.0,79.86636965195508,100.0,560.0,100.0,399,44800,45199,399,8000,8399,53598,610813769,610858968,615483791,627115620,627124019,1557945399,4624823,11631829,16256652,16310250,0,930829779,930829779,947131630,prefill,decode,0.0032861544121028188,0.2835531644211462,0.713160681166751,0.9827794734668531
8,9,meta-llama/Llama-3.1-8B,5,26,1027011982,1316680804,289668822,988,10951139,11148707,"[11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11148107, 11148395, 11148651, 11148907, 11149131, 11149387, 11149611, 11149803, 11149995, 11150187, 11150379, 11150571, 11150731]",285,8,707.308643706077,435.48714500767704,700.0,375.0,60.927095647192374,100.0,520.0,100.0,305,41600,41905,305,8000,8305,50210,1026970077,1027011982,1027012970,1037963121,1037971426,1316680804,988,10950151,10951139,11001349,0,278717683,278717683,289710727,prefill,decode,0.004563985743930131,8.980716819364607e-05,0.9953462070878762,0.962027523963286
14,4,meta-llama/Llama-3.1-8B,13,96,587914831,1660236735,1072321904,6937,11056059,11171219,"[11147819, 11147819, 11147819, 11147819, 11148107, 11148395, 11148651, 11148907, 11149131, 11149387, 11149611, 11149803, 11149995, 11150187, 11150379, 11150571, 11150731, 11150923, 11151083, 11151243, 11151211, 11151179, 11151147, 11151115, 11151083, 11151051, 11151019, 11150987, 11150987, 11150955, 11150923, 11150891, 11150891, 11150859, 11150827, 11150827, 11150795, 11150763, 11150763, 11150731, 11150699, 11150699, 11150667, 11150667, 11150635, 11150635, 11150603, 11150603, 11150571, 11150571, 11150539, 11150539, 11153035, 11155499, 11157931, 11160331, 11162667, 11165003, 11167275, 11169547, 11171787, 11173963, 11176139, 11178283, 11180395, 11182475, 11184523, 11186571, 11188587, 11190571, 11192523, 11194443, 11196363, 11198251, 11200107, 11201963, 11203787, 11205579, 11207371, 11209131, 11210891, 11212619, 11214315, 11216011, 11217707, 11219339, 11221003, 11222603, 11224235, 11225803, 11227403, 11228939, 11230507, 11232011, 11233547]",1588,14,918.0310693411162,704.6339452200365,900.0,625.0,81.64976848033258,100.0,552.0,100.0,408,44160,44568,408,8000,8408,52976,587870263,587914831,587921768,598970890,598979298,1660236735,6937,11049122,11056059,11109035,0,1061265845,1061265845,1072366472,prefill,decode,0.004768731037394337,0.0006244466778617584,0.994606822284744,0.989640716873189
15,3,meta-llama/Llama-3.1-8B,4,12,570949466,704528557,133579091,9992,10953082,11147819,"[11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819]",877,15,173.18242385732773,912.1241609240104,100.0,875.0,82.06016381866047,100.0,516.0,100.0,410,41280,41690,410,8000,8410,50100,570907776,570949466,570959458,581902548,581910958,704528557,9992,10943090,10953082,11003182,0,122626009,122626009,133620781,prefill,decode,0.004553228329768607,0.0009081009475259066,0.9945386707227055,0.9176588444661017
16,7,meta-llama/Llama-3.1-8B,2,9,811978083,912271610,100293527,23585,11110975,11147819,"[11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819, 11147819]",2288,16,315.1549961423973,991.4629906181269,300.0,875.0,117.44488959420072,100.0,508.0,100.0,587,40640,41227,587,8000,8587,49814,811936856,811978083,812001668,823089058,823097645,912271610,23585,11087390,11110975,11160789,0,89182552,89182552,100334754,prefill,decode,0.004463304520854215,0.002113201853381513,0.9934234936257643,0.8887739944796138
16,8,meta-llama/Llama-3.1-8B,18,58,903891487,1559313921,655422434,8380123,19709967,11152850,"[11148395, 11148651, 11148907, 11149131, 11149387, 11149611, 11149803, 11149995, 11150187, 11150379, 11150571, 11150731, 11150923, 11151083, 11151243, 11151211, 11151179, 11151147, 11151115, 11151083, 11151051, 11151019, 11150987, 11150987, 11150955, 11150923, 11150891, 11150891, 11150859, 11150827, 11150827, 11150795, 11150763, 11150763, 11150731, 11150699, 11150699, 11150667, 11150667, 11150635, 11150635, 11150603, 11150603, 11150571, 11150571, 11150539, 11150539, 11153035, 11155499, 11157931, 11160331, 11162667, 11165003, 11167275, 11169547, 11171787, 11173963]",558,16,367.56105061535015,762.6056319368497,300.0,875.0,131.13729268428872,100.0,572.0,100.0,656,45760,46416,656,8000,8656,55072,903845071,903891487,912271610,923601454,923610110,1559313921,8380123,11329844,19709967,19765039,0,635712467,635712467,655468850,prefill,decode,0.0027863339910434784,0.4239871725019111,0.5732264935070455,0.9698463504558461
