arm,label,n,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_vs_all_tokyo_pct,mean_communication_ms,mean_queueing_ms,mean_prefill_ms,prefill_bottleneck_pct,queueing_bottleneck_pct,communication_bottleneck_pct,redirect_count,prewarm_hit_count,energy_wh,cost_yen,recorded_util_pct,gpu_observation_hours,energy_vs_all_tokyo_pct
all_tokyo_baseline,All Tokyo,300,949.36254678,870.874324,1351.0556098,1685.209709599999,0.0,21.020116917794873,80.06828037999999,866.5698182466667,100.0,0.0,0.0,26,0,77.64505444483335,1.785836252231173,47.77529261862081,0.3220434570766667,0.0
kg_baseline,Tokyo + Kagoshima,300,955.0144620066666,875.17141,1351.05551295,1686.202269579998,0.5953379186735885,26.077301487794873,79.51994831333333,867.7514851466667,100.0,0.0,0.0,26,0,77.65981547250004,1.7193631020388365,47.79700508483523,0.32198869315,0.01901090516611692
kg_proposed,Tokyo + Kagoshima + prewarm,300,939.9231400533334,876.8389635000001,1295.3777773,1568.30573994,-0.9942889319451975,19.052806466796845,71.17697456666666,860.9873535266667,100.0,0.0,0.0,23,7,77.83834860150004,1.723377454030537,47.85259934638313,0.32243163279,0.24894587047270544
