arm,requests,Decode queue,Decode active,Total
1: no_redirect,300,0.0,26.44946899698557,26.449468533333334
2: redirect_no_kv,300,0.0,27.76627430322639,27.76627382
3: redirect_kv_pp1,300,0.0,25.978613926979946,25.97861346666667
4: redirect_kv_pp2,300,2.9896259389464026,40.06364887576578,43.05327436666666
