arm,requests,Decode queue,Decode active,Total
1: no_redirect,300,0.0,28.975548604088655,28.975548119999992
2: redirect_no_kv,300,0.0,30.595591101906823,30.595590653333343
3: redirect_kv_pp1,300,0.0,28.79282819515295,28.79282774666668
4: redirect_kv_pp2,300,1.7801155938694686,59.845334210212094,61.62544933666669
