arm,requests,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,max_ttft_ms,redirects,Router queue,Scheduler queue,KV transfer,PP transfer (est.),Compute / prefill,RTT / other comm,Total
1: no_redirect,300,4649.711109833333,3208.86381,13886.339086400005,20016.416977069985,24891.390643,0,0.0,4380.854509903333,0.0,0.0,267.57256243000023,1.2840375,4649.711109833334
2: redirect_no_kv,300,4719.573219186667,2912.1085415,14802.53086755,19133.020553259972,23568.992872,108,1158.7703061099996,3211.0338926466657,0.0,0.0,348.2646130300001,1.5044073999999994,4719.573219186671
3: redirect_kv_pp1,300,4581.091179590003,3393.1894215,11890.71131395,13100.186315789997,13885.137042,196,3799.315348570003,370.0192738906864,131.70304928598026,0.0,278.3693757533333,1.6841320899998777,4581.091179589999
4: redirect_kv_pp2,300,642.1068684500002,532.3719455,1747.2813154000005,2469.018067529998,3099.0526,38,100.57053428333334,132.04846074764103,25.627615509025635,1.996320000000001,380.50232441,1.3616134999999971,642.10686845
