arm,requests,Decode queue,Decode active,Total
1: no_redirect,300,0.0,28.455539617285407,28.455539160000015
2: redirect_no_kv,300,0.0,30.672343482701685,30.67234302666667
3: redirect_kv_pp1,300,0.0,27.930706579779283,27.93070612333334
4: redirect_kv_pp2,300,1.4001396834815636,60.269605730646944,61.66974494666671
