arm,requests,Decode queue,Decode active,Total
1: no_redirect,300,0.0,28.816902814735542,28.816902336666658
2: redirect_no_kv,300,0.0,32.559751839160796,32.559751376666696
3: redirect_kv_pp1,300,0.0,29.592656241493327,29.592655766666656
4: redirect_kv_pp2,300,1.4617019888675271,60.262203762287584,61.72390529333334
