arm,requests,Decode queue,Decode active,Total
1: no_redirect,300,0.0,28.808055922797152,28.808055460000013
2: redirect_no_kv,300,0.0,30.802513217872153,30.802512759999992
3: redirect_kv_pp1,300,0.0,29.72936262198124,29.729362123333335
4: redirect_kv_pp2,300,1.5442575600677548,60.37474268552794,61.91899975999997
