arm,requests,Decode queue,Decode active,Total
1: no_redirect,300,0.0,23.806492893738046,23.80649241333334
2: redirect_no_kv,300,0.0,23.972409065705005,23.972408599999994
3: redirect_kv_pp1,300,0.0,23.672848424605778,23.672847953333328
4: redirect_kv_pp2,300,1.495747477946198,27.786286561860344,29.28203354666666
