arm,requests,Decode queue,Decode active,Total
1: no_redirect,300,0.0,29.542033387751623,29.542032903333318
2: redirect_no_kv,300,0.0,31.992324326094828,31.992323866666666
3: redirect_kv_pp1,300,0.0,29.234123853492324,29.234123389999993
4: redirect_kv_pp2,300,1.1715170597060323,60.25608511480056,61.42760169333341
