arm,requests,Decode queue,Decode active,Total
1: no_redirect,300,0.0,26.540525335248255,26.54052484
2: redirect_no_kv,300,0.0,29.874824786190814,29.874824306666675
3: redirect_kv_pp1,300,0.0,27.58402841873661,27.584027933333328
4: redirect_kv_pp2,300,3.6447153396720857,51.00056596402636,54.645280833333295
