arm,requests,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,max_ttft_ms,redirects,Router queue,Scheduler queue,KV transfer,PP transfer (est.),Compute / prefill,RTT / other comm,Total
1: no_redirect,300,2535.9254015500005,700.2947,9776.175225100003,14213.72152742999,17984.97205,0,2252.506808503333,29.31775406666666,0.0,0.0,252.8168014799999,1.2840375,2535.92540155
2: redirect_no_kv,300,2296.736010213333,862.1456969999999,8679.106968850001,12218.557514139986,14242.183257,90,1938.0558467766666,37.38446973333337,0.0,0.0,319.828012586667,1.4676811166666661,2296.7360102133334
3: redirect_kv_pp1,300,1789.7425699766663,664.3663544999999,5597.1233788,5974.409590019998,7982.26038,175,1379.9624188333332,37.04237111052073,117.11903836593689,0.0,254.00497029666678,1.641235583333355,1789.742569976668
4: redirect_kv_pp2,300,312.35739529333347,272.50048549999997,558.9123911500001,614.3349644799999,822.338735,0,0.0,33.16919605333332,0.0,1.996320000000001,275.9078417399998,1.2840375,312.35739529333335
