arm,requests,Decode queue,Decode active,Total
1: no_redirect,300,0.0,27.399118698053794,27.399118220000002
2: redirect_no_kv,300,0.0,29.375243443495226,29.37524298333335
3: redirect_kv_pp1,300,0.0,26.91430658984455,26.91430609666667
4: redirect_kv_pp2,300,3.1813373768604176,55.594344873494364,58.77568176666668
