arm,ttft_ms,cdf
1: no_redirect,171.235876000,0.003333333
1: no_redirect,175.343879000,0.006666667
1: no_redirect,183.321892000,0.010000000
1: no_redirect,183.635953000,0.013333333
1: no_redirect,184.312668000,0.016666667
1: no_redirect,184.694905000,0.020000000
1: no_redirect,187.636645000,0.023333333
1: no_redirect,188.390116000,0.026666667
1: no_redirect,188.422534000,0.030000000
1: no_redirect,188.609016000,0.033333333
1: no_redirect,190.176306000,0.036666667
1: no_redirect,194.218371000,0.040000000
1: no_redirect,195.448246000,0.043333333
1: no_redirect,195.660687000,0.046666667
1: no_redirect,196.973848000,0.050000000
1: no_redirect,197.029385000,0.053333333
1: no_redirect,197.642951000,0.056666667
1: no_redirect,197.694714000,0.060000000
1: no_redirect,198.023952000,0.063333333
1: no_redirect,198.367639000,0.066666667
1: no_redirect,198.776262000,0.070000000
1: no_redirect,199.232228000,0.073333333
1: no_redirect,199.529320000,0.076666667
1: no_redirect,200.259480000,0.080000000
1: no_redirect,201.134309000,0.083333333
1: no_redirect,202.244510000,0.086666667
1: no_redirect,202.725828000,0.090000000
1: no_redirect,204.040473000,0.093333333
1: no_redirect,205.950756000,0.096666667
1: no_redirect,206.108159000,0.100000000
1: no_redirect,206.885539000,0.103333333
1: no_redirect,206.978152000,0.106666667
1: no_redirect,207.061217000,0.110000000
1: no_redirect,208.026036000,0.113333333
1: no_redirect,208.083318000,0.116666667
1: no_redirect,208.615345000,0.120000000
1: no_redirect,208.700592000,0.123333333
1: no_redirect,208.981610000,0.126666667
1: no_redirect,209.496860000,0.130000000
1: no_redirect,209.820697000,0.133333333
1: no_redirect,209.951754000,0.136666667
1: no_redirect,209.995164000,0.140000000
1: no_redirect,212.156351000,0.143333333
1: no_redirect,212.221179000,0.146666667
1: no_redirect,212.866012000,0.150000000
1: no_redirect,213.531312000,0.153333333
1: no_redirect,213.704711000,0.156666667
1: no_redirect,213.809287000,0.160000000
1: no_redirect,214.047826000,0.163333333
1: no_redirect,216.957968000,0.166666667
1: no_redirect,217.617584000,0.170000000
1: no_redirect,217.859584000,0.173333333
1: no_redirect,218.889148000,0.176666667
1: no_redirect,219.571514000,0.180000000
1: no_redirect,220.241395000,0.183333333
1: no_redirect,221.941908000,0.186666667
1: no_redirect,223.016148000,0.190000000
1: no_redirect,223.388341000,0.193333333
1: no_redirect,223.457917000,0.196666667
1: no_redirect,224.385479000,0.200000000
1: no_redirect,225.956972000,0.203333333
1: no_redirect,226.668782000,0.206666667
1: no_redirect,226.824719000,0.210000000
1: no_redirect,226.922475000,0.213333333
1: no_redirect,230.101147000,0.216666667
1: no_redirect,231.065212000,0.220000000
1: no_redirect,231.340780000,0.223333333
1: no_redirect,231.716749000,0.226666667
1: no_redirect,232.367511000,0.230000000
1: no_redirect,233.457096000,0.233333333
1: no_redirect,236.974348000,0.236666667
1: no_redirect,239.790707000,0.240000000
1: no_redirect,241.079955000,0.243333333
1: no_redirect,241.148060000,0.246666667
1: no_redirect,242.637106000,0.250000000
1: no_redirect,247.196479000,0.253333333
1: no_redirect,247.319214000,0.256666667
