case,term,transformed_value,coefficient,contribution
cache_reuse,router_initial_waiting_reqs,-0.11128538715157643,0.1102758219104991,-0.012272087534768187
cache_reuse,router_initial_running_reqs,0.31442791197738357,0.0261209973733792,0.008213170662878341
cache_reuse,router_initial_required_kv_bytes,-0.3547246901060653,0.04289627062263502,-0.01521636630332012
cache_reuse,router_initial_available_kv_bytes,-0.1709412110940427,-0.09111263284571842,0.015574903804613962
cache_reuse,router_initial_projected_active_kv_bytes,0.1709412110940427,0.09111263284571848,0.015574903804613972
cache_reuse,router_initial_capacity_pressure,0.14430166987208146,0.0918779770374878,0.013258145510978247
cache_reuse,router_initial_slot_pressure,0.31442791197738357,0.026120997373378977,0.008213170662878272
cache_reuse,router_initial_admissible_candidate_count,0.2220367557494185,0.07030636385108187,0.015610596938032411
cache_reuse,router_initial_total_waiting_reqs,-0.3834561804026826,-0.013680240350688261,0.005245772711865575
cache_reuse,router_initial_max_waiting_reqs,-0.39607343495626596,-0.01750225351508896,0.0069321776691966645
cache_reuse,router_initial_total_running_reqs,0.5163300975004513,-0.028083071521185315,-0.014500135056645762
cache_reuse,router_initial_max_running_reqs,1.077542602999856,-0.015600955093602972,-0.01681069376084481
cache_reuse,router_initial_min_available_kv_bytes,-0.8043933415727889,-0.05454409267599693,0.04387490497070105
cache_reuse,router_initial_max_available_kv_bytes,0.9556369655117458,-0.015086845151906026,-0.014417546920113069
cache_reuse,router_initial_min_capacity_pressure,-0.9708050341387685,0.019756940989121407,-0.01918013777142164
cache_reuse,router_initial_max_capacity_pressure,0.74361227057366,0.05577678144496684,0.04147629909558258
cache_reuse,policy_NEAREST_KV,0.0,0.002326165665120116,0.0
cache_reuse,policy_NEAREST_MIGRATE,1.0,0.005778106178601487,0.005778106178601487
cache_reuse,policy_NEAREST_MIGRATE_KV,0.0,-0.008104271843721178,-0.0
capacity_boundary,intercept,1.0,2.751543290358685,2.751543290358685
capacity_boundary,input_tokens,-0.2672612419124244,0.04243648887401638,-0.011341628718872399
capacity_boundary,output_tokens,-1.368703099268227,-0.0064558861664619095,0.008836191404559287
capacity_boundary,home_cached_prefix_tokens,-0.5975228230874312,-0.16308870693826572,0.09744922458343126
capacity_boundary,request_rate_rps,3.0059141856779417,-0.05307521374084819,-0.15953953789150438
capacity_boundary,arrival_offset_s,-0.5028586775067381,0.024936098125469805,-0.012539333325551997
capacity_boundary,interarrival_ms,-0.9344224915463678,-0.0642177657969569,0.06000652471753359
capacity_boundary,global_arrivals_1s,4.56181369589216,-0.016567779121769592,-0.0755791217082047
capacity_boundary,global_arrivals_5s,3.836410578853583,0.051819571403432296,0.19880115192378628
capacity_boundary,home_arrivals_1s,-0.5209335836530501,0.6292217475789705,-0.327782739878748
capacity_boundary,home_arrivals_5s,2.033993909536812,0.09812084487818726,0.19957720088083916
capacity_boundary,home_workload_share,-0.6888335954728828,-0.03347672793951644,0.023059894871244623
capacity_boundary,router_initial_waiting_reqs,-0.11128538715157643,0.1102758219104991,-0.012272087534768187
capacity_boundary,router_initial_running_reqs,1.606597413254302,0.0261209973733792,0.041965926811693435
capacity_boundary,router_initial_required_kv_bytes,-0.3547246901060653,0.04289627062263502,-0.01521636630332012
capacity_boundary,router_initial_available_kv_bytes,-1.3459863604280626,-0.09111263284571842,0.1226363610730269
capacity_boundary,router_initial_projected_active_kv_bytes,1.3459863604280626,0.09111263284571848,0.12263636107302697
capacity_boundary,router_initial_capacity_pressure,1.2935286482901984,0.0918779770374878,0.1188467954449395
capacity_boundary,router_initial_slot_pressure,1.606597413254302,0.026120997373378977,0.04196592681169308
capacity_boundary,router_initial_admissible_candidate_count,-1.9623292144580189,0.07030636385108187,-0.13796423174729314
capacity_boundary,router_initial_total_waiting_reqs,8.514968289620892,-0.013680240350688261,-0.11648681278050274
capacity_boundary,router_initial_max_waiting_reqs,7.0268669240112365,-0.01750225351508896,-0.12298600632083802
capacity_boundary,router_initial_total_running_reqs,2.1371608479087927,-0.028083071521185315,-0.060018040944099675
capacity_boundary,router_initial_max_running_reqs,1.077542602999856,-0.015600955093602972,-0.01681069376084481
capacity_boundary,router_initial_min_available_kv_bytes,-0.8248383631752089,-0.05454409267599693,0.044990060123746206
capacity_boundary,router_initial_max_available_kv_bytes,-2.8547761502363356,-0.015086845151906026,0.04306956572197001
capacity_boundary,router_initial_min_capacity_pressure,2.7320633437064537,0.019756940989121407,0.05397721426015012
capacity_boundary,router_initial_max_capacity_pressure,0.7632334657707818,0.05577678144496684,0.042570706211781474
capacity_boundary,policy_NEAREST_KV,1.0,0.002326165665120116,0.002326165665120116
capacity_boundary,policy_NEAREST_MIGRATE,0.0,0.005778106178601487,0.0
capacity_boundary,policy_NEAREST_MIGRATE_KV,0.0,-0.008104271843721178,-0.0
no_admissible_gpu,intercept,1.0,2.751543290358685,2.751543290358685
no_admissible_gpu,input_tokens,-0.2672612419124244,0.04243648887401638,-0.011341628718872399
no_admissible_gpu,output_tokens,-0.8395784158844799,-0.0064558861664619095,0.005420222680768617
no_admissible_gpu,home_cached_prefix_tokens,-0.5975228230874312,-0.16308870693826572,0.09744922458343126
no_admissible_gpu,request_rate_rps,3.0059141856779417,-0.05307521374084819,-0.15953953789150438
no_admissible_gpu,arrival_offset_s,0.16089869971114945,0.024936098125469805,0.004012185764257723
no_admissible_gpu,interarrival_ms,-0.8744312760392521,-0.0642177657969569,0.05615402289022286
no_admissible_gpu,global_arrivals_1s,2.3323093101723966,-0.016567779121769592,-0.03864118549458307
no_admissible_gpu,global_arrivals_5s,2.831202384981242,0.051819571403432296,0.1467116941461033
no_admissible_gpu,home_arrivals_1s,-0.5209335836530501,0.6292217475789705,-0.327782739878748
no_admissible_gpu,home_arrivals_5s,1.2442637462136321,0.09812084487818726,0.12208821002977996
no_admissible_gpu,home_workload_share,-0.21047693195004621,-0.03347672793951644,0.007046078988435813
no_admissible_gpu,router_initial_waiting_reqs,-0.11128538715157643,0.1102758219104991,-0.012272087534768187
no_admissible_gpu,router_initial_running_reqs,1.9296397885735317,0.0261209973733792,0.050404115848897216
no_admissible_gpu,router_initial_required_kv_bytes,-0.32272266313178116,0.04289627062263502,-0.013843598693758362
no_admissible_gpu,router_initial_available_kv_bytes,-1.6724659707819458,-0.09111263284571842,0.15238277794281346
no_admissible_gpu,router_initial_projected_active_kv_bytes,1.6724659707819458,0.09111263284571848,0.15238277794281355
no_admissible_gpu,router_initial_capacity_pressure,1.614899306326882,0.0918779770374878,0.14837368138455626
