arm,requests,mean_tpot_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,max_tpot_ms,redirects
1: no_redirect,600,41.47704432333332,38.961160500000005,58.06681149999997,177.91752143999983,273.73589,0
2: redirect_no_kv,600,44.813897446666616,42.54797550000001,64.31343944999995,134.55599366999945,273.73589,186
3: redirect_kv_nopp,600,41.21618632666665,38.936713499999996,57.25255829999998,116.66420307,289.648093,364
4: redirect_kv_pp2,600,78.09961652499992,68.39731499999999,164.85271024999992,287.2172105499999,310.591194,192
