arm,requests,mean_tpot_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,max_tpot_ms,redirects
1: no_redirect,300,43.099642853333336,35.247127,70.5705319,229.3191857499997,273.73589,0
2: redirect_no_kv,300,46.20985205666666,38.099105,84.41831425000001,222.23955234999985,273.73589,64
3: redirect_kv_nopp,300,43.603052653333314,35.697787000000005,75.40632100000002,222.46025506999968,273.73589,94
4: redirect_kv_pp2,300,63.634889440000016,42.313854,252.8067723,295.19461739,311.473595,0
5: redirect_kv_pp2_c,300,63.48403601666667,42.313854,251.45298810000003,295.19461739,311.473595,0
6: redirect_kv_nopp_c,300,43.70283122333336,35.582003,75.61167115,222.46025506999968,273.73589,96
