arm,requests,mean_tpot_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,max_tpot_ms,redirects
1: no_redirect,600,34.935174906666624,33.605237,45.46085219999998,118.63068074,278.594608,0
2: redirect_no_kv,600,38.52656278166668,37.340348500000005,50.99320489999996,109.33518021999991,280.374513,117
3: redirect_kv_nopp,600,35.70114799333332,34.7999985,46.24318379999998,94.69888359999986,263.479396,122
4: redirect_kv_pp2,600,56.200467095000036,53.4189375,86.06446624999998,136.80955110999963,287.188697,5
