arm,requests,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,max_ttft_ms,redirects,Router queue,Scheduler queue,KV transfer,PP transfer (est.),Compute / prefill,RTT / other comm,Total
1: no_redirect,300,1481.88326223,670.386148,6669.871264600001,10678.328682169997,12897.988974,0,966.1549528999999,164.00800736,0.0,0.0,350.43626447,1.2840375,1481.88326223
2: redirect_no_kv,300,1413.02332471,816.262731,4927.976930350002,8464.639586379995,10430.331265,64,766.2042323566667,235.35686937999998,0.0,0.0,410.04763836,1.4145846133333333,1413.02332471
3: redirect_kv_nopp,300,1201.65601046,776.9381265,3788.3769851500006,4196.912751299999,4804.130315,94,566.7111183699999,202.28468554436293,62.00090805230375,0.0,369.1834437333334,1.4758547599999972,1201.65601046
4: redirect_kv_pp2,300,726.2841935033334,689.3937655,1281.1073342500003,1465.81482132,1569.272827,0,0.0,251.63218450999997,0.0,1.9963199999999999,471.37165149333333,1.2840375,726.2841935033334
5: redirect_kv_pp2_c,300,725.24531621,689.3937655,1281.1073342500003,1465.81482132,1569.272827,0,0.0,251.11106366666664,0.0,1.9963199999999999,470.8538950433333,1.2840375,725.24531621
