arm,requests,mean_tpot_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,max_tpot_ms,redirects
1: no_redirect,300,31.713995083333334,28.313461,44.83758275,109.32520246999992,263.479396,0
2: redirect_no_kv,300,32.88354098333334,29.1086685,45.98113965,122.90721406999916,263.479396,15
3: redirect_kv_nopp,300,31.563169526666673,28.464506999999998,44.71145265,109.32520246999992,263.479396,12
4: redirect_kv_pp2,300,43.03455179000001,38.439906,69.24727200000004,111.32472203999983,287.188697,0
5: redirect_kv_pp2_c,300,43.03455179000001,38.439906,69.24727200000004,111.32472203999983,287.188697,0
6: redirect_kv_nopp_c,300,31.821487160000004,28.521819,44.66676585,109.3406945399999,280.605442,14
