missing_simulations,decisions,complete_decisions,candidates,model_top1_accuracy,pressure_top1_accuracy,model_mean_regret_ms,pressure_mean_regret_ms,model_p95_regret_ms,pressure_p95_regret_ms,model_mean_spearman,pressure_mean_spearman,prediction_mae_ms
0,18,18,161,0.16666666666666666,0.3888888888888889,76.62841822222224,44.88236900000001,311.5528677999995,219.85185659999993,0.28730158730158734,0.4469576719576719,78.76969835646692
