,folds,top1_accuracy,mean_regret_ms,median_regret_ms,p95_regret_ms,mean_spearman
formula_only,18,0.16666666666666666,76.62841822222224,6.064173000000039,311.5528677999995,0.28730158730158734
pressure,18,0.3888888888888889,44.88236900000001,0.833168999999998,219.85185659999993,0.4469576719576719
stage2_base,18,0.16666666666666666,13.888200277777791,7.875248999999997,35.253777299999996,0.25145502645502643
stage2_expanded,18,0.1111111111111111,28.16114411111112,14.91280450000005,76.77921739999968,0.17592592592592593
stage2_full_features,18,0.05555555555555555,12.204853277777785,10.203848499999992,26.61489460000001,0.21984126984126984
guardrail_nested_cv,18,0.5,25.249998500000018,0.09351350000002864,194.97871800000001,0.4793650793650793
