request_id,decision_time_ns,reevaluation_count,home_instance_id,candidate_instance_id,candidate_count,admissible_candidate_count,capacity_pressure_rank,model_ttft_rank,selected_by_model,predicted_total_ttft_ms,predicted_route_probability,predicted_route_positive_ms,predicted_route_upper_ms,predicted_route_ms,predicted_scheduler_raw_ms,predicted_scheduler_ms,predicted_compute_ms,predicted_formula_ttft_ms,request_migration_ms,kv_migration_ms,downlink_ms,candidate_waiting_reqs,candidate_running_reqs,candidate_max_num_seqs,candidate_required_kv_bytes,candidate_free_npu_bytes,candidate_projected_active_kv_bytes,candidate_kv_budget_bytes,candidate_available_kv_bytes,candidate_reserved_kv_bytes,candidate_reserved_slots,candidate_reserved_prefill_tokens,candidate_capacity_pressure,candidate_slot_pressure,candidate_admissible,feature_request_rate_rps,feature_arrival_offset_s,feature_interarrival_ms,feature_global_arrivals_1s,feature_global_arrivals_5s,feature_home_arrivals_1s,feature_home_arrivals_5s,feature_home_workload_share,feature_input_tokens,feature_output_tokens,feature_home_cached_prefix_tokens,feature_router_initial_waiting_reqs,feature_router_initial_running_reqs,feature_router_initial_required_kv_bytes,feature_router_initial_available_kv_bytes,feature_router_initial_projected_active_kv_bytes,feature_router_initial_capacity_pressure,feature_router_initial_slot_pressure,feature_router_initial_admissible_candidate_count,feature_router_initial_total_waiting_reqs,feature_router_initial_max_waiting_reqs,feature_router_initial_total_running_reqs,feature_router_initial_max_running_reqs,feature_router_initial_min_available_kv_bytes,feature_router_initial_max_available_kv_bytes,feature_router_initial_min_capacity_pressure,feature_router_initial_max_capacity_pressure,scheduler_clipped_ms,rank_delta_model_minus_pressure,case_id,source,actual_gpu_id,actual_ttft_ms,actual_router_ms,actual_scheduler_ms,actual_kv_transfer_ms,actual_compute_ms,actual_other_comm_ms,actual_ttft_rank,actual_regret_ms,prediction_error_ms,observed_candidate_count,expected_candidate_count,counterfactual_complete
51,18237109993,0,4,0,9,9,9,9,0,1247.692792350512,1.426376689619959e-10,0.152318950740767,10311.839012640094,2.172642007240009e-11,519.9012457515439,519.9012457515439,410.4569855989465,930.358231350512,0.318818,316.715168,0.300575,1,4,128,889192448,4632076288,4391436288,9709281280,5317844992,0,0,0,0.5438743181616837,0.0390625,1,3.3368690004150836,18.21799358,164.622106,3,14,1,1,0.08,6000,769,2992,1,4,889192448,5317844992,4391436288,0.5438743181616837,0.0390625,9,1,1,35,11,135782400,8855740416,0.1794914846673388,1.077596891703193,0.0,0,request51_target0,counterfactual,0,1032.401538,1.3675020000013114,54.73420518224716,316.71516781775154,658.96527,0.6193930000000023,7,326.25736600000005,-215.29125435051196,9,9,True
51,18237109993,0,4,1,9,9,4,5,0,730.2929933923621,2.787017387918712e-14,0.7242340700811454,10312.410927759434,2.0184529462392916e-14,2.5014467934156537,2.5014467934156537,410.4569855989465,412.95843239236217,0.318818,316.715168,0.300575,0,3,128,889192448,4636270592,2606759936,9709281280,7102521344,0,0,0,0.3600629421666111,0.03125,1,3.3368690004150836,18.21799358,164.622106,3,14,0,1,0.1,6000,769,2992,0,3,889192448,7102521344,2606759936,0.3600629421666111,0.03125,9,1,1,35,11,135782400,8855740416,0.1794914846673388,1.077596891703193,0.0,1,request51_target1,counterfactual,1,706.144172,1.3675020000013114,5.706092182247162,316.71516781775154,381.736017,0.6193930000000023,1,0.0,-24.148821392362038,9,9,True
51,18237109993,0,4,2,9,9,5,7,0,736.2804458698671,2.449346528594429e-14,0.152318950740767,10311.839012640094,3.7308189323604355e-15,8.488899270920554,8.488899270920554,410.4569855989465,418.9458848698671,0.318818,316.715168,0.300575,0,3,128,889192448,7192698880,2625634304,9709281280,7083646976,0,0,0,0.3620068932640913,0.03125,1,3.3368690004150836,18.21799358,164.622106,3,14,0,1,0.0733333333333333,6000,769,2992,0,3,889192448,7083646976,2625634304,0.3620068932640913,0.03125,9,1,1,35,11,135782400,8855740416,0.1794914846673388,1.077596891703193,0.0,2,request51_target2,counterfactual,2,1052.791867,1.3675020000013114,198.13406818224715,316.71516781775154,535.955736,0.6193930000000023,8,346.6476949999999,316.5114211301328,9,9,True
51,18237109993,0,4,3,9,9,7,1,1,727.7915465989465,3.225211142051461e-14,0.5843987338275185,10312.27109242318,1.8848093077412788e-14,-5.107351009366812,0.0,410.4569855989465,410.4569855989465,0.318818,316.715168,0.300575,0,3,128,889192448,6263660544,2642411520,9709281280,7066869760,0,0,0,0.3637348497951848,0.03125,1,3.3368690004150836,18.21799358,164.622106,3,14,0,0,0.1166666666666666,6000,769,2992,0,3,889192448,7066869760,2642411520,0.3637348497951848,0.03125,9,1,1,35,11,135782400,8855740416,0.1794914846673388,1.077596891703193,5.107351009366812,-6,request51_target3,baseline,3,713.85884,1.3675020000013114,13.010808182247162,316.71516781775154,382.145969,0.6193930000000023,5,7.714667999999961,-13.932706598946538,9,9,True
51,18237109993,0,4,6,9,9,8,6,0,732.3381721696105,2.4235050423183016e-12,0.7242340700811454,10312.410927759434,1.7551849206603621e-12,4.546625570662196,4.546625570662196,410.4569855989465,415.0036111696105,0.318818,316.715168,0.300575,0,4,128,889192448,6366420992,3508535296,9709281280,6200745984,0,0,0,0.4529406057128875,0.0390625,1,3.3368690004150836,18.21799358,164.622106,3,14,0,1,0.1,6000,769,2992,0,4,889192448,6200745984,3508535296,0.4529406057128875,0.0390625,9,1,1,35,11,135782400,8855740416,0.1794914846673388,1.077596891703193,0.0,-2,request51_target6,counterfactual,6,708.60317,1.3675020000013114,5.377698182247162,316.71516781775154,384.523409,0.6193930000000023,3,2.4589979999999514,-23.73500216961054,9,9,True
51,18237109993,0,4,7,9,9,3,2,0,727.7915465989465,3.279503911835999e-16,0.4432264318367582,10312.12992012119,1.4535628170377603e-16,-2.704022799656234,0.0,410.4569855989465,410.4569855989465,0.318818,316.715168,0.300575,0,2,128,889192448,6251077632,1746927616,9709281280,7962353664,0,0,0,0.2715051699480685,0.0234375,1,3.3368690004150836,18.21799358,164.622106,3,14,0,0,0.0966666666666666,6000,769,2992,0,2,889192448,7962353664,1746927616,0.2715051699480685,0.0234375,9,1,1,35,11,135782400,8855740416,0.1794914846673388,1.077596891703193,2.704022799656234,-1,request51_target7,counterfactual,7,709.403874,1.3675020000013114,15.688256182247162,316.71516781775154,375.013555,0.6193930000000023,4,3.2597019999999475,-18.38767259894655,9,9,True
51,18237109993,0,4,8,9,9,2,3,0,727.7915465989465,4.5452784705546594e-18,0.7242340700811454,10312.410927759434,3.2918455263820037e-18,-1.2522517917050509,0.0,410.4569855989465,410.4569855989465,0.318818,316.715168,0.300575,0,1,128,889192448,5428994048,866123776,9709281280,8843157504,0,0,0,0.1807874520656589,0.015625,1,3.3368690004150836,18.21799358,164.622106,3,14,0,1,0.1,6000,769,2992,0,1,889192448,8843157504,866123776,0.1807874520656589,0.015625,9,1,1,35,11,135782400,8855740416,0.1794914846673388,1.077596891703193,1.2522517917050509,1,request51_target8,counterfactual,8,1078.679607,1.3675020000013114,237.09076318224717,316.71516781775154,522.886781,0.6193930000000023,9,372.535435,350.8880604010535,9,9,True
51,18237109993,0,4,9,9,9,6,8,0,841.3103589561033,3.6798135572432056e-14,0.2740012702406253,10311.960694959593,1.0082735889333122e-14,113.51881235715678,113.51881235715678,410.4569855989465,523.9757979561033,0.318818,316.715168,0.300575,0,3,128,889192448,6423044096,2634022912,9709281280,7075258368,0,0,0,0.3628708715296381,0.03125,1,3.3368690004150836,18.21799358,164.622106,3,14,1,2,0.0866666666666666,6000,769,2992,0,3,889192448,7075258368,2634022912,0.3628708715296381,0.03125,9,1,1,35,11,135782400,8855740416,0.1794914846673388,1.077596891703193,0.0,2,request51_target9,counterfactual,9,969.631722,1.3675020000013114,115.35590718224717,316.71516781775154,535.573752,0.6193930000000023,6,263.48754999999994,128.32136304389667,9,9,True
67,21907508778,0,4,5,9,9,2,2,0,729.1448709996764,1.6933787704881181e-16,0.152318950740767,10311.839012640094,2.5793367752744033e-17,1.3533244007300254,1.3533244007300254,410.4569855989465,411.8103099996765,0.318818,316.715168,0.300575,0,2,128,880803840,6366420992,1740636160,9709281280,7968645120,0,0,0,0.2699932079833617,0.0234375,1,3.3368690004150836,21.888218808,103.808907,6,21,0,1,0.0833333333333333,6000,713,2992,0,2,880803840,7968645120,1740636160,0.2699932079833617,0.0234375,9,0,0,43,11,123199488,8820088832,0.1822994140303658,1.0780288808359664,0.0,0,request67_target5,counterfactual,5,709.96253,1.5410590000013114,13.375608182247161,316.71516781775154,377.711302,0.6193930000000023,2,7.153442000000041,-19.1823409996764,9,9,True
67,21907508778,0,4,0,9,9,9,8,0,845.5519889153757,9.553168390594174e-09,0.1633620488505371,10311.850055738205,1.560625161301653e-09,117.76044231486856,117.76044231486856,410.4569855989465,528.2174279153757,0.318818,316.715168,0.300575,0,6,128,880803840,3365396480,5265948672,9709281280,4443332608,0,0,0,0.6330800740793865,0.0546875,1,3.3368690004150836,21.888218808,103.808907,6,21,1,2,0.08,6000,713,2992,0,6,880803840,4443332608,5265948672,0.6330800740793865,0.0546875,9,0,0,43,11,123199488,8820088832,0.1822994140303658,1.0780288808359664,0.0,-1,request67_target0,counterfactual,0,711.758681,1.5410590000013114,8.899620182247162,316.71516781775154,383.983441,0.6193930000000023,4,8.94959300000005,-133.79330791537564,9,9,True
67,21907508778,0,4,1,9,9,5,4,0,733.2502965950258,1.2147066684057265e-12,0.7407580420143276,10312.427451731368,8.99803733309973e-13,5.458749996078429,5.458749996078429,410.4569855989465,415.91573559502586,0.318818,316.715168,0.300575,0,4,128,880803840,3006783488,3464495104,9709281280,6244786176,0,0,0,0.4475407415532203,0.0390625,1,3.3368690004150836,21.888218808,103.808907,6,21,0,2,0.1,6000,713,2992,0,4,880803840,6244786176,3464495104,0.4475407415532203,0.0390625,9,0,0,43,11,123199488,8820088832,0.1822994140303658,1.0780288808359664,0.0,-1,request67_target1,counterfactual,1,715.673271,1.5410590000013114,12.658210182247162,316.71516781775154,384.139441,0.6193930000000023,5,12.864183000000025,-17.577025595025816,9,9,True
67,21907508778,0,4,2,9,9,3,3,0,731.3635135103324,1.5867703660286982e-16,0.152318950740767,10311.839012640094,2.4169519722003417e-17,3.571966911385715,3.571966911385715,410.4569855989465,414.02895251033226,0.318818,316.715168,0.300575,0,2,128,880803840,6341255168,1742733312,9709281280,7966547968,0,0,0,0.2702092025497483,0.0234375,1,3.3368690004150836,21.888218808,103.808907,6,21,0,1,0.0733333333333333,6000,713,2992,0,2,880803840,7966547968,1742733312,0.2702092025497483,0.0234375,9,0,0,43,11,123199488,8820088832,0.1822994140303658,1.0780288808359664,0.0,0,request67_target2,counterfactual,2,711.23351,1.5410590000013114,14.641500182247162,316.71516781775154,377.71639,0.6193930000000023,3,8.42442200000005,-20.130003510332358,9,9,True
67,21907508778,0,4,3,9,9,6,6,0,833.6707491000557,1.986725672889522e-12,0.91103403930696,10312.59772772866,1.8099747147673793e-12,105.87920250110749,105.87920250110749,410.4569855989465,516.3361881000558,0.318818,316.715168,0.300575,0,4,128,880803840,3849838592,3519021056,9709281280,6190260224,0,0,0,0.4531566002792742,0.0390625,1,3.3368690004150836,21.888218808,103.808907,6,21,1,2,0.1166666666666666,6000,713,2992,0,4,880803840,6190260224,3519021056,0.4531566002792742,0.0390625,9,0,0,43,11,123199488,8820088832,0.1822994140303658,1.0780288808359664,0.0,0,request67_target3,counterfactual,3,868.901522,1.5410590000013114,12.963109182247162,316.71516781775154,537.062793,0.6193930000000023,9,166.09243400000003,35.23077289994433,9,9,True
67,21907508778,0,4,6,9,9,7,7,0,843.1563961955313,1.3443396929177512e-10,1.0015731652909867,10312.688266854644,1.3464545614619451e-10,115.3648495964503,115.3648495964503,410.4569855989465,525.8218351955314,0.318818,316.715168,0.300575,0,5,128,880803840,5116518400,4353687552,9709281280,5355593728,0,0,0,0.5391224377011766,0.046875,1,3.3368690004150836,21.888218808,103.808907,6,21,1,3,0.1,6000,713,2992,0,5,880803840,5355593728,4353687552,0.5391224377011766,0.046875,9,0,0,43,11,123199488,8820088832,0.1822994140303658,1.0780288808359664,0.0,0,request67_target6,counterfactual,6,720.785545,1.5410590000013114,12.920381182247162,316.71516781775154,388.989544,0.6193930000000023,6,17.976456999999982,-122.37085119553137,9,9,True
67,21907508778,0,4,7,9,9,1,5,0,828.2335076445044,3.066358640467277e-18,0.7242340700811454,10312.410927759434,2.2207613985141043e-18,100.4419610455577,100.4419610455577,410.4569855989465,510.89894664450424,0.318818,316.715168,0.300575,0,1,128,880803840,5443674112,889192448,9709281280,8820088832,0,0,0,0.1822994140303658,0.015625,1,3.3368690004150836,21.888218808,103.808907,6,21,1,1,0.0966666666666666,6000,713,2992,0,1,880803840,8820088832,889192448,0.1822994140303658,0.015625,9,0,0,43,11,123199488,8820088832,0.1822994140303658,1.0780288808359664,0.0,4,request67_target7,counterfactual,7,702.809088,1.5410590000013114,9.991689182247162,316.71516781775154,373.941779,0.6193930000000023,1,0.0,-125.42441964450438,9,9,True
67,21907508778,0,4,8,9,9,4,1,1,727.7915465989465,1.9910578310250412e-16,0.7242340700811454,10312.410927759434,1.441991916730203e-16,-2.2583780470787422,0.0,410.4569855989465,410.4569855989465,0.318818,316.715168,0.300575,0,2,128,880803840,4600619008,1753219072,9709281280,7956062208,0,0,0,0.2712891753816818,0.0234375,1,3.3368690004150836,21.888218808,103.808907,6,21,0,1,0.1,6000,713,2992,0,2,880803840,7956062208,1753219072,0.2712891753816818,0.0234375,9,0,0,43,11,123199488,8820088832,0.1822994140303658,1.0780288808359664,2.2583780470787422,-3,request67_target8,baseline,8,858.667708,1.5410590000013114,6.741341182247162,316.71516781775154,533.050747,0.6193930000000023,8,155.85861999999997,130.87616140105342,9,9,True
67,21907508778,0,4,9,9,9,8,9,0,852.0970098646659,1.0492722677628686e-08,0.5990057412729495,10312.285699430626,6.285201125484459e-09,124.30546325943418,124.30546325943418,410.4569855989465,534.7624488646659,0.318818,316.715168,0.300575,0,6,128,880803840,3996639232,5224005632,9709281280,4485275648,0,0,0,0.6287601827516527,0.0546875,1,3.3368690004150836,21.888218808,103.808907,6,21,1,4,0.0866666666666666,6000,713,2992,0,6,880803840,4485275648,5224005632,0.6287601827516527,0.0546875,9,0,0,43,11,123199488,8820088832,0.1822994140303658,1.0780288808359664,0.0,1,request67_target9,counterfactual,9,728.925447,1.5410590000013114,17.476229182247163,316.71516781775154,392.573598,0.6193930000000023,7,26.11635899999999,-123.17156286466593,9,9,True
82,26800468578,0,4,5,9,9,5,3,0,727.7915465989469,1.2884072276257017e-12,0.2229745495216455,10311.909668238875,2.8728202118027296e-13,-1.8554301438048184,0.0,410.4569855989465,410.4569855989468,0.318818,316.715168,0.300575,0,4,128,889192448,4718059520,3516923904,9709281280,6192357376,0,0,0,0.4538045839784343,0.0390625,1,3.3368690004150836,26.781136197,376.857487,3,16,0,2,0.0833333333333333,6000,773,2992,0,4,889192448,6192357376,3516923904,0.4538045839784343,0.0390625,9,0,0,52,11,91742208,7100424192,0.3602789367329978,1.0821327775973135,1.8554301438048184,-2,request82_target5,counterfactual,5,722.604174,1.583470000001315,19.532430182247158,316.71516781775154,384.153713,0.6193930000000023,6,12.884349999999927,-5.187372598946922,9,9,True
82,26800468578,0,4,0,9,9,2,1,1,727.7915465989465,1.2442804077775304e-14,0.0139428643919278,10311.700636553744,1.7348832991174778e-16,-11.349766198639813,0.0,410.4569855989465,410.4569855989465,0.318818,316.715168,0.300575,0,3,128,889192448,2876760064,2625634304,9709281280,7083646976,0,0,0,0.3620068932640913,0.03125,1,3.3368690004150836,26.781136197,376.857487,3,16,0,0,0.08,6000,773,2992,0,3,889192448,7083646976,2625634304,0.3620068932640913,0.03125,9,0,0,52,11,91742208,7100424192,0.3602789367329978,1.0821327775973135,11.349766198639813,-1,request82_target0,baseline,0,714.47495,1.5834700000013113,13.935526182247163,316.71516781775154,381.621393,0.6193930000000023,3,4.755126000000018,-13.31659659894649,9,9,True
82,26800468578,0,4,1,9,9,8,8,0,829.4032837200263,8.320266844409279e-09,1.2519759577286014,10312.93866964708,1.0416774051086836e-08,101.61173711066296,101.61173711066296,410.4569855989465,512.0687227200262,0.318818,316.715168,0.300575,0,6,128,889192448,1326964736,5179965440,9709281280,4529315840,0,0,0,0.625088275123079,0.0546875,1,3.3368690004150836,26.781136197,376.857487,3,16,1,2,0.1,6000,773,2992,0,6,889192448,4529315840,5179965440,0.625088275123079,0.0546875,9,0,0,52,11,91742208,7100424192,0.3602789367329978,1.0821327775973135,0.0,0,request82_target1,counterfactual,1,719.903603,1.5834700000013113,12.214716182247162,316.71516781775154,388.770856,0.6193930000000023,5,10.183778999999959,-109.49968072002628,9,9,True
82,26800468578,0,4,2,9,9,4,9,0,831.8951428118463,1.4004182865926556e-12,0.2229745495216455,10311.909668238875,3.1225763659487213e-13,104.10359621289932,104.10359621289932,410.4569855989465,514.5605818118462,0.318818,316.715168,0.300575,0,4,128,889192448,4688699392,3506438144,9709281280,6202843136,0,0,0,0.4527246111465008,0.0390625,1,3.3368690004150836,26.781136197,376.857487,3,16,1,2,0.0733333333333333,6000,773,2992,0,4,889192448,6202843136,3506438144,0.4527246111465008,0.0390625,9,0,0,52,11,91742208,7100424192,0.3602789367329978,1.0821327775973135,0.0,5,request82_target2,counterfactual,2,713.887049,1.5834700000013113,10.799113182247162,316.71516781775154,384.169905,0.6193930000000023,2,4.16722500000003,-118.00809381184627,9,9,True
82,26800468578,0,4,3,9,9,7,5,0,727.7915465991256,1.2361646561167866e-10,1.4487901758504704,10313.135483865204,1.7909432095155754e-10,-11.367410586521892,0.0,410.4569855989465,410.4569855991256,0.318818,316.715168,0.300575,0,5,128,889192448,2933383168,4404019200,9709281280,5305262080,0,0,0,0.5451702855600039,0.046875,1,3.3368690004150836,26.781136197,376.857487,3,16,0,1,0.1166666666666666,6000,773,2992,0,5,889192448,5305262080,4404019200,0.5451702855600039,0.046875,9,0,0,52,11,91742208,7100424192,0.3602789367329978,1.0821327775973135,11.367410586521892,-2,request82_target3,counterfactual,3,726.850678,1.583470000001315,18.735423182247157,316.71516781775154,389.197224,0.6193930000000023,7,17.130854,-0.9408685991255652,9,9,True
