request_id,candidate_instance_id,source,window_ms,new_arrivals_during_window,candidate_waiting_reqs,candidate_running_reqs,predicted_total_ttft_ms,actual_ttft_ms,abs_err_ms,actual_ttft_rank
156,8,counterfactual,737.814833,0,0,9,739.2498358645283,749.994565,10.74472913547163,7
156,9,counterfactual,733.133992,0,0,6,736.1833325990068,745.313724,9.130391400993176,5
161,5,counterfactual,727.742544,0,0,7,738.0032296037286,730.016214,7.987015603728651,6
161,0,counterfactual,735.378639,0,0,7,740.9697214831656,737.652309,3.31741248316564,8
161,1,counterfactual,716.856414,0,0,4,757.7947125079461,719.130084,38.66462850794608,1
161,2,baseline,718.203418,0,0,4,735.9370923990896,720.477088,15.460004399089598,2
161,3,counterfactual,905.7067,1,0,9,742.0100571418365,907.98037,165.97031285816354,9
161,6,counterfactual,720.931817,0,0,6,761.6721838865642,723.205487,38.46669688656425,3
161,7,counterfactual,727.06057,0,0,5,736.5461523991539,729.33424,7.211912399153903,5
161,8,counterfactual,726.357777,0,0,8,739.877307728402,728.631447,11.245860728402022,4
161,9,counterfactual,731.373781,0,0,5,735.9139142557358,733.647451,2.2664632557357436,7
165,5,counterfactual,724.000116,0,0,7,737.2620315639749,728.907233,8.354798563974896,3
165,0,counterfactual,725.407044,0,0,7,738.1314729232424,730.314161,7.817311923242414,5
165,1,counterfactual,714.793366,0,0,4,735.746857427117,719.700483,16.04637442711703,1
165,2,counterfactual,715.414177,0,0,4,735.3243138690245,720.321294,15.00301986902457,2
165,3,counterfactual,743.601298,0,0,10,774.0742884448,748.508415,25.56587344479999,8
165,6,counterfactual,1117.924044,0,1,7,1066.4533768712731,1122.831161,56.377784128726944,9
165,7,baseline,724.821252,0,0,4,735.0631340408297,729.728369,5.334765040829666,4
165,8,counterfactual,728.134759,0,0,8,739.0122351079599,733.041876,5.970359107959894,7
165,9,counterfactual,727.973531,0,0,5,735.310839667736,732.880648,2.4301916677360396,6
173,5,counterfactual,725.436918,0,0,7,737.7735674405345,729.277216,8.496351440534568,3
173,0,counterfactual,738.012723,0,0,9,773.5243560250199,741.853021,31.671335025019857,7
173,1,baseline,1263.864068,3,0,3,734.0873704719631,1267.704366,533.6169955280368,9
173,2,counterfactual,706.12314,0,0,3,733.7524495534853,709.963438,23.789011553485352,1
173,3,counterfactual,896.446738,1,0,9,740.5999469649137,900.287036,159.68708903508627,8
173,6,counterfactual,725.925588,0,0,8,775.0591672487537,729.765886,45.293281248753715,5
173,7,counterfactual,733.159567,0,0,7,847.8184400287455,736.999865,110.8185750287455,6
173,8,counterfactual,723.361361,0,0,8,738.6580728492527,727.201659,11.456413849252726,2
173,9,counterfactual,725.860124,0,0,4,734.3086062003943,729.700422,4.608184200394248,4
175,5,counterfactual,728.622169,0,0,7,737.6712181817485,730.722249,6.948969181748453,4
175,0,counterfactual,742.506958,0,0,9,773.0889074068809,744.607038,28.481869406880946,7
175,1,counterfactual,1632.144703,3,1,4,796.8321977852426,1634.244783,837.4125852147575,9
175,2,baseline,713.41323,0,0,3,733.6875759440741,715.51331,18.174265944074023,2
175,3,counterfactual,904.202725,1,0,9,740.4717704137978,906.302805,165.83103458620224,8
175,6,counterfactual,731.529353,0,0,8,774.6093373871975,733.629433,40.97990438719751,5
175,7,counterfactual,735.969525,0,0,7,846.6905043330157,738.069605,108.6208993330157,6
175,8,counterfactual,726.475402,0,0,8,738.5474852465607,728.575482,9.97200324656069,3
175,9,counterfactual,713.226203,0,0,4,734.2385493713176,715.326283,18.912266371317628,1
197,4,counterfactual,732.001133,0,0,10,741.4114541310644,735.6806,5.730854131064348,6
197,0,counterfactual,720.291067,0,0,7,736.6305105903879,723.970534,12.659976590387828,2
197,1,counterfactual,737.12972,0,0,8,763.8772310929826,740.809187,23.068044092982632,7
197,2,counterfactual,725.557968,0,0,4,734.8113355573471,729.237435,5.573900557347088,5
197,5,counterfactual,721.98636,0,0,4,735.3720846428523,725.665827,9.706257642852279,4
197,6,counterfactual,898.015427,2,0,7,737.1649423532672,901.694894,164.5299516467328,9
197,7,counterfactual,720.334473,0,0,7,737.9619813628611,724.01394,13.94804136286109,3
197,8,baseline,862.746141,2,0,2,733.1889554980144,866.425608,133.23665250198565,8
197,9,counterfactual,713.582357,0,0,1,732.6817108109836,717.261824,15.419886810983598,1
203,0,counterfactual,726.646311,0,0,7,737.0367178154431,734.843165,2.1935528154431267,4
203,1,counterfactual,737.194948,0,0,8,738.7362691575543,745.391802,6.655532842445723,5
203,2,counterfactual,713.883886,0,0,4,735.1424347597731,722.08074,13.061694759773104,3
203,5,counterfactual,713.065443,0,0,4,735.7263345261684,721.262297,14.464037526168454,2
203,6,counterfactual,940.9852,0,0,9,886.8124994076361,949.182054,62.3695545923639,6
203,7,counterfactual,984.828401,1,0,7,738.4231606717017,993.025255,254.60209432829834,7
203,8,counterfactual,1052.753083,0,0,5,827.3618077852708,1060.949937,233.5881292147293,8
203,9,baseline,706.367562,0,0,1,732.9248878674925,714.564416,18.360471867492492,1
205,4,counterfactual,731.505913,0,0,10,777.6745590579085,743.995328,33.67923105790851,7
205,0,counterfactual,726.748735,0,0,7,736.9776637472105,739.23815,2.2604862527895193,6
205,1,counterfactual,732.08867,0,0,8,738.6668716125691,744.578085,5.911213387430848,9
205,2,counterfactual,706.402846,0,0,4,735.0943019009048,718.892261,16.202040900904876,1
205,5,counterfactual,711.174659,0,0,4,735.6748361851478,723.664074,12.010762185147769,2
205,6,counterfactual,725.801881,0,0,9,885.8184549705134,738.291296,147.52715897051337,5
205,7,counterfactual,731.812228,0,0,7,764.2743083663553,744.301643,19.972665366355272,8
205,8,counterfactual,713.118239,0,0,5,757.7185457311652,725.607654,32.110891731165225,3
205,9,baseline,713.586443,0,0,2,732.9983573519208,726.075858,6.922499351920806,4
263,5,counterfactual,1222.282077,1,0,6,773.619760046118,1224.638005,451.018244953882,9
263,0,baseline,709.753704,0,0,2,734.0291880828099,712.109632,21.91955608280989,1
263,1,counterfactual,802.516834,0,0,8,786.6634756486233,804.872762,18.209286351376704,7
263,2,counterfactual,718.35076,0,0,3,735.4707131555347,720.706688,14.764025155534682,2
263,3,counterfactual,727.713408,0,0,6,738.6887551056691,730.069336,8.619419105669067,3
263,4,counterfactual,743.86201,0,0,7,766.8912059647113,746.217938,20.673267964711272,5
263,7,counterfactual,888.744782,1,0,6,738.9943367341166,891.10071,152.10637326588346,8
263,8,counterfactual,747.012073,0,0,10,789.6110679469004,749.368001,40.2430669469004,6
263,9,counterfactual,743.68593,0,0,8,741.7743610788052,746.041858,4.267496921194834,4
265,5,counterfactual,718.737183,0,0,7,896.433452090969,727.738657,168.69479509096902,3
265,0,baseline,717.614345,0,0,3,734.292194523354,726.615819,7.676375523354068,2
265,1,counterfactual,727.101276,0,0,8,783.0980578129179,736.10275,46.99530781291787,5
265,2,counterfactual,714.825803,0,0,3,734.9538636848307,723.827277,11.126586684830727,1
265,3,counterfactual,736.093633,0,0,6,737.1460069870952,745.095107,7.949100012904751,6
265,4,counterfactual,720.805052,0,0,7,764.5032472283344,729.806526,34.69672122833447,4
265,7,counterfactual,840.38086,1,0,6,738.267653405805,849.382334,111.11468059419497,8
265,8,counterfactual,740.047492,0,0,10,743.8927727557652,749.048966,5.156193244234714,7
265,9,counterfactual,1137.806892,2,0,8,740.88211826117,1146.808366,405.92624773882994,9
267,5,counterfactual,731.462228,0,0,7,895.0823883635028,735.40618,159.67620836350284,4
267,0,counterfactual,936.645618,1,1,2,743.7393855789398,940.58957,196.85018442106013,8
267,1,counterfactual,721.439799,0,0,8,782.6496460256064,725.383751,57.26589502560648,3
267,2,counterfactual,717.889203,0,0,3,734.8888572721473,721.833155,13.0557022721473,1
267,3,counterfactual,719.712334,0,0,6,737.063541886173,723.656286,13.407255886172948,2
267,4,baseline,734.349631,0,0,7,738.3628465657346,738.293583,0.06926356573455905,6
267,7,counterfactual,733.941308,0,0,7,770.6626274250764,737.88526,32.77736742507636,5
267,8,counterfactual,744.117091,0,0,10,743.8223086158371,748.061043,4.238734384162967,7
267,9,counterfactual,957.848841,2,0,8,740.7699070721694,961.792793,221.02288592783054,9
