request_id,flipped,pressure_gpu,guardrail_gpu,formula_gpu,lambda_used,pressure_top2_gap,lambda_x_gap_ms,pressure_regret_ms,guardrail_regret_ms,formula_regret_ms,regret_delta_guardrail_minus_pressure
267,True,0,2,4,51200.0,0.0,0.0,218.75641499999995,0.0,16.46042799999998,-218.75641499999995
156,True,1,6,6,51200.0,0.0017279565310934775,88.47137439198605,137.07329900000002,0.0,0.0,-137.07329900000002
263,False,0,0,0,51200.0,0.0894217504840894,4578.393624785377,0.0,0.0,0.0,0.0
205,False,9,9,9,51200.0,0.18467535426061937,9455.378138143711,7.183597000000077,7.183597000000077,7.183597000000077,0.0
203,False,9,9,9,51200.0,0.2730171319127754,13978.4771539341,0.0,0.0,0.0,0.0
197,False,9,9,8,51200.0,0.0922296798471163,4722.159608172355,0.0,0.0,149.16378399999996,0.0
175,False,2,2,2,51200.0,0.08574984285551562,4390.3919542024,0.1870270000000573,0.1870270000000573,0.1870270000000573,0.0
173,False,2,2,1,51200.0,0.001727956531093422,88.4713743919832,0.0,0.0,557.7409279999999,0.0
165,False,7,7,7,51200.0,0.0034559130621870104,176.94274878397493,10.02788600000008,10.02788600000008,10.02788600000008,0.0
49,False,5,5,0,51200.0,0.0012959673983201914,66.3535307939938,3.816593000000012,3.816593000000012,268.10791599999993,0.0
154,False,1,1,1,51200.0,0.09287766354627641,4755.336373569352,189.49389900000008,189.49389900000008,189.49389900000008,0.0
90,False,5,5,0,51200.0,0.08250992435971533,4224.508127217425,0.0,0.0,4.944749000000002,0.0
82,False,6,6,0,51200.0,0.0017279565310934775,88.47137439198605,226.05935899999997,226.05935899999997,4.755126000000018,0.0
67,False,7,7,8,51200.0,0.0876937939529959,4489.92225039339,0.0,0.0,155.85861999999997,0.0
51,False,5,5,3,51200.0,0.001295967398320108,66.35353079398953,0.3193340000000262,0.3193340000000262,7.714667999999961,0.0
265,False,2,2,0,51200.0,0.0010799728319333957,55.29460899498986,0.0,0.0,2.7885420000000067,0.0
161,False,2,2,2,51200.0,0.0021599456638669023,110.5892179899854,1.34700399999997,1.34700399999997,1.34700399999997,0.0
84,True,6,7,3,3200.0,0.002807929363026984,8.98537396168635,13.618229000000042,16.065274000000045,3.5373540000000503,2.447045000000003
