gpu_id,instance_id,gpu_x_m,gpu_y_m
0,0,114.0175425099138,285.0438562747845
1,1,342.0526275297414,285.0438562747845
2,2,570.087712549569,285.0438562747845
3,3,798.1227975693967,285.0438562747845
4,4,1026.1578825892243,285.0438562747845
5,5,114.0175425099138,855.1315688243535
6,6,342.0526275297414,855.1315688243535
7,7,570.087712549569,855.1315688243535
8,8,798.1227975693967,855.1315688243535
9,9,1026.1578825892243,855.1315688243535
