prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,9.472
0,0,1,32,9.51467
0,0,1,64,9.64267
0,0,1,128,13.2697
0,0,1,256,13.4937
0,0,1,512,13.824
0,0,1,1024,14.5487
0,0,1,2048,20.7677
0,0,1,4096,25.216
0,0,1,8192,38.7843
0,0,1,16384,57.3553
0,0,2,16,14.0797
0,0,2,32,14.144
0,0,2,64,14.2397
0,0,2,128,16.7793
0,0,2,256,17.376
0,0,2,512,18.9333
0,0,2,1024,25.334
0,0,2,2048,37.4297
0,0,2,4096,54.4323
0,0,2,8192,89.804
0,0,2,16384,161.484
0,0,4,16,14.1127
0,0,4,32,14.219
0,0,4,64,14.6343
0,0,4,128,17.2693
0,0,4,256,18.6133
0,0,4,512,24.4373
0,0,4,1024,37.1837
0,0,4,2048,55.425
0,0,4,4096,94.7207
0,0,4,8192,161.814
0,0,4,16384,306.018
0,0,8,16,14.4213
0,0,8,32,14.7533
0,0,8,64,15.446
0,0,8,128,18.8377
0,0,8,256,24.6193
0,0,8,512,36.448
0,0,8,1024,56.1283
0,0,8,2048,91.989
0,0,8,4096,164.737
0,0,8,8192,307.299
0,0,8,16384,590.298
0,0,16,16,14.8483
0,0,16,32,15.6587
0,0,16,64,16.9813
0,0,16,128,25.5047
0,0,16,256,36.5653
0,0,16,512,61.7923
0,0,16,1024,99.2113
0,0,16,2048,170.828
0,0,16,4096,312.76
0,0,16,8192,592.688
0,0,16,16384,1152.71
0,0,32,16,21.1203
0,0,32,32,22.72
0,0,32,64,25.856
0,0,32,128,40.96
0,0,32,256,65.8143
0,0,32,512,107.276
0,0,32,1024,182.605
0,0,32,2048,324.109
0,0,32,4096,612.987
0,0,32,8192,1173.36
0,0,32,16384,2297.1
0,0,64,16,33.1843
0,0,64,32,35.52
0,0,64,64,40.2133
0,0,64,128,67.7767
0,0,64,256,115.03
0,0,64,512,193.357
0,0,64,1024,336.654
0,0,64,2048,619.845
0,0,64,4096,1188.44
0,0,64,8192,2315.07
0,0,64,16384,4552.23
0,0,128,16,55.2213
0,0,128,32,57.4303
0,0,128,64,61.0563
0,0,128,128,100.171
0,0,128,256,177.185
0,0,128,512,323.298
0,0,128,1024,606.17
0,0,128,2048,1177.12
0,0,128,4096,2304.5
0,0,128,8192,4568.25
0,0,128,16384,9040.3
0,0,256,16,100.907
0,0,256,32,103.254
0,0,256,64,107.318
0,0,256,128,187.767
0,0,256,256,329.133
0,0,256,512,619.098
0,0,256,1024,1183.42
0,0,256,2048,2313.88
0,0,256,4096,4558.56
0,0,256,8192,9072.6
0,0,256,16384,18007.8
16,0,0,0,9.792
16,0,1,16,9.92033
16,0,1,32,9.99467
16,0,1,64,9.952
16,0,1,128,13.1307
16,0,1,256,17.12
16,0,1,512,25.0673
16,0,1,1024,41.3443
16,0,1,2048,74.219
16,0,1,4096,140.044
16,0,1,8192,272.472
16,0,1,16384,534.512
16,0,2,16,9.97367
16,0,2,32,9.974
16,0,2,64,10.027
16,0,2,128,13.2057
16,0,2,256,17.3227
16,0,2,512,25.3867
16,0,2,1024,41.5893
16,0,2,2048,74.7423
16,0,2,4096,140.844
16,0,2,8192,273.047
16,0,2,16384,535.749
16,0,4,16,15.2963
16,0,4,32,15.4347
16,0,4,64,15.488
16,0,4,128,22.1013
16,0,4,256,29.92
16,0,4,512,42.592
16,0,4,1024,58.7847
16,0,4,2048,91.1687
16,0,4,4096,155.639
16,0,4,8192,284.279
16,0,4,16384,541.797
16,0,8,16,20.811
16,0,8,32,20.9493
16,0,8,64,21.056
16,0,8,128,31.4883
