pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=64,sr<=70%,kvB<=4k,kp=0,0.0692,2
0,n<=64,sr>70%,kvB<=16k,kp=0,0.0849,4
0,n<=64,sr>70%,kvB<=1k,kp=0,0.1428,4
0,n<=64,sr>70%,kvB<=4k,kp=0,0.1327,4
0,n<=8,sr<=15%,kvB<=16k,kp=0,0.0573,2
0,n<=8,sr<=15%,kvB<=1k,kp=0,0.0701,2
0,n<=8,sr<=15%,kvB<=4k,kp=0,0.0486,2
0,n<=8,sr<=40%,kvB<=16k,kp=0,0.0192,4
0,n<=8,sr<=40%,kvB<=1k,kp=0,0.0039,4
0,n<=8,sr<=40%,kvB<=4k,kp=0,0.0122,4
0,n<=8,sr<=70%,kvB<=16k,kp=0,-0.0015,2
0,n<=8,sr<=70%,kvB<=1k,kp=0,-0.0447,2
0,n<=8,sr<=70%,kvB<=4k,kp=0,0.0193,2
0,n<=8,sr>70%,kvB<=16k,kp=0,0.0734,4
0,n<=8,sr>70%,kvB<=1k,kp=0,0.253,4
0,n<=8,sr>70%,kvB<=4k,kp=0,0.2761,4
16,n<=128,sr<=15%,kvB<=16k,kp<=1k,0.0059,4
16,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.0056,4
16,n<=128,sr<=15%,kvB<=16k,kp<=4k,0.0056,4
16,n<=128,sr<=15%,kvB<=16k,kp<=512,0.0054,4
16,n<=128,sr<=15%,kvB<=16k,kp<=8k,0.004,4
16,n<=128,sr<=15%,kvB<=16k,kp=0,0.0055,4
16,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.0514,4
16,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0534,4
16,n<=128,sr<=15%,kvB<=1k,kp<=4k,0.055,4
16,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0585,4
16,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0595,4
16,n<=128,sr<=15%,kvB<=1k,kp=0,0.0568,4
16,n<=128,sr<=15%,kvB<=4k,kp<=1k,-0.0105,4
16,n<=128,sr<=15%,kvB<=4k,kp<=2k,-0.0105,4
16,n<=128,sr<=15%,kvB<=4k,kp<=4k,-0.015,4
16,n<=128,sr<=15%,kvB<=4k,kp<=512,-0.0076,4
16,n<=128,sr<=15%,kvB<=4k,kp<=8k,-0.0156,4
16,n<=128,sr<=15%,kvB<=4k,kp=0,-0.0086,4
16,n<=128,sr<=40%,kvB<=16k,kp<=1k,0.0017,2
16,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.0024,2
16,n<=128,sr<=40%,kvB<=16k,kp<=4k,0.0025,2
16,n<=128,sr<=40%,kvB<=16k,kp<=512,0.0021,2
16,n<=128,sr<=40%,kvB<=16k,kp<=8k,0.0019,2
16,n<=128,sr<=40%,kvB<=16k,kp=0,0.0022,2
16,n<=128,sr<=40%,kvB<=1k,kp<=1k,0.0664,2
16,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.0689,2
16,n<=128,sr<=40%,kvB<=1k,kp<=4k,0.076,2
16,n<=128,sr<=40%,kvB<=1k,kp<=512,0.0603,2
16,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.0918,2
16,n<=128,sr<=40%,kvB<=1k,kp=0,0.0628,2
16,n<=128,sr<=40%,kvB<=4k,kp<=1k,-0.0256,2
16,n<=128,sr<=40%,kvB<=4k,kp<=2k,-0.0265,2
16,n<=128,sr<=40%,kvB<=4k,kp<=4k,-0.0229,2
16,n<=128,sr<=40%,kvB<=4k,kp<=512,-0.0256,2
16,n<=128,sr<=40%,kvB<=4k,kp<=8k,-0.0233,2
16,n<=128,sr<=40%,kvB<=4k,kp=0,-0.0248,2
16,n<=128,sr<=5%,kvB<=16k,kp<=1k,0.008,8
16,n<=128,sr<=5%,kvB<=16k,kp<=2k,0.008,8
16,n<=128,sr<=5%,kvB<=16k,kp<=4k,0.0079,8
16,n<=128,sr<=5%,kvB<=16k,kp<=512,0.0079,8
16,n<=128,sr<=5%,kvB<=16k,kp<=8k,0.0063,8
16,n<=128,sr<=5%,kvB<=16k,kp=0,0.0078,8
16,n<=128,sr<=5%,kvB<=1k,kp<=1k,0.0152,8
16,n<=128,sr<=5%,kvB<=1k,kp<=2k,0.0089,8
16,n<=128,sr<=5%,kvB<=1k,kp<=4k,0.0136,8
16,n<=128,sr<=5%,kvB<=1k,kp<=512,0.0194,8
16,n<=128,sr<=5%,kvB<=1k,kp<=8k,0.0186,8
16,n<=128,sr<=5%,kvB<=1k,kp=0,0.0178,8
16,n<=128,sr<=5%,kvB<=4k,kp<=1k,0.0095,8
16,n<=128,sr<=5%,kvB<=4k,kp<=2k,0.009,8
16,n<=128,sr<=5%,kvB<=4k,kp<=4k,0.0022,8
16,n<=128,sr<=5%,kvB<=4k,kp<=512,0.0094,8
16,n<=128,sr<=5%,kvB<=4k,kp<=8k,0.0017,8
16,n<=128,sr<=5%,kvB<=4k,kp=0,0.011,8
16,n<=128,sr<=70%,kvB<=16k,kp<=1k,-0.0004,2
16,n<=128,sr<=70%,kvB<=16k,kp<=2k,0.0004,2
16,n<=128,sr<=70%,kvB<=16k,kp<=4k,0.0001,2
16,n<=128,sr<=70%,kvB<=16k,kp<=512,-0.0016,2
16,n<=128,sr<=70%,kvB<=16k,kp<=8k,-0.0002,2
16,n<=128,sr<=70%,kvB<=16k,kp=0,-0.0003,2
16,n<=128,sr<=70%,kvB<=1k,kp<=1k,-0.0057,2
16,n<=128,sr<=70%,kvB<=1k,kp<=2k,0.018,2
16,n<=128,sr<=70%,kvB<=1k,kp<=4k,0.0283,2
16,n<=128,sr<=70%,kvB<=1k,kp<=512,-0.0188,2
16,n<=128,sr<=70%,kvB<=1k,kp<=8k,0.0394,2
16,n<=128,sr<=70%,kvB<=1k,kp=0,0.014,2
16,n<=128,sr<=70%,kvB<=4k,kp<=1k,-0.1034,2
16,n<=128,sr<=70%,kvB<=4k,kp<=2k,-0.1069,2
16,n<=128,sr<=70%,kvB<=4k,kp<=4k,-0.0952,2
16,n<=128,sr<=70%,kvB<=4k,kp<=512,-0.107,2
16,n<=128,sr<=70%,kvB<=4k,kp<=8k,-0.098,2
16,n<=128,sr<=70%,kvB<=4k,kp=0,-0.1089,2
16,n<=128,sr>70%,kvB<=16k,kp<=1k,-0.0079,4
16,n<=128,sr>70%,kvB<=16k,kp<=2k,-0.0072,4
16,n<=128,sr>70%,kvB<=16k,kp<=4k,-0.0028,4
16,n<=128,sr>70%,kvB<=16k,kp<=512,-0.0077,4
16,n<=128,sr>70%,kvB<=16k,kp<=8k,-0.0023,4
16,n<=128,sr>70%,kvB<=16k,kp=0,-0.0075,4
16,n<=128,sr>70%,kvB<=1k,kp<=1k,0.2356,4
16,n<=128,sr>70%,kvB<=1k,kp<=2k,0.2511,4
16,n<=128,sr>70%,kvB<=1k,kp<=4k,0.3463,4
16,n<=128,sr>70%,kvB<=1k,kp<=512,0.2231,4
16,n<=128,sr>70%,kvB<=1k,kp<=8k,0.3442,4
16,n<=128,sr>70%,kvB<=1k,kp=0,0.2508,4
16,n<=128,sr>70%,kvB<=4k,kp<=1k,-0.0784,4
16,n<=128,sr>70%,kvB<=4k,kp<=2k,-0.0851,4
16,n<=128,sr>70%,kvB<=4k,kp<=4k,-0.0781,4
16,n<=128,sr>70%,kvB<=4k,kp<=512,-0.0748,4
16,n<=128,sr>70%,kvB<=4k,kp<=8k,-0.058,4
16,n<=128,sr>70%,kvB<=4k,kp=0,-0.085,4
16,n<=16,sr<=15%,kvB<=16k,kp<=1k,0.2163,4
16,n<=16,sr<=15%,kvB<=16k,kp<=2k,0.185,4
16,n<=16,sr<=15%,kvB<=16k,kp<=4k,0.161,4
16,n<=16,sr<=15%,kvB<=16k,kp<=512,0.2354,4
16,n<=16,sr<=15%,kvB<=16k,kp<=8k,0.0858,4
16,n<=16,sr<=15%,kvB<=16k,kp=0,0.2545,4
16,n<=16,sr<=15%,kvB<=1k,kp<=1k,0.0347,4
16,n<=16,sr<=15%,kvB<=1k,kp<=2k,0.0976,4
16,n<=16,sr<=15%,kvB<=1k,kp<=4k,0.0979,4
16,n<=16,sr<=15%,kvB<=1k,kp<=512,0.1423,4
16,n<=16,sr<=15%,kvB<=1k,kp<=8k,0.0897,4
16,n<=16,sr<=15%,kvB<=1k,kp=0,0.2486,4
16,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.1693,4
16,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.0995,4
16,n<=16,sr<=15%,kvB<=4k,kp<=4k,0.0047,4
16,n<=16,sr<=15%,kvB<=4k,kp<=512,0.1942,4
16,n<=16,sr<=15%,kvB<=4k,kp<=8k,0.0206,4
16,n<=16,sr<=15%,kvB<=4k,kp=0,0.262,4
16,n<=16,sr<=40%,kvB<=16k,kp<=1k,0.2354,4
16,n<=16,sr<=40%,kvB<=16k,kp<=2k,0.1763,4
16,n<=16,sr<=40%,kvB<=16k,kp<=4k,0.1225,4
16,n<=16,sr<=40%,kvB<=16k,kp<=512,0.2673,4
16,n<=16,sr<=40%,kvB<=16k,kp<=8k,0.0543,4
16,n<=16,sr<=40%,kvB<=16k,kp=0,0.2911,4
16,n<=16,sr<=40%,kvB<=1k,kp<=1k,0.0388,4
16,n<=16,sr<=40%,kvB<=1k,kp<=2k,0.0581,4
16,n<=16,sr<=40%,kvB<=1k,kp<=4k,0.0616,4
16,n<=16,sr<=40%,kvB<=1k,kp<=512,0.1188,4
16,n<=16,sr<=40%,kvB<=1k,kp<=8k,0.0616,4
16,n<=16,sr<=40%,kvB<=1k,kp=0,0.2504,4
16,n<=16,sr<=40%,kvB<=4k,kp<=1k,0.1298,4
16,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.0738,4
16,n<=16,sr<=40%,kvB<=4k,kp<=4k,-0.0375,4
16,n<=16,sr<=40%,kvB<=4k,kp<=512,0.1729,4
16,n<=16,sr<=40%,kvB<=4k,kp<=8k,-0.0059,4
16,n<=16,sr<=40%,kvB<=4k,kp=0,0.2692,4
16,n<=16,sr<=70%,kvB<=16k,kp<=1k,0.2803,2
16,n<=16,sr<=70%,kvB<=16k,kp<=2k,0.2554,2
16,n<=16,sr<=70%,kvB<=16k,kp<=4k,0.1611,2
16,n<=16,sr<=70%,kvB<=16k,kp<=512,0.3046,2
16,n<=16,sr<=70%,kvB<=16k,kp<=8k,0.1599,2
16,n<=16,sr<=70%,kvB<=16k,kp=0,0.3377,2
16,n<=16,sr<=70%,kvB<=1k,kp<=1k,-0.1166,2
16,n<=16,sr<=70%,kvB<=1k,kp<=2k,0.0419,2
16,n<=16,sr<=70%,kvB<=1k,kp<=4k,0.0554,2
16,n<=16,sr<=70%,kvB<=1k,kp<=512,0.039,2
16,n<=16,sr<=70%,kvB<=1k,kp<=8k,0.0491,2
16,n<=16,sr<=70%,kvB<=1k,kp=0,0.263,2
16,n<=16,sr<=70%,kvB<=4k,kp<=1k,0.0872,2
16,n<=16,sr<=70%,kvB<=4k,kp<=2k,0.0285,2
16,n<=16,sr<=70%,kvB<=4k,kp<=4k,-0.1439,2
16,n<=16,sr<=70%,kvB<=4k,kp<=512,0.2033,2
16,n<=16,sr<=70%,kvB<=4k,kp<=8k,-0.0551,2
16,n<=16,sr<=70%,kvB<=4k,kp=0,0.3462,2
16,n<=16,sr>70%,kvB<=16k,kp<=1k,0.92,4
16,n<=16,sr>70%,kvB<=16k,kp<=2k,0.757,4
16,n<=16,sr>70%,kvB<=16k,kp<=4k,0.2731,4
16,n<=16,sr>70%,kvB<=16k,kp<=512,1.013,4
16,n<=16,sr>70%,kvB<=16k,kp<=8k,0.1174,4
16,n<=16,sr>70%,kvB<=16k,kp=0,1.061,4
16,n<=16,sr>70%,kvB<=1k,kp<=1k,-0.1519,4
16,n<=16,sr>70%,kvB<=1k,kp<=2k,-0.0085,4
16,n<=16,sr>70%,kvB<=1k,kp<=4k,0.3009,4
16,n<=16,sr>70%,kvB<=1k,kp<=512,-0.018,4
16,n<=16,sr>70%,kvB<=1k,kp<=8k,0.3637,4
16,n<=16,sr>70%,kvB<=1k,kp=0,0.5715,4
16,n<=16,sr>70%,kvB<=4k,kp<=1k,0.0939,4
16,n<=16,sr>70%,kvB<=4k,kp<=2k,-0.1923,4
16,n<=16,sr>70%,kvB<=4k,kp<=4k,-0.446,4
16,n<=16,sr>70%,kvB<=4k,kp<=512,0.4539,4
16,n<=16,sr>70%,kvB<=4k,kp<=8k,-0.3346,4
16,n<=16,sr>70%,kvB<=4k,kp=0,0.8429,4
16,n<=2,sr<=70%,kvB<=16k,kp<=1k,0.9979,2
16,n<=2,sr<=70%,kvB<=16k,kp<=2k,0.9991,2
16,n<=2,sr<=70%,kvB<=16k,kp<=4k,0.9971,2
16,n<=2,sr<=70%,kvB<=16k,kp<=512,0.9972,2
16,n<=2,sr<=70%,kvB<=16k,kp<=8k,1.0003,2
16,n<=2,sr<=70%,kvB<=16k,kp=0,0.9979,2
16,n<=2,sr<=70%,kvB<=1k,kp<=1k,-0.3573,2
16,n<=2,sr<=70%,kvB<=1k,kp<=2k,-0.0906,2
16,n<=2,sr<=70%,kvB<=1k,kp<=4k,0.1066,2
16,n<=2,sr<=70%,kvB<=1k,kp<=512,0.9756,2
16,n<=2,sr<=70%,kvB<=1k,kp<=8k,-0.9696,2
16,n<=2,sr<=70%,kvB<=1k,kp=0,0.9644,2
16,n<=2,sr<=70%,kvB<=4k,kp<=1k,0.9945,2
16,n<=2,sr<=70%,kvB<=4k,kp<=2k,1.0042,2
16,n<=2,sr<=70%,kvB<=4k,kp<=4k,-0.3627,1
16,n<=2,sr<=70%,kvB<=4k,kp<=512,0.9857,2
16,n<=2,sr<=70%,kvB<=4k,kp<=8k,-2.5985,2
16,n<=2,sr<=70%,kvB<=4k,kp=0,0.9857,2
16,n<=32,sr<=15%,kvB<=16k,kp<=1k,0.1393,6
16,n<=32,sr<=15%,kvB<=16k,kp<=2k,0.1356,6
16,n<=32,sr<=15%,kvB<=16k,kp<=4k,0.1049,6
16,n<=32,sr<=15%,kvB<=16k,kp<=512,0.1445,6
16,n<=32,sr<=15%,kvB<=16k,kp<=8k,0.0624,6
16,n<=32,sr<=15%,kvB<=16k,kp=0,0.15,6
16,n<=32,sr<=15%,kvB<=1k,kp<=1k,0.0651,6
16,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.0807,6
16,n<=32,sr<=15%,kvB<=1k,kp<=4k,0.0569,6
16,n<=32,sr<=15%,kvB<=1k,kp<=512,0.1086,6
16,n<=32,sr<=15%,kvB<=1k,kp<=8k,0.0583,6
16,n<=32,sr<=15%,kvB<=1k,kp=0,0.1716,6
16,n<=32,sr<=15%,kvB<=4k,kp<=1k,0.0938,6
16,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.0653,6
16,n<=32,sr<=15%,kvB<=4k,kp<=4k,0.002,6
16,n<=32,sr<=15%,kvB<=4k,kp<=512,0.1126,6
16,n<=32,sr<=15%,kvB<=4k,kp<=8k,0.0148,6
16,n<=32,sr<=15%,kvB<=4k,kp=0,0.1344,6
16,n<=32,sr<=40%,kvB<=16k,kp<=1k,0.2544,2
16,n<=32,sr<=40%,kvB<=16k,kp<=2k,0.2388,2
16,n<=32,sr<=40%,kvB<=16k,kp<=4k,0.2071,2
16,n<=32,sr<=40%,kvB<=16k,kp<=512,0.2566,2
16,n<=32,sr<=40%,kvB<=16k,kp<=8k,0.1703,2
16,n<=32,sr<=40%,kvB<=16k,kp=0,0.2589,2
16,n<=32,sr<=40%,kvB<=1k,kp<=1k,0.0764,2
16,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.1196,2
16,n<=32,sr<=40%,kvB<=1k,kp<=4k,0.1005,2
16,n<=32,sr<=40%,kvB<=1k,kp<=512,0.1476,2
16,n<=32,sr<=40%,kvB<=1k,kp<=8k,0.0991,2
16,n<=32,sr<=40%,kvB<=1k,kp=0,0.2148,2
16,n<=32,sr<=40%,kvB<=4k,kp<=1k,0.081,2
16,n<=32,sr<=40%,kvB<=4k,kp<=2k,0.0423,2
16,n<=32,sr<=40%,kvB<=4k,kp<=4k,-0.0289,2
16,n<=32,sr<=40%,kvB<=4k,kp<=512,0.098,2
16,n<=32,sr<=40%,kvB<=4k,kp<=8k,-0.0067,2
16,n<=32,sr<=40%,kvB<=4k,kp=0,0.1198,2
16,n<=32,sr<=5%,kvB<=16k,kp<=1k,0.1369,2
16,n<=32,sr<=5%,kvB<=16k,kp<=2k,0.1323,2
16,n<=32,sr<=5%,kvB<=16k,kp<=4k,0.1025,2
16,n<=32,sr<=5%,kvB<=16k,kp<=512,0.1434,2
16,n<=32,sr<=5%,kvB<=16k,kp<=8k,0.0524,2
16,n<=32,sr<=5%,kvB<=16k,kp=0,0.1488,2
16,n<=32,sr<=5%,kvB<=1k,kp<=1k,-0.0058,2
16,n<=32,sr<=5%,kvB<=1k,kp<=2k,0.0488,2
16,n<=32,sr<=5%,kvB<=1k,kp<=4k,-0.0075,2
16,n<=32,sr<=5%,kvB<=1k,kp<=512,0.0598,2
16,n<=32,sr<=5%,kvB<=1k,kp<=8k,-0.0019,2
16,n<=32,sr<=5%,kvB<=1k,kp=0,0.1388,2
16,n<=32,sr<=5%,kvB<=4k,kp<=1k,0.1103,2
16,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.0674,2
16,n<=32,sr<=5%,kvB<=4k,kp<=4k,0.0267,2
16,n<=32,sr<=5%,kvB<=4k,kp<=512,0.1299,2
16,n<=32,sr<=5%,kvB<=4k,kp<=8k,0.0299,2
16,n<=32,sr<=5%,kvB<=4k,kp=0,0.1531,2
16,n<=32,sr<=70%,kvB<=16k,kp<=1k,0.9322,2
16,n<=32,sr<=70%,kvB<=16k,kp<=2k,0.9627,2
16,n<=32,sr<=70%,kvB<=16k,kp<=4k,0.7867,2
16,n<=32,sr<=70%,kvB<=16k,kp<=512,0.8273,2
16,n<=32,sr<=70%,kvB<=16k,kp<=8k,0.8064,2
16,n<=32,sr<=70%,kvB<=16k,kp=0,0.8382,2
16,n<=32,sr<=70%,kvB<=1k,kp<=1k,0.0006,2
16,n<=32,sr<=70%,kvB<=1k,kp<=2k,0.0389,2
16,n<=32,sr<=70%,kvB<=1k,kp<=4k,0.0865,2
16,n<=32,sr<=70%,kvB<=1k,kp<=512,0.0633,2
16,n<=32,sr<=70%,kvB<=1k,kp<=8k,-0.0152,2
16,n<=32,sr<=70%,kvB<=1k,kp=0,0.1976,2
16,n<=32,sr<=70%,kvB<=4k,kp<=1k,0.0772,2
16,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.0201,2
16,n<=32,sr<=70%,kvB<=4k,kp<=4k,-0.0646,2
16,n<=32,sr<=70%,kvB<=4k,kp<=512,0.1164,2
16,n<=32,sr<=70%,kvB<=4k,kp<=8k,-0.0286,2
16,n<=32,sr<=70%,kvB<=4k,kp=0,0.157,2
16,n<=32,sr>70%,kvB<=16k,kp<=1k,2.9469,4
16,n<=32,sr>70%,kvB<=16k,kp<=2k,2.9123,4
16,n<=32,sr>70%,kvB<=16k,kp<=4k,2.6291,4
16,n<=32,sr>70%,kvB<=16k,kp<=512,2.8552,4
16,n<=32,sr>70%,kvB<=16k,kp<=8k,2.3745,4
16,n<=32,sr>70%,kvB<=16k,kp=0,2.886,4
16,n<=32,sr>70%,kvB<=1k,kp<=1k,0.1654,4
16,n<=32,sr>70%,kvB<=1k,kp<=2k,0.1651,4
16,n<=32,sr>70%,kvB<=1k,kp<=4k,0.3379,4
16,n<=32,sr>70%,kvB<=1k,kp<=512,0.2648,4
16,n<=32,sr>70%,kvB<=1k,kp<=8k,0.1856,4
16,n<=32,sr>70%,kvB<=1k,kp=0,0.5323,4
16,n<=32,sr>70%,kvB<=4k,kp<=1k,0.2942,4
16,n<=32,sr>70%,kvB<=4k,kp<=2k,0.1099,4
16,n<=32,sr>70%,kvB<=4k,kp<=4k,-0.084,4
16,n<=32,sr>70%,kvB<=4k,kp<=512,0.3865,4
16,n<=32,sr>70%,kvB<=4k,kp<=8k,-0.2186,4
16,n<=32,sr>70%,kvB<=4k,kp=0,0.481,4
16,n<=4,sr<=40%,kvB<=16k,kp<=1k,0.839,2
16,n<=4,sr<=40%,kvB<=16k,kp<=2k,0.6147,2
16,n<=4,sr<=40%,kvB<=16k,kp<=4k,0.3824,2
16,n<=4,sr<=40%,kvB<=16k,kp<=512,0.9098,2
16,n<=4,sr<=40%,kvB<=16k,kp<=8k,0.2392,2
16,n<=4,sr<=40%,kvB<=16k,kp=0,0.9778,2
16,n<=4,sr<=40%,kvB<=1k,kp<=1k,-0.1655,2
16,n<=4,sr<=40%,kvB<=1k,kp<=2k,-0.1862,2
16,n<=4,sr<=40%,kvB<=1k,kp<=4k,-0.1826,2
16,n<=4,sr<=40%,kvB<=1k,kp<=512,0.3013,2
16,n<=4,sr<=40%,kvB<=1k,kp<=8k,-0.1654,2
16,n<=4,sr<=40%,kvB<=1k,kp=0,0.6566,5
16,n<=4,sr<=40%,kvB<=4k,kp<=1k,0.3745,2
16,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.2467,2
16,n<=4,sr<=40%,kvB<=4k,kp<=4k,-0.3221,2
16,n<=4,sr<=40%,kvB<=4k,kp<=512,0.5121,2
16,n<=4,sr<=40%,kvB<=4k,kp<=8k,-0.3245,2
16,n<=4,sr<=40%,kvB<=4k,kp=0,0.8805,3
16,n<=4,sr<=70%,kvB<=16k,kp<=1k,0.7638,2
16,n<=4,sr<=70%,kvB<=16k,kp<=2k,0.4086,2
16,n<=4,sr<=70%,kvB<=16k,kp<=4k,-0.0052,2
16,n<=4,sr<=70%,kvB<=16k,kp<=512,0.8732,2
16,n<=4,sr<=70%,kvB<=16k,kp<=8k,-0.0657,2
16,n<=4,sr<=70%,kvB<=16k,kp=0,0.9699,2
16,n<=4,sr<=70%,kvB<=1k,kp<=1k,-0.8399,2
16,n<=4,sr<=70%,kvB<=1k,kp<=2k,-0.8345,2
16,n<=4,sr<=70%,kvB<=1k,kp<=4k,-0.8426,2
16,n<=4,sr<=70%,kvB<=1k,kp<=512,0.0191,2
16,n<=4,sr<=70%,kvB<=1k,kp<=8k,-0.9162,2
16,n<=4,sr<=70%,kvB<=1k,kp=0,0.4377,4
16,n<=4,sr<=70%,kvB<=4k,kp<=1k,0.0137,2
