actual_decile,n,mean_actual,mean_predicted
0,206,0.3314249660194927,222.2899028756075
1,205,2.063496141463464,381.6804030009566
2,205,41.92527127804887,727.320012079015
3,205,793.6268183219512,1964.4461155091424
4,205,1935.0407731853659,2467.295193581539
5,205,3544.9267041365856,3021.6177172821413
6,205,5350.791532229268,3812.6997109482345
7,206,8057.945603694175,3534.5674904410603
8,205,12312.477549234147,4616.6916130383215
9,205,24313.506128058536,8975.281188406927
