actual_decile,n,mean_actual,mean_predicted
0,206,0.3314249660194927,808.1943047544868
1,205,2.063496141463464,912.3736964828352
2,205,41.92527127804887,1727.231354551656
3,205,793.6268183219512,3273.164868069288
4,205,1935.0407731853659,4260.270338875747
5,205,3544.9267041365856,4625.156415249741
6,205,5350.791532229268,5814.602633262015
7,206,8057.945603694175,5141.332145057205
8,205,12312.477549234147,6506.072004404279
9,205,24313.506128058536,10311.719694255638
